date_,stars,reviews,product,district_id
2017-02-04,5,"Working with Michelle and Eagle went really well for me. As a first time homeowner and this being my first refinance, I feel that this process was smooth and successful. I will definitely recommend Michelle to friends and family.",Eagle National Mortgage,37
2016-06-02,5,"usten Butler brought the humanity and connection to what can be a very stiff, lifeless, and scary transaction. Not only that, it is quite possibly the largest purchase my wife and I will ever make. We didn't simply want to transact with a faceless institution. A lot was riding on picking the right house and making sure everything would work out. Austen was there for us, every step of the way. It's true. Austen got us the best deal. Yes, that's also true. But it's more than that. From when we first starting looking to over a year later when we found the home we wanted, his presence, positivity, and guidance gave us the confidence to take the step and move into our dream home. It's made a HUGE difference for our family, we're right where we want to be, have 13 kids on our block, and couldn't be happier - and it's all thanks to Austen Butler's help.",Eagle National Mortgage,8
2016-11-06,5,Jay was easy to get a hold of if I had any questions so that was huge to me because there's a lot to do during this whole loan process and you want to know if everything's right. He provided as great a service as I could've wanted,Eagle National Mortgage,32
2017-04-03,5,If I had a million Friends I would recommend all of them to Eagle National especially to Mark Taylor he’s great he really help with even of the clock thanks a million mark I mean that from heart I appreciate everything you did for me.,Eagle National Mortgage,60
2016-06-11,5,"Chaz was fantastic throughout the entire lending processs. I had my share of challenges with the original underwriter through no fault of Chase yet he stepped in quickly to rectify any issues I had. He was the glue that kept this deal together. I did have some challenges with my first property falling through and the last minute yet Chaz kept my spirits up and assisted through quickly transitioning to the new and much better property in the end. Again, cannot say enough positive things about Chaz. Consummate professional and very responsive. I would highly recommend doing business with him and plan on staying in touch for future opportunities",Eagle National Mortgage,38
2016-03-07,5,Austen has been awsome in every step of the way with my refi and new home purchase. He explains your best options thoroughly with out any of the B.S other companies use to get your business . Being a repeat customer says it all.,Eagle National Mortgage,1
2016-07-10,5,The salesperson kept pushing a cash out refi on me even when i told him I'm looking for a heloc specifically. Then he hangs up on me because I said I was quoted a better rate at TD bank. Ridiculous....,Eagle National Mortgage,55
2017-02-24,1,"This was the worst experience ever. It was like they had never gone through the process before. I could not get a complete list of the documents required. Every other day it was a new request. The appraiser that they hired made so many mistakes I had to send in corrections and then during the underwriting process they had to go back and make more corrections. Wyndum would continue to ask for copies of documents over and over again. There were many documents that I had to send 3 and 4 times because they ""lost"" them or was not filed correctly, we went through 4 different people through the process. I would NEVER use them. Awful experience!",Eagle National Mortgage,20
2016-03-14,1,"A good rate but a very frustrating process, constant delays, decisions made then changed, overwhelmed underwriting team with 3 week back log, rookie mistake related to Texas law that caused an additional 2 week wait. Closing happened almost 6 weeks after it should have. Courteous and professional, but not very knowledgeable and no sense of urgency. Would not recommend",Eagle National Mortgage,65
2017-08-13,1,"They were not upfront. Learn from my mistake... I trusted the loan officer that my zero point rate is an option before closing the loan because he convinced me to initially sign the Good Faith Estimate with higher rate plus lender's credit. After running my numbers, the lower interest is favorable for me and asking for it now, I'm being charge points. It looks like they are only good in their words at the beginning so please be careful dealing with this lender",Eagle National Mortgage,66
2016-06-26,1,"Initially, the Mortgage Broker was very friendly and assertive. Once the paper work was filled out and closing on the loan was eminent, it became increasingly difficult to reach the broker. I had to initiate all phone calls. It seemed as if I had to call to make the process move forward. It took four weeks to get a copy of my closing documents and the payoff for my credit card",Eagle National Mortgage,63
2016-06-26,1,"Initially, the Mortgage Broker was very friendly and assertive. Once the paper work was filled out and closing on the loan was eminent, it became increasingly difficult to reach the broker. I had to initiate all phone calls. It seemed as if I had to call to make the process move forward. It took four weeks to get a copy of my closing documents and the payoff for my credit card",Eagle National Mortgage,67
2016-01-15,5,"I worked with Kory and Carla at NASB. They were a superb team and provided excellent, responsive and knowledgeable service throughout the entire process. Ours was a complicated process with a refinance and a loan and they hung in there with us the entire time. It was a great experience working with both of them. I highly recommend them and will use them in the future for all of my mortgage needs",Eagle National Bank,34
2017-11-10,5,"Kory was by far the best loan officer I have ever worked with. We were dealing with a complicated refinance and purchase of two different properties and he was cool, calm, professional and extremely knowledgeable throughout the entire process. I wouldn’t use anyone else moving forward. His level of integrity and responsiveness is second to none. Thanks for everything, Kory",Eagle National Bank,28
2016-10-14,5,"Expert loan officer, well versed in VA and the financial impacts of loan component changes. The best I have worked with across 7 home buying/selling deals. Now advocated for by the #1 real estate broker in the state due to his ability to close complicated and high pressure deals. She places him at the top of the list after 32 years in the business! Professionally and patiently answers detailed questions and can rally the expanded NASB team (also stellar!) to support your needs. He handled my complicated VA loan that seemed to change every week while we tried to buy an Antebellum home (tough comps) during my retirement from the military (tough income verification) with five families all swapping homes (tons of contingencies). Everything along the way mattered and Aaron and the NASB team got it done (even on weekends) and closed on time with the best interest rate in the market and no added origination fees. Look, do NOT pass up an opportunity to work with him. ",Eagle National Bank,48
2016-08-01,5,"The NASB team went above and beyond for me and my family and closed an important VA home loan on time despite many changes, my military retirement, and a very challenging Antebellum home that required the entire NASB team to pull out all the stops, know the rules and regulations, and guide us through a tough VA process. I truly believe we would not have closed on time with a different team. I will only recommend NASB for home loans...especially complicate VA loans",Eagle National Bank,40
2016-10-22,5,"Dallas Goodlet and his entire team are deserving a special thank you. He was as professional as they come and closed our loan in 12 days. We were with another competitor originally and he called, saving us thousands over our current lender. It was a real pleasure getting to work with this institution and a class act like Dallas. Great job!",Eagle National Bank,14
2017-12-09,5,"Comments: To begin my wife and I were at the point of signing completion with the leader of online home mortgage service. We were not satisfied with the origination cost so we applied to lending tree for competitive bids. Several lender matched or slightly beat NASB but none were convincing at closing on time. We chose NASB because of Dallas Goodlet believability on the closing. The sales, loan service and application process was competitive, assuring, professional, timely, supportive, and truthful. Dallas Goodlet/ Brent Custer and the whole NASB team delivered the mortgage on time and at the price promised. We are completely satisfied and appreciative of the staff, product and service of your company. Kudos to all ",Eagle National Bank,63
2017-05-24,5,"Working with Jon was such an amazing experience! From the start he offered answers to any questions I had since after all this was our first home purchase! Jon was always a phone call away ready to help where needed. He made the stringent home buying process as easy as possible! I would definitely recommend any potential buyers to work with Jon, I know for myself I will be calling him if we ever decide to buy another house! Thanks Jon",Eagle National Bank,54
2017-02-05,5,NASB was amazing to work with! The pre-approval process was easy and informational. We chose our home and closed within 30 days of our agreement date! Thanks NASB for making our first home purchase an amazing experience!,Eagle National Bank,34
2016-07-18,5,"Jon Barrett was a great asset to my husband and I. He made our mortgage loan process extremely simple and quick! Jon was knowledgeable, helpful, patient and accurate. We will be passing Jon's name along to anyone looking for a mortgage loan!",Eagle National Bank,5
2016-07-18,5,"
Working with our agent was quick and very simple. We had to do very little and things were completed well and we were very pleased with the service and result we received.
        ",Eagle Capital,76
2017-10-02,5,"
Teddy represents his company very well. He is communicative, patient, hard-working and gets the job done. 
        ",Eagle Capital,59
2016-05-05,5,"
Teddy Ferrell and Binh Lai were excellent team members. Teddy explained everything from beginning to end and was very honest and up front with all that was required for my transactions to take place. He answered all of my calls and emails in a very timely manner. Very professional with excellent communication
        ",Eagle Capital,1
2016-07-18,5,"
Thank you for all of your help Kelly! Your patience and kindness in assisting us with our loan is greatly appreciated! Look forward to working again together in the future! 
        ",Eagle Capital,15
2017-10-04,5,"
Kelly & Rasool were extremely helpful! It was a stressful time for me and my family and they made us feel taken care of and really cared about helping us! Thank you Again! I will be referring them to family and friends in the future!
        ",Eagle Capital,50
2017-09-05,5,"
From the very first conversation that I had with Steve, I knew that he understood our situation perfectly and he was able to help us achieve our dream of home ownership. We were given very realistic expectations from the beginning and Steve kept in touch with us throughout the process. It was a relief to work with someone who gave us accurate information and didn't string us along.... Read More
        ",Eagle Capital,50
2016-01-30,5,"
The staff was very friendly and great to work with.  They kept me well informed throughout the process
        ",Eagle Capital,77
2016-01-23,5,,Eagle Capital,28
2016-05-05,5,,Eagle Capital,8
2017-09-05,5,,Eagle Capital,58
2017-08-13,5,,Eagle Capital,37
2017-12-24,5,,Eagle Capital,71
2017-10-02,5,,Eagle Capital,7
2016-05-20,5,,Eagle Capital,76
2016-02-29,5,,Eagle Capital,64
2019-08-05,5,,Eagle Capital,40
2016-08-08,5,,Eagle Capital,12
2016-03-05,5,,Eagle Capital,29
2013-04-04,5,,Eagle Capital,34
2013-02-04,5,,Eagle Capital,62
2013-05-06,5,,Eagle Capital,34
2019-08-05,5,,Eagle Capital,73
2016-08-08,5,,Eagle Capital,19
2016-03-05,5,,Eagle Capital,57
2013-04-04,5,,Eagle Capital,45
2013-02-04,5,,Eagle Capital,68
2013-05-06,5,,Eagle Capital,36
2019-08-05,1,,Eagle Capital,52
2016-08-08,1,,Eagle Capital,59
2016-03-05,1,,Eagle Capital,5
2013-04-04,1,,Eagle Capital,21
2013-02-04,1,,Eagle Capital,26
2013-05-06,1,,Eagle Capital,63
2019-08-05,1,,Eagle Capital,70
2016-07-18,1,,Eagle Capital,49
2017-10-02,1,,Eagle Capital,23
2016-05-05,1,,Eagle Capital,60
2016-07-18,1,,Eagle Capital,35
2017-10-04,1,,Eagle Capital,60
2017-09-05,1,,Eagle Capital,75
2016-01-30,2,,Eagle Capital,75
2016-01-23,1,,Eagle Capital,53
2016-05-05,1,,Eagle Capital,67
2017-09-05,1,,Eagle Capital,24
2017-08-13,1,,Eagle Capital,57
2017-12-24,5,,Eagle National Mortgage,7
2017-10-02,5,,Eagle National Mortgage,11
2016-05-20,5,,Eagle National Mortgage,51
2016-02-29,5,,Eagle National Mortgage,75
2013-02-04,5,,Eagle National Mortgage,48
2013-05-06,5,,Eagle National Mortgage,17
2019-08-05,5,,Eagle National Mortgage,16
2016-08-08,5,,Eagle National Mortgage,29
2016-03-05,5,,Eagle National Mortgage,60
2013-04-04,5,,Eagle National Mortgage,19
2013-02-04,5,,Eagle National Mortgage,42
2013-05-06,5,,Eagle National Mortgage,39
2019-08-05,5,,Eagle National Mortgage,27
2013-12-07,5,,Eagle National Mortgage,76
2014-03-29,5,,Eagle National Mortgage,5
2014-04-18,5,,Eagle National Mortgage,73
2014-06-17,5,,Eagle National Mortgage,32
2014-07-01,5,,Eagle National Mortgage,42
2014-07-29,5,,Eagle National Mortgage,40
2017-10-02,5,"I can't express how incredibly awesome our experience was with working with Bryant Small at NASB. As a military family, we have purchased or refinanced many homes and this was by far the BEST experience we have ever had. Bryant makes it easy and took the time to discuss the best options for us. I've never met Bryant, but you can't mistake authenticity and we knew instantly he and NASB were who we were going with. ",Eagle National Bank,33
2016-05-05,5,Best loan officer I could have hoped for! Jeff exceeded my expectations. He worked very hard to get me the best rate possible. Highly recommended,Eagle National Bank,44
2016-07-18,5,"Adam was great to work with during our refi! His attention to detail made this a smooth and easy transaction. It has been several years since we've gone thru the home loan process and we were unsure where to start. After talking with Adam, we were confident he was the one to help us with our refi. He was professional, helpful, very knowledgeable about the loan process and answered all of our questions in a timely manner. I would highly recommend Adam and would not hesitate to work with him agai",Eagle National Bank,53
2017-10-04,5,"Great website, knowledgeable, responsive and always got back to us quickly with answers to our questions. Mortgage process can be very tedious and they made it easy.",Eagle National Bank,28
2017-09-05,5,"We received offers from multiple banks after our lending tree request for a mortgage. Alex Madewell from NASB was by far the best offer. He made the entire process easy and was very knowledgeable. The closing on this home was seamless, no surprises. I would definitely recommend Alex Madewell and NASB to anyone looking for a mortgage.",Eagle National Bank,65
2016-01-30,5,Rob was very helpful in getting this loan closed. Few issues on our end we didn't know about but he was still able to get it done on time.,Eagle National Bank,5
2016-01-23,5,Peter and his team were great to work with. They were professional and prompt with their responses. They answered all my questions and somehow got us to closing on time despite various roadblocks we encountered.,Eagle National Bank,74
2016-05-05,5,"Adam came highly recommended and from the first time we spoke with him, it was clear why. He was friendly, professional, knowledgeable, and worked hard to ensure we were taken care of in all aspects. Beyond the necessary effective communication skills, he brought a personal touch after we closed by sending us a hand written note of congratulations. I will recommend him to everyone I know buying a house.",Eagle National Bank,21
2017-09-05,1,"The closing process for a VA loan went smoothly. But the loan servicing by this so-called bank is a complete disaster. I set up our loan for automatic payments using their clunky website. Unlike other banks with which I do business, the NASB website is not intuitive and does not provide confirmation for your entries. For the first 10 months, payments were automatically debited from my external account as scheduled. However, when the escrow amount changed, NASB debited the old amount from my account and sent a deficiency letter for the balance -- unlike every other bank I have used in which the amount of the debit was automatically debited. NASB sent me a ""credit counseling letter"" telling me that they did not apply any of the loan payment and would charge me a late payment over double the deficiency of $40 and change .... and suggested credit counseling services. When I called their servicing department, the representative told me the letter was sent in error and that everything had been adjusted so my account was showing that it was current. Two weeks later, I received a total of two voice mail messages and an e-mail in a span of 20 minutes from NASB's default department. The woman with whom I first spoke was rude, said she showed no record of my earlier call, it was my problem, and then hung up on me. The second agent, a man in their default department, said that he did not show that I had made any automatic payments and that NASB's system was not set up to adjust anything. After having over 25 years of mortgage payments with various banks, I have never experienced such incompetence and rude service. I specifically instructed the last agent to request that they sell servicing of our loan to another bank that is capable of actually performing customer service for a veteran ",Eagle National Bank,3
2017-08-13,1,Miserable experience. They screwed up everything imaginable and never accepted responsibility for any of their errors. I wouldnt recommend them for the purchase of a doghouse much less purchasing a new home.,Eagle National Bank,71
2017-12-24,1,"Our loan officer was happy to communicate before we committed. Once we committed he only communicated with us AFTER I questioned items and problems and AFTER I questioned why we weren't settling before our rate lock expired. We had no idea where we were in the process unless I contacted Steve. Poor, poor communication. Mr. Kang also was ""sure"" our house would appraise for $30k more than our house did, talking us into a loan that we didn't end up appraising for and then causing us to have to refinance at only .4% lower than our current mortgage. Our appraiser was disorganized and called twice for pictures he forgot. He used poor comps. We were contacted several times to look at documents that were expired before we could even sign on (within minutes of the email notifications). Only good was the actual settlement with a very sweet and competent notary (and thank goodness we were done). Poor process, poor communication - we will NEVER recommend NASB and I have already told two people refinancing to steer clear. ",Eagle National Bank,27
2017-10-02,1,"Started refinance with Nick things were going OK then there was a problem with a credit card fro 5 years earlier, which must of made the loan not possible. This I would of understood, But I never heard from them again? called Nick several times no response? I even called his supervisor no response? E-Mailed them no response? IS THIS THE COMPANY YOU WANT TO DUE BUSNESS...",Eagle National Bank,52
2016-05-20,1,"This loan started off quite well. Our rep, Donna, was friendly and quick to respond to questions. She clearly explained how things would unfold, and it all sounded great. What I didn't count on was that the Bank never kept a single promise she made. I had the same problem with this Bank 15 or more times. I would ask for assurance about something, Donna would respond that things would be completed as I wished, and her promise was violated by the Bank EVERY SINGLE TIME. For example, in our first or second conversation, I explained to Donna that my wife would be traveling out of the country 11 weeks after beginning the loan process. Would it be a problem to get the loan closed before that? Not at all, she said. We should close several weeks before my wife's departure. 11 weeks later, the Bank was not ready to close. How did that happen? Donna would ask us to email documentation, which we would email back within 2-12 hours, depending on the occasion. Donna would then assure us that the documentation that we sent her was great, and the Bank had everything it needed. Then, weeks later, they would ask for additional documentation. This happened 5 or more times. Later in the process, they asked for repeats of earlier documentation because the earlier documentation that had I provided was now ""too old."" I cannot tell if this patterns recured because the Bank doesn't care about customers, or because it is just incompetent. Every time we complained about additional requests or some promise that wasn't kept, Donna told us that our complaints were justified and she was sorry. But she was unable or unwilling to rectify the broken promises. We finally closed 13 weeks or so after our initial application. I can only imagine how long the process would have taken if we had not responded to every request from the Bank on the day they made it, and if we hadn't pushed hard to get this deal done. This Bank treats customers with complete disrespect. As someone who has owned several properties in my life and has received more than 10 home mortgages from different banks, I can honestly say that this is the worst mortgage experience I've ever had. You owe it to yourself to work with another Bank that is more professional and more respectful of customers. If I could, I'd rate this Bank lower than one star",Eagle National Bank,62
2016-02-29,1,"This Lender contacted my previous phone number which I did not list when registering with this site. Very unprofessional, and very disturbing.",Eagle National Bank,1
2016-11-13,1,I never write reviews but had to this time to prevent anyone from making the same mistake as I. That mistake was using Eagle National Bank over other lenders. I started my refinance with this company with the assurance that it would be a standard refinance without any problems and would be completed in a minimal amount of time. Communication with the company w... ,Eagle National Bank,73
2016-01-15,1,"It all started when Bob G ran a credit check without my knowledge or consent. When I agreed to use NASB, Bob told me that they could close in less than 4 weeks...it took 9. The day before closing they were still asking for paperwork. The day of closing (while my household goods were being unpacked) I was told a Power of Attorney could not be used. I had to fly to ID (where my wife was) take the docs to a notary and Fedex them back. I also had to get a bank check to send with the docs because they wouldn't accept a personal check. Then five days later (while driving from ID to NC) I had to coordinate having closing docs (which I already sent to them) from the sale of my other home sent to me so I could send to them. Of the four houses I purchased in the past 9 years this was the most stressful Read Less",Eagle National Bank,33
2016-05-12,1,"What a horrible experience. We have excellent credit, plenty of income, etc. NASB rep made tons of promises to get us to sign up, but then just a few weeks before the closing, she just disappeared, and failed to give us a lock or firm closing date! Thankfully, we sensed the problems and immediately contacted a local lender that got us the loan on better terms with low... ",Eagle National Bank,23
2017-12-09,1,"Rep was extremely professional, friendly, and helpful when we first spoke. In fact, from my initial round of calls, I thought I was going to select him out of the five Lending Tree lenders (plus two banks I talked to directly). But then when I sent an email to all the lenders saying ""OK, the contract is signed. I want to select a lender and lock my rate TOMORROW, so please send me your best current rate and fees etc. with these EXACT loan parameters. It took the rep from NASB over a week to respond. So I replied to him ""thanks but you are too late, I have selected someone else and already locked my rate."" Over the following few weeks I continued to receive emails from him saying ""when you are ready to proceed with your loan, let me know"". We CLOSED on January 8th, and on February 5th I got another such email. I guess he didn't really ever read my emails. I also told him on the phone that he had missed the boat, but that seemed to fall on deaf ears too. At the end of round one, his rates and fees were VERY competitive though - pretty near the best of the bunch",Eagle National Bank,35
2017-02-11,1,I was working with a loan consultant from NASB and she told me that she would give me a rate of 4.875% for a 30 year fixed loan with a total closing cost of $2300. I asked her to send me the good faith estimate. The good faith estimate came with a total closing cost of $2929 which is about $600 more than she mentioned during our conversation. When I called her for exp... ,Eagle National Bank,45
2017-10-26,5,"
She, in every way, is a wonderful person, business woman and 100% considerate of your goals and helping you achieve them.  She went about and beyond in helping me make good decisions as well as educate me on options.  I could not have been more happy to connect with her during this process and will definitely use her again in the future if needed. 
        ",Eagle Capital,5
2017-02-24,5,"
Mary Connolly and her staff as well as upper management were nothing but helpful during the entire process.  Mary is a special lady, she took her time with me, understood my goals and helped me achieve them.  She never made me feel uncomfortable or nervous about our situation and was always available to help when I needed her.  If she did not have the answer she found it for me. These are wonderful people to work with... Read More
        ",Eagle Capital,71
2016-12-20,5,"
Thanks to Reliance Capital for helping us get through what we thought would be a difficult if not impossible refinance.  We've had some credit issues in the past but lately we've been working hard on improving our scores.  We are happy that Reliance Capital was able to work with us and help guide us throughout the process despite our less than stellar financial situation.  Thanks especially to Patrick G for his excellent customer service and reassurance each step of the way... Read More
        ",Eagle Capital,11
2017-05-24,5,"
We were initially pretty skeptical about refinancing our home.  We’ve had personal and family issues that devastated our credit to the point where we felt that it would be a waste of time since we’d never be approved.  However, a real need arose when Dad’s declining health demanded we make room in our home so we can keep him close to us and give him the care he needs.  We weren’t sure what to expect from Patrick G at Reliance, but we were soon reassured and thoroughly delighted when Pat informed us that we were eligible and that he’d walk us through the entire process personally!  There simply are no superlatives sufficient to thank you for your fantastic guidance in getting our home refinanced!  You took what we assumed would be a challenging home refinance and successfully navigated us through the process to a successful conclusion.  In every single step, you proved to be friendly, patient, polite, knowledgeable, professional and consistently available to us.   We can't remember the last company we dealt with that returned calls and emails in such a timely manner!  You even personally called on weekends when there were items that needed our attention!  What more can a person ask for in a mortgage broker?  I will happily and enthusiastically recommend you to others.  Thanks Patrick for all your support and assistance... Read More
        ",Eagle Capital,49
2017-02-11,5,"
Genna Englert provided excellent service. The process was very smooth and fast! My husband and I would recommend Eagle Capital to everyone!
        ",Eagle Capital,49
2017-05-17,5,"
Ritu was a pleasure to work with. She was positive, energetic and knowledgeable. She was willing to help run through several different options to make sure we were happy with our plan. She helped us see the process through from beginning to end. I would work with her again.
        ",Eagle Capital,36
2016-05-27,5,"
Reliance was a pleasure to work with on my refinancing. With all the documents provided, we went from the start to closing in just a few weeks (with me on vacation for 1 week in the middle). I would do business with them again. A special mention to Ritu, who was a delight and helped keep our processing moving quickly.
        ",Eagle Capital,45
2017-04-10,5,"
Very receptive
Thorough
Quick to close
        ",Eagle Capital,59
2017-11-10,5,"
Easy, going the extra mile and overcoming obstacles.  Truthful, honest and dependable.  Very professional and friendly.
        ",Eagle Capital,8
2017-07-22,5,"
New Federal regulations made this a tedious and time consuming process. Closing costs seemed a bit high. Seemed like I spent a lot of time explaining the obvious.
        ",Eagle Capital,2
2016-10-07,5,"
Very informative, and responsive
        ",Eagle Capital,5
2017-11-01,5,"
Tim Pope was very informative throughout the process from beginning to end.  Unlike other lenders he made this a very pleasure able experience, thanks Tim.
        ",Eagle Capital,31
2016-03-05,5,,Eagle Capital,5
2014-11-24,5,,Eagle National Mortgage,7
2014-11-26,5,,Eagle National Mortgage,68
2015-02-17,5,,Eagle National Mortgage,35
2015-03-03,5,,Eagle National Mortgage,42
2015-12-25,5,,Eagle National Mortgage,5
2016-04-13,5,,Eagle National Mortgage,71
2016-04-20,5,,Eagle National Mortgage,71
2016-07-23,5,,Eagle National Mortgage,68
2016-11-11,5,,Eagle National Mortgage,24
2017-07-17,5,,Eagle National Mortgage,9
2017-09-07,5,,Eagle National Mortgage,33
2017-11-02,5,,Eagle National Mortgage,56
2018-01-22,5,,Eagle National Mortgage,25
2018-02-17,5,,Eagle National Mortgage,64
2018-09-03,5,,Eagle National Mortgage,22
2018-09-04,5,,Eagle National Mortgage,43
2018-09-19,5,,Eagle National Mortgage,10
2018-11-01,5,,Eagle National Mortgage,54
2018-11-17,5,,Eagle National Mortgage,8
2016-07-10,5,,Eagle National Mortgage,37
2013-03-21,5,,Eagle National Mortgage,62
2013-10-24,5,,Eagle National Mortgage,67
2013-10-28,5,,Eagle National Mortgage,30
2013-12-05,5,,Eagle National Mortgage,11
2014-04-28,5,,Eagle National Mortgage,8
2014-06-21,5,,Eagle National Mortgage,9
2014-12-19,5,,Eagle National Mortgage,52
2014-12-23,1,,Eagle National Mortgage,71
2015-01-19,1,,Eagle National Mortgage,63
2015-06-12,1,,Eagle National Mortgage,5
2015-06-20,1,,Eagle National Mortgage,17
2015-08-05,1,,Eagle National Mortgage,33
2015-10-16,5,,Eagle National Bank,10
2015-11-04,5,,Eagle National Bank,20
2016-02-01,5,,Eagle National Bank,40
2016-02-03,5,,Eagle National Bank,69
2016-06-14,5,,Eagle National Bank,13
2016-09-20,5,,Eagle National Bank,73
2016-11-18,5,,Eagle National Bank,58
2017-09-04,5,,Eagle National Bank,8
2018-04-13,5,,Eagle National Bank,74
2018-08-08,5,,Eagle National Bank,39
2018-09-25,5,,Eagle National Bank,25
2018-12-12,5,,Eagle National Bank,38
2018-12-15,5,,Eagle National Bank,29
2017-09-05,5,,Eagle National Bank,60
2018-09-25,5,,Eagle National Bank,74
2018-12-12,5,,Eagle National Bank,33
2018-12-15,5,,Eagle National Bank,18
2017-09-05,5,,Eagle National Bank,18
2016-12-05,5,,Eagle National Bank,42
2016-12-05,5,,Eagle National Bank,36
2016-11-06,5,,Eagle National Bank,68
2016-12-05,5,,Eagle National Bank,19
2017-04-09,5,,Eagle National Bank,46
2015-04-02,5,,Eagle National Bank,26
2016-11-06,5,,Eagle National Bank,40
2017-09-05,5,,Eagle National Bank,11
2017-09-06,5,,Eagle National Bank,51
2017-09-07,5,,Eagle National Bank,39
2017-09-08,5,,Eagle National Bank,26
2017-09-09,5,,Eagle National Bank,1
2017-09-10,5,,Eagle National Bank,2
2017-09-11,5,,Eagle National Bank,52
2017-09-12,5,,Eagle National Bank,7
2017-09-13,5,,Eagle National Bank,55
2017-09-14,5,,Eagle National Bank,59
2016-05-12,5,,Eagle National Bank,6
2017-09-12,5,,Eagle National Bank,21
2016-02-08,5,,Eagle National Bank,62
2016-02-09,2,,Eagle National Bank,65
2016-02-10,5,,Eagle National Bank,70
2017-07-07,5,,Eagle National Bank,56
2017-07-08,5,,Eagle National Bank,65
2017-07-09,5,,Eagle National Bank,5
2017-04-01,5,,Eagle National Bank,15
2017-04-02,5,,Eagle National Bank,62
2017-04-03,5,,Eagle National Bank,12
2017-04-04,5,,Eagle National Bank,49
2017-04-05,5,,Eagle National Bank,38
2017-04-06,5,,Eagle National Bank,38
2017-04-07,5,,Eagle National Bank,48
2016-05-12,5,,Eagle National Bank,62
2019-08-02,5,,Eagle National Bank,37
2019-08-03,5,,Eagle National Bank,20
2019-08-04,5,,Eagle National Bank,10
2016-08-09,5,,Eagle National Bank,10
2017-07-07,5,,Eagle National Bank,7
2017-07-08,5,,Eagle National Bank,57
2016-06-02,5,,Eagle National Bank,69
2019-08-12,5,,Eagle National Bank,14
2016-06-02,5,,Eagle National Bank,8
2016-06-02,1,,Eagle National Bank,73
2017-02-05,1,,Eagle National Bank,63
2017-10-11,1,,Eagle National Bank,72
2018-06-16,1,,Eagle National Bank,69
2018-06-17,1,,Eagle National Bank,40
2015-04-02,1,,Eagle National Bank,45
2016-07-03,1,,Eagle National Bank,41
2013-02-08,1,,Eagle National Bank,2
2013-04-13,1,,Eagle National Bank,24
2013-06-01,1,,Eagle National Bank,4
2013-07-01,1,,Eagle National Bank,12
2014-04-26,1,,Eagle National Bank,59
2014-06-19,1,,Eagle National Bank,17
2014-07-11,1,,Eagle National Bank,26
2014-10-09,1,,Eagle National Bank,62
2014-12-10,1,,Eagle National Bank,61
2015-04-01,1,,Eagle National Bank,28
2015-04-03,1,,Eagle National Bank,4
2015-10-23,1,,Eagle National Bank,63
2015-12-08,1,,Eagle National Bank,60
2015-12-22,1,,Eagle National Bank,32
2015-12-30,5,,Eagle National Mortgage,40
