date,Manhattan_All,Manhattan_Q1,Manhattan_Q2,Manhattan_Q3,Manhattan_Q4,Manhattan_Q5,Manhattan_All_MoM,Manhattan_Q1_MoM,Manhattan_Q2_MoM,Manhattan_Q3_MoM,Manhattan_Q4_MoM,Manhattan_Q5_MoM,Manhattan_All_YoY,Manhattan_Q1_YoY,Manhattan_Q2_YoY,Manhattan_Q3_YoY,Manhattan_Q4_YoY,Manhattan_Q5_YoY
1998-03-01,,,,,,,,,,,,,,,,,,
1998-04-01,,,,,,,,,,,,,,,,,,
1998-05-01,,,,,,,,,,,,,,,,,,
1998-06-01,,,,,,,,,,,,,,,,,,
1998-07-01,,,,,,,,,,,,,,,,,,
1998-08-01,,,,,,,,,,,,,,,,,,
1998-09-01,,,,,,,,,,,,,,,,,,
1998-10-01,,,,,,,,,,,,,,,,,,
1998-11-01,,,,,,,,,,,,,,,,,,
1998-12-01,,,,,,,,,,,,,,,,,,
1999-01-01,,,,,,,,,,,,,,,,,,
1999-02-01,,,,,,,,,,,,,,,,,,
1999-03-01,,,,,,,,,,,,,,,,,,
1999-04-01,,,,,,,,,,,,,,,,,,
1999-05-01,,,,,,,,,,,,,,,,,,
1999-06-01,,,,,,,,,,,,,,,,,,
1999-07-01,,,,,,,,,,,,,,,,,,
1999-08-01,,,,,,,,,,,,,,,,,,
1999-09-01,,,,,,,,,,,,,,,,,,
1999-10-01,,,,,,,,,,,,,,,,,,
1999-11-01,,,,,,,,,,,,,,,,,,
1999-12-01,,,,,,,,,,,,,,,,,,
2000-01-01,,,,,,,,,,,,,,,,,,
2000-02-01,,,,,,,,,,,,,,,,,,
2000-03-01,,,,,,,,,,,,,,,,,,
2000-04-01,,,,,,,,,,,,,,,,,,
2000-05-01,,,,,,,,,,,,,,,,,,
2000-06-01,,,,,,,,,,,,,,,,,,
2000-07-01,,,,,,,,,,,,,,,,,,
2000-08-01,,,,,,,,,,,,,,,,,,
2000-09-01,,,,,,,,,,,,,,,,,,
2000-10-01,,,,,,,,,,,,,,,,,,
2000-11-01,,,,,,,,,,,,,,,,,,
2000-12-01,,,,,,,,,,,,,,,,,,
2001-01-01,,,,,,,,,,,,,,,,,,
2001-02-01,,,,,,,,,,,,,,,,,,
2001-03-01,,,,,,,,,,,,,,,,,,
2001-04-01,,,,,,,,,,,,,,,,,,
2001-05-01,,,,,,,,,,,,,,,,,,
2001-06-01,,,,,,,,,,,,,,,,,,
2001-07-01,,,,,,,,,,,,,,,,,,
2001-08-01,,,,,,,,,,,,,,,,,,
2001-09-01,,,,,,,,,,,,,,,,,,
2001-10-01,,,,,,,,,,,,,,,,,,
2001-11-01,,,,,,,,,,,,,,,,,,
2001-12-01,,,,,,,,,,,,,,,,,,
2002-01-01,,,,,,,,,,,,,,,,,,
2002-02-01,,,,,,,,,,,,,,,,,,
2002-03-01,,,,,,,,,,,,,,,,,,
2002-04-01,,,,,,,,,,,,,,,,,,
2002-05-01,,,,,,,,,,,,,,,,,,
2002-06-01,,,,,,,,,,,,,,,,,,
2002-07-01,,,,,,,,,,,,,,,,,,
2002-08-01,,,,,,,,,,,,,,,,,,
2002-09-01,,,,,,,,,,,,,,,,,,
2002-10-01,,,,,,,,,,,,,,,,,,
2002-11-01,,,,,,,,,,,,,,,,,,
2002-12-01,,,,,,,,,,,,,,,,,,
2003-01-01,,,,,,,,,,,,,,,,,,
2003-02-01,,,,,,,,,,,,,,,,,,
2003-03-01,,,,,,,,,,,,,,,,,,
2003-04-01,,,,,,,,,,,,,,,,,,
2003-05-01,,,,,,,,,,,,,,,,,,
2003-06-01,,,,,,,,,,,,,,,,,,
2003-07-01,,,,,,,,,,,,,,,,,,
2003-08-01,,,,,,,,,,,,,,,,,,
2003-09-01,,,,,,,,,,,,,,,,,,
2003-10-01,,,,,,,,,,,,,,,,,,
2003-11-01,,,,,,,,,,,,,,,,,,
2003-12-01,,,,,,,,,,,,,,,,,,
2004-01-01,,,,,,,,,,,,,,,,,,
2004-02-01,,,,,,,,,,,,,,,,,,
2004-03-01,,,,,,,,,,,,,,,,,,
2004-04-01,,,,,,,,,,,,,,,,,,
2004-05-01,,,,,,,,,,,,,,,,,,
2004-06-01,,,,,,,,,,,,,,,,,,
2004-07-01,,,,,,,,,,,,,,,,,,
2004-08-01,,,,,,,,,,,,,,,,,,
2004-09-01,,,,,,,,,,,,,,,,,,
2004-10-01,,,,,,,,,,,,,,,,,,
2004-11-01,,,,,,,,,,,,,,,,,,
2004-12-01,,,,,,,,,,,,,,,,,,
2005-01-01,,,,,,,,,,,,,,,,,,
2005-02-01,,,,,,,,,,,,,,,,,,
2005-03-01,,,,,,,,,,,,,,,,,,
2005-04-01,,,,,,,,,,,,,,,,,,
2005-05-01,,,,,,,,,,,,,,,,,,
2005-06-01,,,,,,,,,,,,,,,,,,
2005-07-01,,,,,,,,,,,,,,,,,,
2005-08-01,,,,,,,,,,,,,,,,,,
2005-09-01,,,,,,,,,,,,,,,,,,
2005-10-01,,,,,,,,,,,,,,,,,,
2005-11-01,,,,,,,,,,,,,,,,,,
2005-12-01,,,,,,,,,,,,,,,,,,
2006-01-01,,,,,,,,,,,,,,,,,,
2006-02-01,,,,,,,,,,,,,,,,,,
2006-03-01,,,,,,,,,,,,,,,,,,
2006-04-01,,,,,,,,,,,,,,,,,,
2006-05-01,,,,,,,,,,,,,,,,,,
2006-06-01,,,,,,,,,,,,,,,,,,
2006-07-01,,,,,,,,,,,,,,,,,,
2006-08-01,,,,,,,,,,,,,,,,,,
2006-09-01,,,,,,,,,,,,,,,,,,
2006-10-01,,,,,,,,,,,,,,,,,,
2006-11-01,,,,,,,,,,,,,,,,,,
2006-12-01,,,,,,,,,,,,,,,,,,
2007-01-01,2536.0,1560.9314434525,2140.3802408475,2611.0991217055,3209.3707982051,5339.3875467926,,,,,,,,,,,,
2007-02-01,2443.0,1533.1983422485,2095.034898485,2474.2458433604,3079.5508850233,4930.0605593559,-0.036671924290220814,-0.017767020659574473,-0.02118564799707967,-0.0524121344944235,-0.04045026933453877,-0.07666178636585108,,,,,,
2007-03-01,2462.0,1534.594288442,2041.9759928275,2480.8153286469,3160.6690293413,5180.4496276935,0.007777322963569366,0.000910479847932022,-0.025326024733940744,0.0026551465385418194,0.026340900782805488,0.05078823380017705,,,,,,
2007-04-01,2503.0,1560.3773826223,2061.5434267511,2574.3287411295,3147.4122983847,5271.5288213059,0.01665312753858661,0.016801244716267094,0.009582597441072371,0.037694628617763515,-0.004194280019051089,0.017581329837763837,,,,,,
2007-05-01,2539.0,1570.0839880853,2084.1938347829,2558.4525317354,3260.3801099178,5474.5115151553,0.014382740711146536,0.006220678132803581,0.010987111761936452,-0.006167125876524349,0.0358922825557606,0.038505469803941095,,,,,,
