date,Brooklyn_All,Brooklyn_Q1,Brooklyn_Q2,Brooklyn_Q3,Brooklyn_Q4,Brooklyn_Q5,Brooklyn_All_MoM,Brooklyn_Q1_MoM,Brooklyn_Q2_MoM,Brooklyn_Q3_MoM,Brooklyn_Q4_MoM,Brooklyn_Q5_MoM,Brooklyn_All_YoY,Brooklyn_Q1_YoY,Brooklyn_Q2_YoY,Brooklyn_Q3_YoY,Brooklyn_Q4_YoY,Brooklyn_Q5_YoY
2002-05-01,,,,,,,,,,,,,,,,,,
2002-06-01,,,,,,,,,,,,,,,,,,
2002-07-01,,,,,,,,,,,,,,,,,,
2002-08-01,,,,,,,,,,,,,,,,,,
2002-09-01,,,,,,,,,,,,,,,,,,
2002-10-01,,,,,,,,,,,,,,,,,,
2002-11-01,,,,,,,,,,,,,,,,,,
2002-12-01,,,,,,,,,,,,,,,,,,
2003-01-01,,,,,,,,,,,,,,,,,,
2003-02-01,,,,,,,,,,,,,,,,,,
2003-03-01,,,,,,,,,,,,,,,,,,
2003-04-01,,,,,,,,,,,,,,,,,,
2003-05-01,,,,,,,,,,,,,,,,,,
2003-06-01,,,,,,,,,,,,,,,,,,
2003-07-01,,,,,,,,,,,,,,,,,,
2003-08-01,,,,,,,,,,,,,,,,,,
2003-09-01,,,,,,,,,,,,,,,,,,
2003-10-01,,,,,,,,,,,,,,,,,,
2003-11-01,,,,,,,,,,,,,,,,,,
2003-12-01,,,,,,,,,,,,,,,,,,
2004-01-01,,,,,,,,,,,,,,,,,,
2004-02-01,,,,,,,,,,,,,,,,,,
2004-03-01,,,,,,,,,,,,,,,,,,
2004-04-01,,,,,,,,,,,,,,,,,,
2004-05-01,,,,,,,,,,,,,,,,,,
2004-06-01,,,,,,,,,,,,,,,,,,
2004-07-01,,,,,,,,,,,,,,,,,,
2004-08-01,,,,,,,,,,,,,,,,,,
2004-09-01,,,,,,,,,,,,,,,,,,
2004-10-01,,,,,,,,,,,,,,,,,,
2004-11-01,,,,,,,,,,,,,,,,,,
2004-12-01,,,,,,,,,,,,,,,,,,
2005-01-01,677033.0,250079.2519692727,477540.3856932368,541972.2430681612,702118.8609862749,1099037.937960946,,,,,,,,,,,,
2005-02-01,703006.0,300893.516635394,482277.4994055047,543971.7163246385,699640.0474610674,1109003.8344736067,0.03836297492145868,0.20319264499545464,0.009919817996945302,0.0036892539831154814,-0.0035304756259153525,0.009067836667358886,,,,,,
2005-03-01,714555.0,315789.7526166827,501238.9847419996,547152.0630641648,698395.3183820135,1114281.1096987056,0.016428024796374396,0.049506669827449556,0.039316545681414405,0.005846529597190342,-0.0017790992433480701,0.004758572568510422,,,,,,
2005-04-01,723416.0,318269.8850637097,494049.0785206737,559364.594477743,711109.3316327443,1137100.9218577703,0.012400724926702633,0.007853745811813972,-0.014344267784810794,0.022320177950505116,0.018204608358752594,0.020479403231770776,,,,,,
2005-05-01,725999.0,298225.5135199834,481425.1030905872,570856.4970828759,725886.1009934357,1180250.6522852483,0.0035705596779722626,-0.06297916480446752,-0.025552067555487223,0.020544565599226905,0.02077988391287633,0.037947142243962784,,,,,,
2005-06-01,756059.0,335651.409566358,475129.8442214174,581490.3487403918,749584.160411387,1184986.9655957671,0.04140501570938793,0.1254952857809961,-0.01307629957132761,0.01862788934146442,0.032647076980146794,0.0040129724150952395,,,,,,
2005-07-01,768083.0,350251.6878454846,488872.7346739256,598570.1189864072,757460.5066486076,1184818.557993316,0.015903520756977985,0.04349833745071785,0.02892449426120214,0.029372405376999255,0.010507620962665332,-0.00014211768343497244,,,,,,
2005-08-01,778174.0,373707.2010515823,486528.467557523,596968.0159074685,760876.0935383715,1215551.6818509533,0.013137903065163492,0.06696759507535965,-0.0047952502770812755,-0.0026765503791796874,0.004509260693836392,0.025939097299158442,,,,,,
2005-09-01,787935.0,359813.6687986334,498270.800367946,615724.211166316,763213.8684174127,1213430.8361896677,0.012543467142310138,-0.03717758773139401,0.024134934733361035,0.03141909576233437,0.0030724777646380375,-0.0017447597604868248,,,,,,
2005-10-01,780715.0,365907.2196716887,493264.574698027,614220.0077736482,771884.1885771186,1207909.9920545148,-0.009163192395311825,0.01693529568623897,-0.01004719856395797,-0.0024429823700101716,0.011360275957359667,-0.004549780647151724,,,,,,
2005-11-01,781241.0,360973.0917268732,500866.718403427,605089.1567623833,778453.5709642792,1215318.7890364337,0.0006737413780957269,-0.013484642224995347,0.015411898797017765,-0.014865766167991512,0.008510839429514139,0.006133567095771175,,,,,,
2005-12-01,784882.0,373330.9088005938,495482.2318067179,618576.2448903122,773339.2550736481,1221550.4795416184,0.004660533689348156,0.03423473205329963,-0.0107503381615629,0.022289422934123504,-0.006569840619134126,0.00512761800558148,,,,,,
2006-01-01,771500.0,346136.0565358871,497499.6227777314,604613.1097294352,787543.4750701117,1236479.0990096612,-0.01704969664229783,-0.07284382734897576,0.004071570767850474,-0.02257302196167099,0.01836738521066139,0.012221041797343402,0.13953086481751997,0.3841054538119657,0.04179591440317698,0.11557947378754596,0.12166688409970905,0.12505588415238056
2006-02-01,783469.0,374980.598528527,497440.5518203448,607405.7071092342,786839.9174933553,1260912.5668254285,0.015513933895009657,0.08333295953422093,-0.00011873568276643542,0.00461881711603751,-0.0008933571276096286,0.019760518261357607,0.1144556376474739,0.2462235900646128,0.031440513881595855,0.11661266363845058,0.1246353326238665,0.1369776439266559
2006-03-01,780134.0,364987.3511211136,492913.2148832028,612916.1548854578,808129.5439528506,1246967.1505082517,-0.004256709582638241,-0.026650038553003186,-0.009101262292699253,0.009072104051259133,0.027057125580661756,-0.011059780578035472,0.09177600044783119,0.1557922576548858,-0.016610379703570488,0.12019344577264413,0.1571233693620122,0.1190777081785257
2006-04-01,785721.0,383319.1084862347,481972.0317203547,623930.4412858298,791525.4685786029,1262272.3129574058,0.007161590188352163,0.05022573332695601,-0.022196976734414897,0.017970298731039724,-0.020546304114846814,0.012273909896436175,0.08612610171740731,0.20438384677678112,-0.024445034563127188,0.11542712471526606,0.1130854755642412,0.11007940341402
2006-05-01,810988.0,407756.3106886649,503088.6255210258,622332.9870070176,788372.4596079872,1287256.4948061442,0.032157725197621057,0.0637515888496536,0.04381290284686723,-0.0025603082861609394,-0.003983458645086646,0.019793020564795816,0.11706489953842913,0.3672750727323071,0.04499873872668059,0.09017413340689084,0.08608286965273715,0.0906636588708567
2006-06-01,812122.0,373124.877574918,514272.9786502779,641675.8787258177,804117.8487107407,1289210.442144831,0.0013982944260579888,-0.08493169132136169,0.02223137745892978,0.031081257337532087,0.019972018188690654,0.0015179160847667017,0.07415162044232004,0.11164400607455649,0.08238407859435415,0.10350219933279736,0.07275192190483915,0.08795326832701833
2006-07-01,830368.0,394160.5377197528,528288.7372688256,656627.2422521225,832644.4003822324,1288493.2454939976,0.02246706775582985,0.05637699711033384,0.027253538879939754,0.02330049176228033,0.03547558572071119,-0.0005563068893859047,0.0810914966221099,0.12536370672291763,0.08062630578322239,0.09699301957141926,0.09925783994505122,0.0875025857767382
2006-08-01,835892.0,404018.2571558698,543921.8971649354,676520.1873570734,833397.0420692454,1265560.9661886445,0.006652472156923217,0.025009402242915035,0.029592074926546585,0.030295643897931157,0.0009039173105198639,-0.01779774894866526,0.0741710722794644,0.08110910364851032,0.11796520334265259,0.13326035789149504,0.09531242885240765,0.04114122425592037
2006-09-01,848715.0,408831.9973856544,560848.9460554161,688050.0920714376,828286.8706215086,1274178.0836315348,0.015340498533303437,0.011914660153408585,0.031120366689977086,0.017042957371911527,-0.0061317369630311536,0.006808931116800698,0.07713834262978536,0.1362325359975518,0.12559063393090586,0.11746473436235472,0.08526181834068369,0.05006238973835653
2006-10-01,838294.0,405657.5023796331,543324.3647625963,694520.5569127434,848753.4255878316,1266685.627602411,-0.012278562297119766,-0.0077647909809437365,-0.03124652621008628,0.009404060715733298,0.024709500647964955,-0.005880226732333682,0.07375162511287736,0.10863486854293414,0.10148669219802686,0.13073580821660147,0.09958648997903796,0.048658953013482
2006-11-01,835372.0,406835.8166231911,538024.6501398935,695683.5901180721,838801.3633350837,1288866.5005850496,-0.0034856506189951952,0.002904702209735932,-0.009754237001719068,0.001674584277963742,-0.011725504666865172,0.01751095338834996,0.069288478203269,0.12705302956769837,0.07418726453798308,0.14972080121287812,0.07752266110880712,0.060517217549914015
2006-12-01,841792.0,402436.8835925873,543722.2468684249,705274.5848544446,854801.7361245162,1287909.8847063829,0.007685198929339165,-0.010812551036228135,0.010589843285154332,0.01378643232729515,0.019075282288305795,-0.0007422148672748818,0.07250771453543337,0.07796293879202976,0.09735972748367883,0.1401578878598968,0.10533860852971988,0.0543239156106472
2007-01-01,836761.0,395489.0883626515,547707.8067154572,698100.7298556662,861613.095033622,1267501.4241203903,-0.005976535771306968,-0.017264310288640172,0.007330139368008526,-0.010171719147172964,0.007968349409287478,-0.015846186777769167,0.08458976020738818,0.14258275292290312,0.10092104926109147,0.15462387206269268,0.09405146802456366,0.02508924342965102
2007-02-01,821835.0,374254.4050486628,532656.4800918951,696933.7052502977,854956.1628006685,1267607.8451744874,-0.017837829439947606,-0.05369221032595761,-0.02748057712345431,-0.0016717137734689747,-0.007726127041620345,8.396128956689175e-05,0.04896939125862021,-0.001936616141512082,0.07079424494581388,0.14739406807213795,0.08656938189449237,0.0053098672542502
2007-03-01,808884.0,384207.8453332864,527294.610625868,670009.6925470664,837457.0595531488,1246224.8439206553,-0.015758637682746546,0.026595385786653214,-0.010066280363475677,-0.038632100155870264,-0.02046783684229614,-0.01686878267220626,0.03685264326384963,0.0526607131812491,0.06975141810878793,0.09315064908393267,0.036290611845282594,-0.0005952896091079296
2007-04-01,808958.0,385797.638499828,536637.9592713204,657576.3996299186,813017.7259115627,1249546.112300455,9.148406940928666e-05,0.004137846704203918,0.0177194085757153,-0.018556885154723868,-0.02918279016553571,0.0026650635284648505,0.029574110912143015,0.006465970411392519,0.11342136877909836,0.0539258162732843,0.02715295740458612,-0.01008197718219317
2007-05-01,800638.0,370664.3327132459,536590.7694942033,655433.1852055368,816358.8234276106,1254364.5866834726,-0.010284835553885374,-0.039226019748145435,-8.793596558320793e-05,-0.0032592629929967254,0.0041095014408225605,0.0038561797244494045,-0.012762211031482562,-0.09096604271500763,0.0665929267203782,0.053187278980193264,0.03549891105219394,-0.02555194575081554
2007-06-01,799791.0,379616.9480958614,535725.7781769278,651256.2233275565,821613.369354571,1252717.7084116912,-0.0010579063197100336,0.024152891423576683,-0.001612013039454241,-0.0063728263570762556,0.0064365641384243055,-0.00131291834070002,-0.015183679299415553,0.017399189684531136,0.04171480987189602,0.014930192826887456,0.021757408658297006,-0.028306266021571713
2007-07-01,798523.0,387230.5892963229,537568.2940613432,644089.3456373035,819305.3419233594,1251485.4523122583,-0.0015854141894570128,0.02005611508825167,0.0034392892025569832,-0.011004697434804145,-0.002809140548704403,-0.0009836662251667683,-0.03835046629927941,-0.01758153787672445,0.017565312560876123,-0.019094389949183443,-0.016020114292187082,-0.028721759552220893
2007-08-01,797762.0,381589.9763405684,545235.3673909245,663217.3008018899,801582.5593054427,1249283.8232519622,-0.0009530094937778566,-0.014566547973404287,0.014262510297354591,0.029697673613370945,-0.021631474507796566,-0.0017592126670177288,-0.04561594081532061,-0.055513037883950345,0.0024148140253872352,-0.019663694896013717,-0.03817446086058851,-0.012861603171676839
2007-09-01,792921.0,363627.0936262048,544172.9470553936,655059.5641436273,801232.6073912585,1250280.0958781906,-0.00606822586184852,-0.0470737803089768,-0.0019485535955138245,-0.012300247065930137,-0.0004365762579559007,0.0007974750074286607,-0.06573938247821709,-0.11057085562901148,-0.02973349440577322,-0.0479478577329876,-0.03266291449235437,-0.018755610428671465
2007-10-01,790113.0,363402.0714828972,530062.9195819794,661217.2338760957,804686.7996943209,1249169.370363199,-0.003541336400473716,-0.0006188266695520417,-0.025929307125181045,0.00940016766340701,0.004311098014731174,-0.0008883813464306556,-0.05747506244825806,-0.10416528881842613,-0.02440797070901002,-0.04795152959141524,-0.051919231858170156,-0.013828417136434124
2007-11-01,798644.0,381562.3739038692,523168.3957079087,673453.6465573355,806041.0452617877,1234214.1513850829,0.010797189769058413,0.049973029451557904,-0.013006991470951856,0.018505888918697977,0.001682947412560143,-0.011972130707758044,-0.04396604147613281,-0.062121970796711,-0.027612590664985226,-0.03195410079597205,-0.039056109712364506,-0.04240342128153585
2007-12-01,796012.0,377970.5772609873,526657.0626945986,665764.2131854425,818313.1611317422,1219477.0030230794,-0.0032955860183010444,-0.00941339316592782,0.006668344294707085,-0.011417910365770556,0.015225174874275327,-0.011940511576102875,-0.054383980840872814,-0.06079538762249437,-0.0313858486977745,-0.05602126110521377,-0.042686594388782195,-0.05313483691361276
2008-01-01,784180.0,353574.313489943,520624.6852599078,669570.8990001293,805979.4813323554,1227651.1281651645,-0.014864097526167908,-0.06454540442760126,-0.011454090074908718,0.005717768752503627,-0.015072078007799639,0.006702976047782361,-0.06283873172865373,-0.10598212720921885,-0.0494481201901501,-0.04086778545760217,-0.06456913668320652,-0.03144004037934778
2008-02-01,770564.0,343955.1888699525,511607.2663345422,657200.2087081625,800689.761726419,1245558.15332248,-0.017363360452957277,-0.027205383007168238,-0.017320382956608982,-0.018475549505571287,-0.006563094630141264,0.01458641200784716,-0.0623860020563739,-0.08095887655556278,-0.039517427355284296,-0.05701187393120155,-0.0634727292876438,-0.01739472655991048
2008-03-01,765431.0,344509.4369442787,518219.3756710876,644649.853514508,776588.9025009194,1248656.2851094196,-0.006661354540310693,0.0016113961709580682,0.012924189650233897,-0.019096699951335006,-0.030100121642037903,0.0024873441506327865,-0.053719692811330155,-0.10332534556802386,-0.017210938196407177,-0.03784995846276795,-0.07268212305083144,0.0019510453515876325
2008-04-01,751917.0,327543.8049513224,517418.9154724436,624352.6827475656,775702.3096174415,1259529.940474735,-0.017655412440834017,-0.04924576854392637,-0.0015446357975469338,-0.031485574155157514,-0.0011416502098120507,0.008708285454521736,-0.07051169529196821,-0.15099582717775395,-0.03581379860823397,-0.05052449707904849,-0.04589742032042754,0.007989963776446452
2008-05-01,752841.0,318848.5406458722,501304.3514523427,626170.466614753,795995.0730989147,1277519.054037255,0.0012288590363032093,-0.02654687456763971,-0.031144133966163667,0.002911469618722462,0.02616050413912152,0.014282402493536184,-0.059698640334333364,-0.13979168615465232,-0.06576038957047647,-0.04464637929739135,-0.024944607376441996,0.018459120736980195
2008-06-01,748029.0,323991.4639139366,504939.0017634072,622645.9586822165,792916.783364218,1245693.8634337715,-0.0063917879074067985,0.016129674790565707,0.007250386517759999,-0.005628671616518366,-0.003867222095624956,-0.024911715017406966,-0.06471940794532571,-0.1465305605056343,-0.057467416479916045,-0.043930888674134305,-0.03492711664720838,-0.005606885678039242
2008-07-01,745505.0,321994.2372669768,502098.598543528,625118.1783203606,786045.7716183471,1221363.1065657523,-0.0033742007328593226,-0.006164442182619689,-0.005625240296272649,0.003970506198059054,-0.008665489103053425,-0.019531891086748354,-0.06639508191999477,-0.1684690048580456,-0.0659817476396174,-0.029454247994386007,-0.040594841267522774,-0.02406927359071709
2008-08-01,745224.0,333439.7017266949,503554.9724780328,621196.282200895,778701.1004087481,1218359.4677381297,-0.0003769257080771249,0.035545556830038016,0.0029005735899869656,-0.006273847498729612,-0.009343821282159492,-0.0024592513163986807,-0.06585673421396354,-0.1261832794342047,-0.07644477487280743,-0.06335935228195588,-0.02854535522394719,-0.02475366681154534
2008-09-01,740812.0,325439.8209639374,505245.3527428726,615812.701883403,774248.5843991946,1224564.80595395,-0.005920367567335494,-0.023991986321156955,0.0033568932037773003,-0.008666472211356524,-0.005717875584375531,0.005093191607350889,-0.06571777011833457,-0.10501767698729991,-0.07153533545385593,-0.059913425295198164,-0.03367813883651272,-0.020567623214203357
2008-10-01,742936.0,324967.6120783059,495732.0379459689,618856.9360548236,783524.1605307485,1228288.0088830292,0.0028671241826536686,-0.0014509868037438922,-0.0188290990609965,0.004943441670024251,0.01198010085966339,0.003040429474191031,-0.059709180838690146,-0.10576290676537914,-0.0647675594117858,-0.0640641163766309,-0.02629922495511483,-0.016716197159155732
2008-11-01,722254.0,320632.3544283842,490943.0816783463,603214.1655631042,781039.9310062189,1194100.2582229455,-0.027838198714290274,-0.013340583765243164,-0.009660372743842238,-0.02527687673897805,-0.0031705844563195695,-0.02783365986872499,-0.09564962611626704,-0.15968560749869865,-0.061596446371646296,-0.10429742470516323,-0.03101717263969961,-0.032501566374943947
2008-12-01,710622.0,302189.1120817114,482804.3091946932,612724.9383087055,786135.0011310613,1220850.727864901,-0.016105137527794966,-0.05752146373235789,-0.01657783312849581,0.015766825927774564,0.006523443837600507,0.022402197351305775,-0.1072722521771029,-0.2004956727807653,-0.08326624022762796,-0.07966675562653502,-0.03932254976343996,0.0011264868779126136
2009-01-01,690413.0,291284.1385964404,469520.3736345355,608732.8112818373,747464.5184309887,1207151.9919603723,-0.028438466582796473,-0.03608658634372752,-0.027514119710975615,-0.006515365667811079,-0.04919063856008832,-0.011220647694158314,-0.11957331224973855,-0.1761727945638064,-0.09815960147924951,-0.09086130805436976,-0.07260105778950643,-0.016697851477911363
2009-02-01,673275.0,287762.0646088792,456336.4391685399,580864.7550671431,772418.6874637095,1164658.3081676324,-0.024822823440462494,-0.012091540598579642,-0.028079579090337203,-0.04578044044645979,0.033385088412092756,-0.03520160184943377,-0.12625687159015997,-0.16337338723015926,-0.10803370241786303,-0.11615250973682678,-0.03530839984983991,-0.06495067688252865
2009-03-01,673739.0,287232.2044768839,448959.8032865397,600401.5707964567,741768.3381091121,1165166.1336290198,0.0006891686160930277,-0.0018413133528057957,-0.016164906522566302,0.03363401817528966,-0.039681004424219624,0.0004360295700687189,-0.11979133324884939,-0.16625736866725904,-0.13364913709538095,-0.06863925040363872,-0.04483783412262454,-0.06686399810423693
2009-04-01,666485.0,274993.5218153624,439601.3135726834,584897.4099384808,727351.7475330688,1177463.8952750436,-0.010766780607920912,-0.04260901970867437,-0.020844827633451746,-0.025822985168757917,-0.019435435344670515,0.010554513464720472,-0.11361892336521184,-0.16043742040479048,-0.15039574235260944,-0.06319388688370076,-0.062331337015379185,-0.06515608923814842
2009-05-01,671068.0,279319.6035472818,437470.797975483,579387.1217670302,733811.0667244018,1162602.4623133726,0.00687637381186379,0.01573157688719684,-0.004846472318031703,-0.009420948148890163,0.008880598985622656,-0.012621561494417954,-0.10861921707239641,-0.12397402546839009,-0.1273349279572893,-0.07471343243102191,-0.07812109455957095,-0.0899529375790673
2009-06-01,658792.0,275172.4391350609,442122.7997000756,568782.48879075,711799.5384280301,1140300.2068136595,-0.0182932281080308,-0.014847380418535283,0.010633856582247248,-0.01830319069560593,-0.029996179254460076,-0.01918304512733926,-0.11929617701987494,-0.15067997221014362,-0.12440354546580379,-0.08650737893724458,-0.10230234324467247,-0.08460638662021902
2009-07-01,661890.0,278814.5578446684,442821.1276035874,574255.2188966948,702894.493702261,1135540.8835551047,0.004702546479010028,0.013235768527747993,0.001579488558349773,0.009621832974464395,-0.012510607614940827,-0.0041737458522908,-0.11215887217389553,-0.1341007832587594,-0.11805942321267349,-0.0813653500852114,-0.10578426971865829,-0.07026757444144827
2009-08-01,654853.0,279346.2797362862,445794.091979251,563328.9538836001,703479.6332552532,1134562.5059604477,-0.010631675958240772,0.001907080805708894,0.0067136913537806375,-0.01902684495247109,0.0008324713854424015,-0.0008615960982346627,-0.12126689424924586,-0.16222849801715145,-0.11470620618546579,-0.09315465976755577,-0.09659863985553696,-0.0687785206226944
2009-09-01,650804.0,278170.691071276,447226.453320316,560575.8875171178,705360.7742992209,1127057.627467574,-0.0061830670394730225,-0.004208356259908119,0.0032130559081784416,-0.004887138052291795,0.0026740518915422395,-0.006614777461309229,-0.12149911178544626,-0.14524691462972317,-0.11483311841976185,-0.0896974261773894,-0.08897376306271143,-0.07962598468638549
2009-10-01,645105.0,266812.0809198305,443216.0716130091,557914.6209919812,719385.6448409198,1078860.9895839957,-0.00875686074455595,-0.04083323842530584,-0.008967228296834495,-0.004747379586595768,0.01988325840153604,-0.042763241833403964,-0.13168159841493754,-0.1789579299504529,-0.10593619599523174,-0.09847561126380189,-0.08185901459169076,-0.12165470819414603
2009-11-01,634184.0,257706.3397793135,434212.9680015693,560498.1579997587,712032.6555191888,1073198.2311236763,-0.01692902705761079,-0.03412791920487657,-0.020313125331115733,0.004630703176740303,-0.010221206628826862,-0.005248830493447487,-0.12193771166376377,-0.19625597286104746,-0.11555334170885656,-0.07081399940843536,-0.08835306973118195,-0.10124947739245538
2009-12-01,625469.0,259584.1734909691,423017.5169760568,573084.1214886323,694864.0755008847,1097378.2761459488,-0.013742068547929254,0.007286719113172246,-0.025783317981124876,0.02245495959128374,-0.02411206829521806,0.022530828248715107,-0.11982882601439304,-0.14098766926858053,-0.12383235004335291,-0.06469594159084346,-0.11610082937263899,-0.10113640341181473
2010-01-01,627276.0,258354.5913385231,428541.3398689407,565333.2773500407,699928.7313885277,1104202.5976080305,0.0028890320703345296,-0.004736737744486352,0.013058142207374779,-0.013524793041653438,0.0072887001446897415,0.006218750280030161,-0.09144816218698082,-0.11304957220324141,-0.0872784996492868,-0.07129488197031486,-0.06359604485607406,-0.08528287658719391
2010-02-01,632594.0,261184.4400638685,430813.6102122444,577537.7777999497,678068.501320237,1116978.3620987555,0.008477926781831346,0.010953351789430466,0.005302336395360596,0.021588151518546317,-0.03123207990751309,0.011570127183544443,-0.06042256136051394,-0.09235972288819416,-0.05592985079779944,-0.00572762805484528,-0.12214902056976118,-0.04093899964865422
2010-03-01,618388.0,258317.6348994656,425380.3896940466,569826.5620041507,662058.9883498471,1102142.1041770536,-0.022456741606781017,-0.010976171335864704,-0.012611534058826646,-0.013351881196713822,-0.023610465519661172,-0.013282493578322563,-0.08215495911621562,-0.10066618271470784,-0.052520099616677696,-0.05092426515764603,-0.10745854960924461,-0.05409016588533344
2010-04-01,619272.0,257920.8332435828,416808.10897155,582003.736771718,669211.0935329645,1115520.2174707248,0.001429523211964101,-0.0015360997557801737,-0.02015203551969602,0.02136996689789017,0.010802821665398143,0.012138283478118739,-0.07083880357397387,-0.06208396641155289,-0.05184971904631208,-0.004947317457034361,-0.07993471411500386,-0.05260770886724242
2010-05-01,622331.0,259508.0689133551,422232.7833796217,569533.5724331804,675073.5506085939,1096651.908503477,0.004939671097675902,0.00615396457049,0.013014800555240402,-0.021426261638297417,0.008760250886876042,-0.01691435858511725,-0.07262602299617926,-0.07092783457489449,-0.03483207260091292,-0.01700684907147776,-0.08004446754666894,-0.05672665932486132
2010-06-01,626503.0,267325.5154113424,422942.8575380017,560955.5302035301,667333.0005432321,1100621.797211201,0.00670382802720737,0.03012409799325888,0.0016817125205117467,-0.015061521646569376,-0.011466232173343971,0.003620008023458743,-0.049012434880812195,-0.02851638684594804,-0.04338148174010714,-0.013760899362180279,-0.06247059106416375,-0.03479645918273744
