date,rentals,MoM,YoY
2012-01-01,2457.0,0.011527377521613813,0.06271626297577848
2012-02-01,2482.0,0.010175010175010213,0.07399394201644305
2012-03-01,2507.0,0.010072522159548791,0.08858011289622225
2012-04-01,2528.0,0.008376545672118096,0.08219178082191791
2012-05-01,2520.0,-0.0031645569620253333,0.06373997467285775
2012-06-01,2526.0,0.0023809523809523725,0.06357894736842096
2012-07-01,2558.0,0.012668250197941378,0.06672226855713093
2012-08-01,2587.0,0.011336982017200903,0.07522859517871994
2012-09-01,2581.0,-0.0023192887514495997,0.0564879246827672
2012-10-01,2585.0,0.0015497869043006318,0.05986059860598614
2012-11-01,2597.0,0.00464216634429393,0.06216768916155413
2012-12-01,2612.0,0.005775895263765873,0.07533964594483322
2013-01-01,2614.0,0.0007656967840734552,0.06389906389906397
2013-02-01,2621.0,0.002677888293802555,0.05600322320709106
2013-03-01,2643.0,0.008393742846241947,0.054248105305145566
2013-04-01,2655.0,0.004540295119182858,0.050237341772152
2013-05-01,2687.0,0.012052730696798575,0.06626984126984126
2013-06-01,2701.0,0.005210271678451894,0.06927949326999205
2013-07-01,2725.0,0.008885597926693745,0.06528537920250188
2013-08-01,2747.0,0.008073394495412778,0.06184770003865481
2013-09-01,2739.0,-0.0029122679286494035,0.06121658271987607
2013-10-01,2755.0,0.005841548010222741,0.06576402321083163
2013-11-01,2755.0,0.0,0.06083943011166726
2013-12-01,2738.0,-0.006170598911070746,0.04823889739663101
2014-01-01,2750.0,0.0043827611395179655,0.0520275439938791
2014-02-01,2755.0,0.0018181818181817189,0.05112552460892794
2014-03-01,2758.0,0.0010889292196007982,0.04351116155883461
2014-04-01,2792.0,0.01232777374909344,0.0516007532956686
2014-05-01,2803.0,0.003939828080229191,0.04317082247860071
2014-06-01,2811.0,0.0028540849090259446,0.04072565716401333
2014-07-01,2812.0,0.0003557452863749422,0.03192660550458726
2014-08-01,2834.0,0.007823613086771042,0.03167091372406272
2014-09-01,2828.0,-0.0021171489061396764,0.03249361080686386
2014-10-01,2820.0,-0.0028288543140028155,0.023593466424682408
2014-11-01,2818.0,-0.0007092198581559739,0.02286751361161521
2014-12-01,2843.0,0.008871540099361308,0.0383491599707817
2015-01-01,2857.0,0.004924375659514535,0.038909090909091004
2015-02-01,2850.0,-0.0024501225061253074,0.034482758620689724
2015-03-01,2858.0,0.0028070175438597023,0.0362581580855692
2015-04-01,2871.0,0.004548635409377111,0.028295128939828107
2015-05-01,2893.0,0.00766283524904221,0.03210845522654293
2015-06-01,2919.0,0.008987210508123011,0.03842049092849509
2015-07-01,2927.0,0.0027406646111682864,0.04089615931721191
2015-08-01,2923.0,-0.0013665869490946392,0.03140437544107266
2015-09-01,2935.0,0.004105371193978691,0.03783592644978784
2015-10-01,2934.0,-0.0003407155025553221,0.04042553191489362
2015-11-01,2930.0,-0.0013633265167007913,0.039744499645138376
2015-12-01,2925.0,-0.0017064846416382506,0.02884277172001415
2016-01-01,2922.0,-0.0010256410256410664,0.022751137556877854
2016-02-01,2929.0,0.0023956194387406704,0.027719298245614032
2016-03-01,2934.0,0.0017070672584500457,0.026592022393282067
2016-04-01,2946.0,0.004089979550102152,0.02612330198537105
2016-05-01,2959.0,0.004412763068567527,0.02281368821292773
2016-06-01,2966.0,0.002365664075701268,0.016101404590613155
2016-07-01,2973.0,0.002360080917060081,0.01571574991458835
2016-08-01,2976.0,0.0010090817356205317,0.018132056106739736
2016-09-01,2985.0,0.003024193548387011,0.017035775127768327
2016-10-01,2967.0,-0.0060301507537688925,0.011247443762781195
2016-11-01,2965.0,-0.0006740815638692776,0.011945392491467643
2016-12-01,2939.0,-0.008768971332209108,0.0047863247863246805
2017-01-01,2922.0,-0.005784280367471917,0.0
2017-02-01,2921.0,-0.0003422313483915085,-0.0027313076135199177
2017-03-01,2941.0,0.006846970215679482,0.0023858214042262738
2017-04-01,2947.0,0.0020401224073445245,0.0003394433129666474
2017-05-01,2965.0,0.00610790634543612,0.002027712064886833
2017-06-01,2973.0,0.0026981450252951955,0.002360080917060081
2017-07-01,2979.0,0.0020181634712410634,0.0020181634712410634
2017-08-01,2990.0,0.0036925142665324984,0.0047043010752687575
2017-09-01,2978.0,-0.004013377926421424,-0.0023450586264656126
2017-10-01,2958.0,-0.006715916722632609,-0.0030333670374115274
2017-11-01,2937.0,-0.007099391480730244,-0.009443507588532851
2017-12-01,2927.0,-0.003404834865509021,-0.004083021435862588
2018-01-01,2922.0,-0.001708233686368299,0.0
2018-02-01,2948.0,0.00889801505817922,0.009243409791167334
2018-03-01,2972.0,0.008141112618724522,0.010540632437946229
2018-04-01,2991.0,0.006393001345895044,0.014930437733288171
2018-05-01,3015.0,0.008024072216650024,0.01686340640809436
2018-06-01,3040.0,0.008291873963515828,0.02253615876219306
2018-07-01,3061.0,0.006907894736842168,0.02752601544142319
2018-08-01,3080.0,0.006207121855602793,0.030100334448160515
2018-09-01,3094.0,0.00454545454545463,0.03895231699126933
