date,Manhattan_All,Manhattan_Q1,Manhattan_Q2,Manhattan_Q3,Manhattan_Q4,Manhattan_Q5,Manhattan_All_MoM,Manhattan_Q1_MoM,Manhattan_Q2_MoM,Manhattan_Q3_MoM,Manhattan_Q4_MoM,Manhattan_Q5_MoM,Manhattan_All_YoY,Manhattan_Q1_YoY,Manhattan_Q2_YoY,Manhattan_Q3_YoY,Manhattan_Q4_YoY,Manhattan_Q5_YoY
1996-03-01,278617.0,69382.151837139,182879.2665941493,284420.0502721622,512028.9723929662,1307926.979361136,0.03851128464133291,0.08922571164638149,0.002786986019364557,-0.00164395434368525,0.0021068798683476775,0.052425230998768946,0.09544235714117222,0.07053813491872551,0.19079911121516102,0.13669642532744186,0.08207968320609238,0.024859263040957424
1996-04-01,280016.0,76842.2055926454,176656.6254052814,278617.2861593482,521619.1965125074,1250135.7329012593,0.005021229860346033,0.10752122207188708,-0.03402595222933247,-0.020402092283090756,0.01872984662317312,-0.04418537683816648,0.07372215192300313,0.08495585873308453,0.17863254337436008,0.06664878417344666,0.05613806047937464,-0.011970252558916483
1996-05-01,278604.0,81618.0206753892,174376.8918148453,273849.3007620329,512348.9277778712,1268400.4119136098,-0.005042568996057373,0.06215093705223995,-0.012904885877934147,-0.017113027920989676,-0.01777210040699473,0.014610156746709846,0.043632658565456506,0.12251527439814525,0.10470242616801917,-0.013212569439507216,0.01786166048391702,0.007692439490709857
1996-06-01,273715.0,77843.5931178597,169875.4896730808,274820.0693177363,497111.5845164761,1286509.015858604,-0.0175482046201777,-0.04624502684941523,-0.025814212507836887,0.0035449006187056042,-0.029740168145723667,0.014276725058512296,0.016303782804354627,-0.05079699603584964,0.040437526344046626,-0.006752316524106239,-0.0053728094828916495,0.0047482113558607875
1996-07-01,274595.0,75411.8017258682,168926.5625601675,285118.1009798235,506896.3376841522,1293013.099366946,0.0032150229253056217,-0.03123945458567967,-0.005586015467796246,0.037471905482204804,0.019683212929333394,0.005055606628610487,0.010792783706283116,-0.04545838204652053,0.05166005745059077,0.029015088135038614,0.017317957541028717,-0.010186315721613326
1996-08-01,278571.0,77053.5740748698,170629.8942644586,286680.0007832017,511067.390011672,1287381.9483942578,0.01447950618183147,0.021770761491280544,0.01008326741796095,0.005478080128938467,0.008228610107100076,-0.00435506103955563,0.022155115160365835,-0.0227958362433186,0.04562509201291354,0.046720500309260116,0.032912449220303674,-0.01405405115454439
1996-09-01,281304.0,77510.6142214032,172395.7605012198,290059.3500306734,513582.5544387758,1299888.6013749284,0.009810784324283617,0.005931459403678119,0.010349102332703142,0.01178787930179781,0.004921394861539419,0.009714795982862734,0.01572858442740155,-0.029713159216759655,0.06266543323785445,0.03936128187939225,0.014040963580763455,-0.0019057554249413133
1996-10-01,278396.0,78036.4090155668,174656.7137605318,285695.1578839879,513143.0587689861,1255696.6218374067,-0.010337570741973057,0.006783519901696344,0.013114900579564992,-0.015045859222341917,-0.0008557449352422086,-0.033996743636938276,-0.008363491294560155,-0.0701950333620619,0.02327485838248,0.02439278164187364,-0.00849386493124027,-0.01804076099183416
1996-11-01,290476.0,83685.3588332508,179804.5204700996,292168.3896391458,529983.7153178323,1277955.8144133978,0.043391428037759194,0.07238864382594978,0.029473855305819363,0.02265782802586558,0.0328186385084237,0.01772656881358836,0.07258353365162717,0.062431410370953566,0.10759896418969173,0.042898617526957006,0.04262375451504763,0.006035869913630254
1996-12-01,286622.0,78190.4687988191,178353.8797701977,294532.6423520913,535049.0713635096,1273221.653395478,-0.013267877552706642,-0.06566130696028516,-0.008067876692472442,0.008092089345687281,0.00955756922198936,-0.0037044794229391664,0.06906223657806976,0.0013910860262384972,0.1055735146742749,0.04555942125049861,0.11567610421995167,0.038566781649039816
1997-01-01,300407.0,85971.869332673,182970.7120746984,302196.7617175425,549465.1892353081,1363724.0676058782,0.048094703128161775,0.09951853024279878,0.02588579688005277,0.026021290218451565,0.02694354339324545,0.07108142872770418,0.08559523852544615,0.0938508358602399,0.09844966596273341,0.04484976918799499,0.09893952116360394,0.0778688084251622
1997-02-01,300426.0,87099.3476686976,187502.961671531,303462.8562815046,556433.9895342606,1335981.14766595,6.324752752107088e-05,0.013114502973778253,0.02477035556915963,0.004189636436758182,0.012682878616297799,-0.02034349953846093,0.11980170341241592,0.3673667713717421,0.02814022226789903,0.0651990846315742,0.08901323786211313,0.07499905585640287
1997-03-01,296342.0,84842.1752893199,187718.5343298214,303231.2949910761,551675.6706048824,1315572.870174039,-0.013594029811001662,-0.02591491715831651,0.001149702683993059,-0.0007630630425942142,-0.008551452677002969,-0.015275872363592624,0.06361779790895739,0.22282421404960573,0.026461543868784076,0.06613895434204942,0.07743057590399127,0.005845808622005455
1997-04-01,306129.0,91158.4474940269,190348.0912262723,311901.7360706924,554585.656176607,1340768.2930042087,0.03302603073475918,0.07444731565601548,0.014007976920546117,0.028593490259214427,0.005274812225331438,0.01915167407399987,0.0932553854065481,0.1863070143675276,0.07750326821640718,0.11946297507293924,0.06320024240769895,0.07249817577217255
1997-05-01,308205.0,90609.116227326,190424.9674210635,311927.0110147514,569101.0809326831,1346939.0198477781,0.006781454876865656,-0.006026114768320268,0.0004038716348346849,8.103495792410875e-05,0.026173458679309425,0.004602381243475673,0.10624757720635736,0.11016066645007405,0.0920309763478191,0.13904622048243565,0.11076856040463268,0.06191941219545871
1997-06-01,318391.0,91367.0071475399,198470.6205108871,316521.6498025329,575613.4824648277,1364489.7911801506,0.03304943138495475,0.008364400313898512,0.042251040915413096,0.014729852258816623,0.011443312533287786,0.01303011574670676,0.16322086842153327,0.17372546009284262,0.16832993913858085,0.1517413942450574,0.15791605022584188,0.060614247051741676
1997-07-01,319594.0,91136.5320764929,199013.4757381969,315869.715798717,581847.6386077187,1363145.5566668508,0.003778373132406365,-0.00252251965170347,0.0027351918682594345,-0.0020596821867403525,0.010830455388563642,-0.0009851554199882262,0.1638740690835594,0.20851816281735536,0.17810646663287866,0.1078557086106211,0.14786317310161512,0.054239556686812795
1997-08-01,307165.0,76842.3848225864,201607.6230862436,312418.1691747356,573166.9639625625,1361625.024678248,-0.03888996664518107,-0.15684322113451832,0.013035033624855252,-0.010927121060826273,-0.014919154206637142,-0.0011154582730847906,0.10264528612095303,-0.0027408105959911833,0.18154924701396546,0.08978013227716608,0.12150956050917716,0.057669813047008356
1997-09-01,320982.0,94004.3247117758,208204.2261468318,309856.9068122054,580047.9878894562,1374831.4871608717,0.04498233848257449,0.22333950109451783,0.032720008100915354,-0.008198186326025425,0.012005269597748836,0.009699045069874845,0.14105025168500984,0.2127929272145821,0.2077108250313302,0.06825346874506355,0.1294152865517626,0.05765331406604712
1997-10-01,331578.0,96292.5385643912,211010.4081801336,324656.421681931,603958.3546074092,1409777.2897166794,0.033011196889545236,0.024341580662711415,0.013478026288106237,0.04776241724601982,0.04122135964121254,0.02541824425913708,0.19103004353510822,0.2339437421471131,0.20814369878415095,0.13637355314843713,0.17697851366495376,0.1227053296152163
1997-11-01,330522.0,94671.6308938842,209635.2460135396,332595.1364201977,618617.1789802342,1355026.5204589448,-0.003184771004107634,-0.01683315960585141,-0.006517034768351637,0.024452665057844936,0.024271250262534405,-0.038836467048449674,0.13786336909073382,0.13128069490057825,0.16590642696550373,0.13836796934460494,0.1672380888330658,0.06030780186318396
1997-12-01,326465.0,87570.6785228324,201543.8944146125,320673.6956905365,618017.4878296677,1393094.859880372,-0.012274523329763198,-0.07500612700980225,-0.03859728625216252,-0.03584370131798853,-0.0009694059119971232,0.028094165572887464,0.13900886882374697,0.11996615275639533,0.13002248492880697,0.08875435038264978,0.15506692919720955,0.09414951918639725
1998-01-01,332063.0,87285.1661625929,203309.2009758149,326861.4292775839,625306.9767596326,1438914.7408874242,0.01714732053972101,-0.00326036482822345,0.008758918578653851,0.019296043517765815,0.011794955763410275,0.0328907114128516,0.10537703848445612,0.0152758901267811,0.11115707355838045,0.08161790821271286,0.13802837560987924,0.055136280914620084
1998-02-01,329090.0,84862.8133859879,210535.469677184,328166.7223179334,624073.7273017592,1452940.4360207012,-0.008953120341621879,-0.027752170077704696,0.0355432448048858,0.003993414099774384,-0.001972230446338763,0.009747412223066743,0.09541118278710892,-0.025677968234812498,0.12283810239755844,0.08140655610752057,0.12155932067362296,0.08754561286967788
1998-03-01,332644.0,85856.0845805149,208464.3966688059,339880.5571161222,642279.8597152252,1474987.7438642415,0.010799477346622455,0.011704433955179283,-0.00983716906017651,0.035694767328785515,0.02917304737724158,0.015174268192248208,0.122500354320346,0.011950533891162962,0.11051579117133947,0.12086240018901973,0.1642345202771045,0.12117525171305288
1998-04-01,340798.0,92623.3918690471,214351.6945229481,339192.2046400841,640688.9941809834,1489137.277129283,0.024512692247568024,0.07882152233702078,0.028241263008069062,-0.0020252775912772414,-0.0024769039697852824,0.00959298361894989,0.11324964312430374,0.0160703085154692,0.12610372471842646,0.08749700759346313,0.15525705911325782,0.11065967542581823
1998-05-01,347670.0,96757.8625284085,217679.9770780966,345404.8121914504,654119.1207157621,1491463.8070530568,0.020164437584727635,0.04463743527344355,0.01552720431044774,0.01831589130404243,0.02096200599160758,0.0015623340839729938,0.12804789020294938,0.0678601288379872,0.14312729063919116,0.10732575248225551,0.14939005148917572,0.10729868618819283
1998-06-01,353764.0,102136.8289384106,219427.2257896454,350083.8497549501,661601.658004279,1519857.661950652,0.017528115741939132,0.05559203427445314,0.008026685481145268,0.013546532643286424,0.011439104975756065,0.019037575543785934,0.11109924589576958,0.11787429759496826,0.1055904658574327,0.10603445285134683,0.14938527007957214,0.11386517640130034
1998-07-01,357066.0,96638.810085511,222112.7437860605,355753.0159887099,657842.759032739,1587245.4913850825,0.00933390621996577,-0.053829934902472454,0.012238763839586664,0.016193738265070312,-0.005681513832475504,0.04433825029900618,0.11724875936344237,0.06037401120771091,0.11606886399115401,0.12626503331964867,0.13061000059545846,0.16439912349947305
1998-08-01,366108.0,101679.6546804521,224414.0399366677,361580.0364190983,665963.2109409344,1604448.0759662562,0.02532304952025677,0.05216169974030849,0.010360937024053829,0.016379398539163148,0.012344062158767821,0.010838011306091078,0.19189360767014474,0.32322356880528824,0.11312279020653881,0.15735918104323332,0.1619008994112805,0.17833327596589044
1998-09-01,365501.0,104563.7026443263,230561.9053687017,361834.8659136841,657373.1181487787,1606720.2013912352,-0.0016579807051471107,0.02836406135463254,0.027395190754415433,0.0007047664940504905,-0.012898749737269788,0.001416141450143682,0.13869625088011173,0.11232863982509667,0.10738340731903584,0.16774826688946742,0.13330816048629912,0.16866700857225103
1998-10-01,375780.0,108135.0612250632,226368.4187632015,379035.0457666405,670727.7789535826,1606650.2668866238,0.028123042071020343,0.034154859577657515,-0.018188115676760264,0.047535993551985456,0.0203151915344697,-4.352624965497931e-05,0.13330799992761877,0.12298484220304218,0.0727831897749669,0.1674959139973049,0.11055302710329351,0.13964828246701977
1998-11-01,369676.0,96719.517507827,220039.2596337858,378687.6318982682,664035.9496791392,1639321.0543284307,-0.01624354675608064,-0.10556745969262316,-0.027959550029089897,-0.0009165745285364402,-0.009976967533510406,0.020334722568537966,0.11846110092520323,0.021631470743735726,0.049629124005102776,0.13858439415012258,0.07341983417559805,0.20980735769894432
1998-12-01,357757.0,81465.3447091328,202575.424165233,377109.7653783195,655666.6392524897,1625446.3987862074,-0.032241746826951134,-0.15771555929711667,-0.07936690705839533,-0.004166670329419642,-0.01260370079465356,-0.008463659699598725,0.09585101006233443,-0.06971892780421651,0.005118139418793133,0.17599220156256945,0.06091923313535497,0.16678802398695813
1999-01-01,368088.0,85034.6364601029,214740.712924777,373893.1578302166,648082.9346380607,1690564.8825524116,0.028877142865129102,0.043813621162643424,0.060053132356377326,-0.008529632068466797,-0.011566403047553186,0.040061907802577235,0.10848844948097192,-0.025783644592000332,0.05622722382506429,0.14388889094862112,0.03642364266660536,0.17488884818136397
1999-02-01,367475.0,90124.2645551715,215502.9706814962,376500.715759441,649206.5961819277,1632282.1840256914,-0.0016653626306752933,0.05985358798419238,0.003549665763595611,0.006974072337553983,0.0017338236880044544,-0.03447528049838888,0.11663982497189229,0.06199949022727469,0.023594603854300233,0.14728487123895784,0.04027227518266607,0.12343365464875466
1999-03-01,367519.0,93381.436972772,219195.4242173584,373870.5227322623,651442.7700638033,1598350.6330827603,0.00011973603646509012,0.03614090426897798,0.01713411895987038,-0.006985891173867609,0.0034444719062109996,-0.020787797156032073,0.10484181286901317,0.08765077546949995,0.05147654813018865,0.10000561934034735,0.014266227112649688,0.08363655205386777
1999-04-01,377565.0,99534.2909022747,220496.5604686868,382858.0299532547,678632.5657081866,1612944.5829121142,0.02733464120222351,0.06588947577768312,0.0059359644754179985,0.024039090205109748,0.041737811660294,0.00913063099378042,0.10788502279942946,0.07461289090987266,0.028667214222003023,0.12873475485530173,0.05922307370943347,0.08314029047845972
1999-05-01,389013.0,111823.9302857753,237342.9470792878,398310.4849038266,683753.4073184906,1602491.261901214,0.030320607047793047,0.1234714114311306,0.07640203808527612,0.04036079627860656,0.007545823570904053,-0.006480892847556596,0.11891448787643455,0.1557089766523454,0.09032971367015885,0.15317005103869752,0.04530411306476023,0.0744419370574827
1999-06-01,392157.0,104752.0632664541,243880.7737099263,411838.3720536936,692625.3266928988,1623965.7086767086,0.008081992118515346,-0.06324108803230633,0.027545906508249507,0.03396317110038738,0.012975320165791393,0.013400663882570552,0.10852715369568422,0.025605203874309757,0.11144263357603301,0.1763992321895742,0.04689176381782745,0.06849855044480924
1999-07-01,408522.0,119978.7390365883,252564.6919186733,417628.7885589589,714531.6018346901,1678049.7530133466,0.04173073539424266,0.14535919671007003,0.03560722756717083,0.0140599247136457,0.03162788638756253,0.03330368618479529,0.14410781200114275,0.2415171392365545,0.13710130996330494,0.17392901757497015,0.08617384933339345,0.05720870660594879
1999-08-01,416972.0,126254.6905517707,261276.2003869932,422089.4427358757,722986.5905039373,1691666.1542464995,0.020684320550667934,0.05230886376684207,0.03449218654492303,0.010680906822320368,0.011832910745357639,0.00811442045070554,0.13893168136178402,0.24169078807899558,0.16425960007104923,0.16734719902135997,0.08562541988233119,0.05436017505753021
1999-09-01,421434.0,125925.9186321072,265079.0882013314,420910.3978031417,730838.5669465133,1716226.2020276817,0.010700958337730215,-0.0026040372696386482,0.01455504867533075,-0.002793353288089273,0.01086047313422922,0.014518259243722742,0.15303104505870024,0.20429858017217062,0.1497089589775542,0.16326655459330475,0.11175608915165225,0.06815499085754118
1999-10-01,425687.0,130081.9675879037,274607.1069567248,422194.7864262761,729982.201655803,1736354.1887260021,0.010091734411556752,0.03300392009002051,0.035944060393616306,0.003051453776951041,-0.0011717571149647554,0.011728049993957379,0.1328090904252488,0.20295828304163122,0.21309813646745734,0.11386741448232107,0.08834347489627548,0.0807294060895527
1999-11-01,423474.0,123151.1984482639,268541.1157998527,427795.9961203389,749671.7377972372,1763600.251750315,-0.0051986553500577015,-0.05328001465657639,-0.022089709272629987,0.0132668850354003,0.026972624944516355,0.01569153528768452,0.14552743483482833,0.2732817700243171,0.22042364733815756,0.1296804016965185,0.12896257824516444,0.07581138367846862
1999-12-01,427757.0,121565.0294530647,256694.8387392895,434581.725953331,770634.3422914267,1765339.5124442077,0.010113962132267895,-0.012879850258749603,-0.0441134573574663,0.015862069525034217,0.02796237798130674,0.0009861989371835467,0.19566353698180605,0.49222997689515036,0.26715686168285324,0.15240114643373182,0.1753447501462162,0.08606442744741671
2000-01-01,434814.0,132157.5973053537,256926.469236377,438854.1578239236,777814.0365940604,1799055.838255987,0.01649768443298405,0.08713499186358287,0.0009023574382138744,0.009831135584958961,0.009316603100356646,0.01909906030772368,0.18127730325356972,0.5541619604307975,0.19644973576285696,0.17374214700982993,0.20017669810801508,0.06417438148826093
2000-02-01,452027.0,131525.2749925065,275266.9030633316,448529.4747833497,800259.4660020357,1836045.2554021177,0.039587041815580815,-0.004784608117429645,0.07138397955440356,0.022046770634238877,0.028857063966421403,0.02056046085928509,0.2300891217089598,0.4593769573785593,0.2773230094826111,0.19131108125151686,0.2326730361466911,0.1248332386216986
2000-03-01,459851.0,133483.1976317707,279094.9840603219,461524.8812308538,804234.331590751,1872479.221777764,0.017308700586469383,0.014886284323493815,0.013906797200786247,0.028973361123661112,0.004966971035748058,0.0198437191395191,0.25123054862469685,0.42944038942869867,0.2732701198340979,0.23445110852283713,0.23454333757051748,0.17150716683878575
2000-04-01,465700.0,131170.6928662849,287713.5648090829,471917.1905348175,811120.5480971663,1924557.773369648,0.01271933735057651,-0.017324313520456047,0.030880457338847256,0.022517332708581472,0.00856245031568692,0.027812619219582002,0.23343000542952863,0.31784424922534105,0.3048437771433705,0.23261667149161425,0.19522785831935718,0.1931952242865822
2000-05-01,482364.0,133061.8548959233,303882.4483967414,479910.0415120611,842798.6689502415,2060888.5394370316,0.0357826927206355,0.014417565298417978,0.05619784940757877,0.016936977795162234,0.039054763101970424,0.07083745053217405,0.23996884422885612,0.1899228953576637,0.28035171104210277,0.2048641943933185,0.232606170484015,0.28605290302299036
2000-06-01,499291.0,147061.485917175,310148.693900506,488360.0645852005,856541.1992312275,2143793.819356958,0.03509175643290119,0.10521145246473362,0.02062062332597625,0.01760751462193988,0.016305828173771575,0.04022793000856484,0.27319160438293855,0.40390061380557185,0.2717226093000644,0.18580515494445082,0.23665879115478394,0.3200979601372447
2000-07-01,495987.0,144960.4883727012,311233.6173040393,479708.4818331962,842324.2238898028,2108021.853501564,-0.0066173834497317285,-0.014286524655796717,0.003498075035845094,-0.017715581963796967,-0.016598122021666772,-0.01668629022641921,0.21410107656380806,0.20821813545226986,0.23229266505809765,0.14864802181967662,0.17884810374654103,0.25623322533560033
2000-08-01,493168.0,133420.6225456932,313795.1948069257,484969.4881671036,835703.7418191137,2082106.9482887418,-0.005683616707696015,-0.07960697398685901,0.008230401089301509,0.010967090500052512,-0.0078597787917295,-0.012293470852674404,0.1827364906996154,0.05675774866347716,0.20100948476035407,0.14897327216633416,0.15590489892296633,0.2308025097399622
2000-09-01,502066.0,143021.9668236032,323048.5447756496,479379.7052166127,842216.5923506097,2131299.041267165,0.01804253317327964,0.07196297015194775,0.029488501168468684,-0.011526050786446307,0.007793252806693518,0.02362611249093316,0.1913277049312585,0.13576274350193263,0.2186873999290717,0.13891153014665347,0.1523975751162674,0.241852058166391
2000-10-01,517141.0,152733.5908805488,325101.4626508204,490193.988829745,859678.3777499349,2172956.1795944036,0.030025932845482384,0.06790302407827675,0.0063548278064415875,0.022558909973557917,0.020733129171190523,0.019545421604690194,0.21483860207147498,0.17413346148333853,0.18387854653030877,0.16106120821400283,0.17767032648185777,0.2514475408895378
2000-11-01,518245.0,153391.8056391972,315786.2807501706,511464.6958556312,861482.5010091123,2176597.3710640403,0.002134814296294474,0.004309561209512758,-0.02865315284863823,0.04339242730549686,0.0020986025772795625,0.0016756856414454901,0.2237941408445383,0.2455567430278598,0.1759327051635935,0.19558083875043164,0.14914629640488908,0.23417841934635653
2000-12-01,509021.0,133896.1955781369,315459.1991292409,520707.3071492921,873059.3158044894,2154228.9563790103,-0.017798531582552624,-0.1270968157641824,-0.0010357689388934554,0.01807086856346718,0.013438247186468022,-0.01027678108151675,0.18997701966303304,0.10143678803477907,0.2289269261453093,0.19818040210280263,0.13290995209026013,0.22029158764840884
2001-01-01,533896.0,160015.2994320376,329471.2393300976,545512.5834646507,892929.8859423794,2185650.5254796767,0.048868317810070616,0.19506979822035775,0.04441791597624678,0.047637657422477275,0.022759702322836972,0.014585993288978027,0.2278721476309411,0.21079152992103767,0.28235615547644555,0.2430384302830746,0.1479991925221551,0.21488754212234817
2001-02-01,535266.0,150494.8429576867,326772.0748758576,548611.4868861485,907520.0955927103,2251343.6459369133,0.0025660428248197586,-0.05949716375960967,-0.00819241296972728,0.00568071849381746,0.016339703575866782,0.03005655281638364,0.1841460797695713,0.14422754840285212,0.1871099330843855,0.22313363497714556,0.1340323159518888,0.22619180508371506
2001-03-01,547367.0,149736.3756870932,337645.5719343548,553017.9987297453,937410.8907551472,2289183.161056803,0.022607451248538135,-0.005039822333358868,0.03327547821406718,0.008032117352495982,0.03293678598148819,0.01680752522529394,0.1903138190413851,0.12176197711534331,0.20978731692783903,0.19824092095508683,0.16559422289393821,0.2225412888071534
2001-04-01,551365.0,170517.6887552299,332861.9613355013,543096.5217867143,933800.4926437463,2270885.0668817335,0.007304057423995314,0.1387860028852559,-0.014167550225665404,-0.01794060404149611,-0.003851457399318803,-0.007993285328301236,0.1839488941378571,0.2999678893901647,0.15692133444030465,0.15083013011505297,0.1512474869911491,0.17995162229175987
2001-05-01,542752.0,158381.9153045632,316835.4256798015,542954.3098570331,933019.4352508235,2293520.267569498,-0.015621230945018327,-0.07117017324863595,-0.048147693390372615,-0.00026185387675359273,-0.0008364285509333547,0.009967567719684878,0.12519176389614484,0.19028789601982066,0.042624960248276667,0.13136684564119006,0.10704901374957987,0.11287933514153758
2001-06-01,549278.0,161120.4798801489,331521.6469798845,555373.1762467664,939091.3267960027,2307072.9768791967,0.012023907788455857,0.017290891894567118,0.04635283844466653,0.022872765100627523,0.006507786778896962,0.005909129952472947,0.10011596443757242,0.09559942819353728,0.06891195578026443,0.1372207035775641,0.09637613186483796,0.07616364785080654
2001-07-01,547587.0,152914.1091931292,332352.2951637034,561225.5202746324,956401.5936879402,2334551.6851637154,-0.0030785867993984306,-0.05093313210787409,0.002505562431249997,0.010537678588325772,0.018432996235836496,0.011910636793851959,0.10403498478790785,0.05486750844808719,0.06785474539221625,0.16993036714698162,0.135431662253918,0.1074608554393639
2001-08-01,554981.0,163755.3304557838,348042.1726312624,571186.1165774545,953560.7154696311,2287353.7606095774,0.013502877168376948,0.07089745557071025,0.047208572637751134,0.017747939006672375,-0.002970382146012973,-0.020217125563800953,0.12533862699931864,0.22736146280311176,0.10913799315954598,0.17777742830007415,0.1410272178439369,0.0985764984308446
2001-09-01,564221.0,174350.5554566265,346893.8311662512,564340.019991856,971441.8037731642,2306646.039603763,0.01664921862189872,0.06470155793617693,-0.0032994319519658033,-0.011985754532376158,0.01875191376222607,0.008434322371299485,0.12379846474367917,0.21904739061281786,0.0738133224130808,0.17722968630232905,0.15343465397884115,0.08227235828546386
2001-10-01,572777.0,187998.401748255,357535.6333617932,570111.3334656399,944886.7308726194,2298503.586700822,0.015164270737884733,0.07827819220813281,0.030677403976209217,0.010226659937863758,-0.027335732101915422,-0.003529996697863247,0.10758381176506981,0.23089099565063198,0.09976630202309833,0.16303207802830055,0.09911654791842417,0.05777723834718684
2001-11-01,565012.0,171428.7080314711,363674.7149155121,579353.6395329112,925851.5121186308,2306688.2302387687,-0.013556759436918697,-0.08813741799237251,0.017170544641928576,0.016211405605793594,-0.020145503299013656,0.0035608574140597593,0.09024110218140069,0.11758713131456089,0.1516482414992173,0.13273436901389335,0.07471888405640126,0.059767994257538204
2001-12-01,560379.0,173923.1794766607,353239.7395094367,566297.8053687155,941657.9254189361,2258062.7392400615,-0.008199825844406816,0.014551071835247509,-0.02869315621378732,-0.02253517242891856,0.01707229841223179,-0.021080218107183857,0.10089564084782365,0.29894041220286605,0.11976363499457654,0.08755494227460914,0.0785726792815169,0.04819997547316546
2002-01-01,557411.0,182437.9436420854,334508.6634982421,568721.5730902074,949965.1425291236,2179044.4971869756,-0.005296415461678583,0.04895704063740003,-0.053026525376809186,0.004280023158333979,0.008821905371307448,-0.03499382044614008,0.044044158412874346,0.14012812705807076,0.01528942003674394,0.042545287366520856,0.06387428339521906,-0.0030224540546121004
2002-02-01,557229.0,178241.427459715,339265.4740639335,560740.9800023641,956078.9694549579,2187874.8629784267,-0.00032650952349344564,-0.023002430846311817,0.014220291085873082,-0.014032513386963541,0.006435843434799304,0.004052402694323387,0.041031935523646146,0.18436900532086375,0.03823276267662146,0.022109440662755997,0.053507216091488674,-0.028191512687559372
