date,Queens_All,Queens_Q1,Queens_Q2,Queens_Q3,Queens_Q4,Queens_Q5,Queens_All_MoM,Queens_Q1_MoM,Queens_Q2_MoM,Queens_Q3_MoM,Queens_Q4_MoM,Queens_Q5_MoM,Queens_All_YoY,Queens_Q1_YoY,Queens_Q2_YoY,Queens_Q3_YoY,Queens_Q4_YoY,Queens_Q5_YoY
2002-07-01,,,,,,,,,,,,,,,,,,
2002-08-01,,,,,,,,,,,,,,,,,,
2002-09-01,,,,,,,,,,,,,,,,,,
2002-10-01,,,,,,,,,,,,,,,,,,
2002-11-01,,,,,,,,,,,,,,,,,,
2002-12-01,,,,,,,,,,,,,,,,,,
2003-01-01,,,,,,,,,,,,,,,,,,
2003-02-01,,,,,,,,,,,,,,,,,,
2003-03-01,,,,,,,,,,,,,,,,,,
2003-04-01,,,,,,,,,,,,,,,,,,
2003-05-01,,,,,,,,,,,,,,,,,,
2003-06-01,,,,,,,,,,,,,,,,,,
2003-07-01,,,,,,,,,,,,,,,,,,
2003-08-01,,,,,,,,,,,,,,,,,,
2003-09-01,,,,,,,,,,,,,,,,,,
2003-10-01,,,,,,,,,,,,,,,,,,
2003-11-01,,,,,,,,,,,,,,,,,,
2003-12-01,,,,,,,,,,,,,,,,,,
2004-01-01,,,,,,,,,,,,,,,,,,
2004-02-01,,,,,,,,,,,,,,,,,,
2004-03-01,,,,,,,,,,,,,,,,,,
2004-04-01,,,,,,,,,,,,,,,,,,
2004-05-01,,,,,,,,,,,,,,,,,,
2004-06-01,,,,,,,,,,,,,,,,,,
2004-07-01,,,,,,,,,,,,,,,,,,
2004-08-01,,,,,,,,,,,,,,,,,,
2004-09-01,,,,,,,,,,,,,,,,,,
2004-10-01,,,,,,,,,,,,,,,,,,
2004-11-01,,,,,,,,,,,,,,,,,,
2004-12-01,,,,,,,,,,,,,,,,,,
2005-01-01,,247060.8362074473,409963.795282107,472865.1805901506,543902.2999071665,785199.5902541257,,,,,,,,,,,,
2005-02-01,,244982.6810033655,407496.9844600909,473442.9726601939,565826.4777425989,800777.659355104,,-0.008411512063113413,-0.006017143099962263,0.0012218959943768315,0.040309036823661826,0.019839629686939197,,,,,,
2005-03-01,,237154.9728347409,400662.781379655,490217.1759443617,556817.1414025733,803935.0396350535,,-0.031952087945829266,-0.016771174612471906,0.03543025084925522,-0.015922436814849728,0.003942892565824474,,,,,,
2005-04-01,,248926.7040986552,399737.8620309427,486962.1830403226,564932.1125763775,830790.7393211041,,0.04963729464832811,-0.002308473338919592,-0.006639899750082501,0.014573853012792126,0.033405310581115844,,,,,,
2005-05-01,,254542.1398160015,412496.2130167111,474149.9820128618,561405.2469758996,853358.7867628653,,0.02255859104260982,0.031916793973298496,-0.026310464084640994,-0.006242990125651771,0.02716453900317073,,,,,,
2005-06-01,,240742.7484088364,411087.5632719802,494391.4747872943,570684.8948719946,848069.4918257763,,-0.05421260077855927,-0.003414939823153773,0.04269006336033865,0.016529321637233307,-0.0061982076227906635,,,,,,
2005-07-01,,248665.1764512162,422710.1349516319,498893.9119556359,587983.7324568457,854302.4231503032,,0.03290827281295994,0.028272739722758455,0.009107028332717038,0.030312415380700175,0.007349552583371777,,,,,,
2005-08-01,591941.0,256871.9650886344,422792.6292722501,503936.7142409747,599512.7017914037,863807.4864196779,,0.03300336924751601,0.00019515576703099669,0.010107965169531274,0.019607633167647576,0.011126110627573738,,,,,,
2005-09-01,597405.0,263862.9737082716,428005.009075609,508324.7630599595,604366.8571838216,862887.7397466829,0.009230649676234659,0.0272159268810237,0.0123284547612168,0.008707539448865154,0.00809683494263469,-0.0010647588582579637,,,,,,
2005-10-01,605211.0,268403.5022054003,433824.4467412867,512757.9843140912,606288.4053323796,869180.0809164804,0.013066512667285979,0.017207903152599124,0.013596657848108817,0.008721238027919576,0.0031794399803983797,0.007292189794751991,,,,,,
2005-11-01,614625.0,272863.3573905354,434323.5909190968,522650.1003768572,614704.2215312356,864088.784461511,0.015554905644477701,0.016616233202956243,0.0011505671973062181,0.01929197860467946,0.013880879338674212,-0.00585758528842617,,,,,,
2005-12-01,610952.0,266981.8562912491,435339.2596000714,527094.7186111422,618753.8251042101,870563.7721644053,-0.005976001627008287,-0.021554748704746052,0.002338506823507558,0.00850400340702162,0.006587889640462974,0.007493428707015859,,,,,,
2006-01-01,619525.0,284787.7823307216,453917.0679804708,518972.2651325797,617779.8428778605,874095.6066589471,0.014032198928884743,0.06669339365162008,0.042674323463190555,-0.01540985555682406,-0.001574102957966339,0.004056950917864288,,0.15270306173333137,0.10721257146162944,0.09750577212068356,0.13582870119009138,0.11321454762355487
2006-02-01,618918.0,289602.1141082442,445899.0419891952,522600.0563379371,618646.14953384,885264.4189633286,-0.0009797828981881196,0.016904980045568507,-0.017664076891729774,0.006990337343808939,0.00140229025917038,0.012777563711905637,,0.18213301006476335,0.09423887536243902,0.10382894353999594,0.09334959368103202,0.10550588995735088
2006-03-01,616509.0,278992.768270407,434025.5254180705,531482.7121129943,622580.7048784791,893372.8911113321,-0.0038922765212838772,-0.03663421405090905,-0.026628262124439472,0.01699704327875784,0.006359944772312609,0.009159378796110174,,0.1764154254729473,0.08326888742581273,0.08417807085020645,0.11810621223020035,0.11125009741692438
2006-04-01,615424.0,273728.2798583939,440141.0523783153,528049.9166686143,613424.9655818245,911199.6368515019,-0.0017599094254909797,-0.018869623197224294,0.01409024723685115,-0.0064589033022963704,-0.014706108340511004,0.019954428791759904,,0.09963405031028438,0.10107421434161057,0.08437561490250145,0.08583837230334646,0.09678598198639699
2006-05-01,617305.0,273785.8988874103,437258.2999653596,531370.5006633407,615549.045308371,911058.7421517246,0.003056429388519133,0.00021049717276633295,-0.006549610397345695,0.006288390339450167,0.0034626561449642157,-0.00015462550036138278,,0.07560146655999422,0.06002985280169182,0.12068020841752714,0.09644334217417061,0.06761511838149414
2006-06-01,621970.0,290795.0113639167,438777.8621864717,516271.3489710863,611562.1931090193,912400.3478986355,0.007557042304857431,0.06212559721164124,0.00347520497891618,-0.02841548726059351,-0.006476904204041678,0.0014725787535305734,,0.20790766611204448,0.06735863934704178,0.04425617208145738,0.07162849166735619,0.07585564236530162
2006-07-01,630988.0,298158.8808886384,442189.2159286044,516689.2681722148,635590.6568368997,913205.2241392782,0.014499091596057667,0.025323231957050885,0.00777467150492428,0.0008094952430759417,0.03929030276663448,0.000882152492046151,,0.1990375377194482,0.046081414582598956,0.03566961991342432,0.08096639711634879,0.06894841849068678
2006-08-01,643674.0,308481.0858903516,442448.3875337712,537722.8659783497,652643.2999535679,907665.7551635058,0.020104978224625425,0.0346198140097278,0.0005861101895543452,0.0407084085189946,0.026829600047195257,-0.006065962862831342,0.08739553435224123,0.20091379292368217,0.046490304940638216,0.0670444339191747,0.08862297329715396,0.05077319823380133
2006-09-01,641255.0,306185.4882937231,434706.31599309,549233.3601438551,659713.8132338157,912154.8470426701,-0.003758113579234168,-0.007441615391111878,-0.017498247838207526,0.0214059972037135,0.010833656425724092,0.004945754374478639,0.07340079175768532,0.16039580692455746,0.015657075911224227,0.08047728550078559,0.09157841035144654,0.05709561629702886
2006-10-01,642936.0,309401.8170242475,438056.0119943906,543452.3132778484,658769.8949227594,933240.8966223215,0.0026214220551885603,0.010504510675695355,0.007705652938692964,-0.01052566592912807,-0.0014307996772561227,0.023116743443303722,0.062333632402583605,0.1527488072323009,0.009754095890376124,0.05986124039553786,0.08656192189855316,0.07370258144698183
2006-11-01,644702.0,310933.2964198758,434820.0943389157,545699.063521687,663913.8543507049,932559.5069509671,0.0027467741734792384,0.0049498073746228055,-0.007386995194386903,0.00413421783097645,0.007808431240696967,-0.0007301326740185576,0.04893552979459015,0.13952015907673831,0.0011431647513511223,0.04410017931348409,0.08005416441892588,0.07924037867489075
2006-12-01,641747.0,311409.4191049478,438649.6739459723,550941.8943110151,666476.0029070341,926732.2065149427,-0.004583513002906714,0.0015312695377245333,0.008807273759688927,0.009607549544786265,0.0038591581415858833,-0.006248716990808423,0.05040494179575483,0.16640667433682443,0.007604217338316843,0.04524267623608247,0.07712627521096405,0.06451960918485122
2007-01-01,637250.0,312981.875361672,434471.8137169026,547634.0452769451,663856.3381037244,900651.7665837671,-0.007007434393927814,0.005049482001038275,-0.00952436643001886,-0.006003988929189519,-0.0039306213455296835,-0.028142369227949215,0.02861062911101242,0.09900036019877012,-0.04283878187282619,0.05522796124190421,0.07458400554349831,0.030381298936309253
2007-02-01,631371.0,312030.4320914824,430388.58752841,545014.3273457476,645807.4784977125,910829.1446896844,-0.009225578658297318,-0.0030399308876597475,-0.009398138290170333,-0.004783701732555157,-0.027187899806105142,0.01130001459334351,0.02012059755896578,0.07744528403150808,-0.03478467769652893,0.04288991311037371,0.04390446620307742,0.028878067590576872
2007-03-01,625182.0,309235.1252576004,424884.9558831141,538428.8083144344,640847.3325567191,909770.6323006408,-0.009802477465705617,-0.008958442979890013,-0.012787587321730798,-0.012083203506566775,-0.007680533450203808,-0.001162141544563955,0.014067921149569562,0.10839835446158141,-0.021059981497981828,0.01306927966447824,0.02934017635802788,0.01835486766215877
2007-04-01,620748.0,303919.4237900904,423567.8048034661,540338.2891614626,647964.0830092827,885132.1592090057,-0.007092334712131776,-0.017189837225256577,-0.003100018161175777,0.0035463942819216054,0.011105219747378436,-0.027082071257157447,0.008650946339434196,0.11029603498518736,-0.03765440075470172,0.02327123270916087,0.056305366369786336,-0.028607866584065
2007-05-01,608562.0,298242.1351348752,418491.9305413835,533160.0693447087,636756.0106090363,865089.192461098,-0.019631154671460926,-0.018680242889432375,-0.011983616801181984,-0.013284677322966676,-0.017297366774086775,-0.022644038564612723,-0.014163177035663055,0.08932613530078881,-0.04291826919114583,0.0033678359621658327,0.034452113056306244,-0.0504572839969204
2007-06-01,611137.0,296474.1169686615,424398.8435075993,536118.6888443726,630031.1698118891,866368.8620497994,0.004231286212415419,-0.00592813005920223,0.014114759533294441,0.005549214335012653,-0.010561095121371822,0.0014792342799485603,-0.017417238773574262,0.019529584012146772,-0.032770611095145896,0.038443620613155316,0.03019967046847416,-0.05045097358287076
2007-07-01,609459.0,296523.2167443043,422022.5288278091,536630.6348570809,630887.1861548051,878862.2051056518,-0.002745701863902883,0.00016561235140799546,-0.00559924871649109,0.0009549117077261027,0.0013586888775227735,0.014420350964938322,-0.03411950781948314,-0.005485881015715899,-0.045606465228793414,0.03859450527278918,-0.0074001570531291305,-0.03760712064037486
2007-08-01,605039.0,292468.2304797999,424156.1131441977,531548.5556249188,621239.0557393793,881828.8846970912,-0.007252333627036478,-0.013675105474122207,0.005055617107254218,-0.009470348694340935,-0.015292956692036008,0.0033755912749515726,-0.06002262014622306,-0.051908710591881846,-0.04134329541019588,-0.011482328061681368,-0.048118542267150954,-0.02846518150479349
2007-09-01,597872.0,285190.4488029681,427538.3939641578,527886.2316927613,615924.6778430889,858571.7671828909,-0.011845517396399274,-0.02488400762329801,0.007974141395459045,-0.006889914182631629,-0.008554481317929019,-0.026373730683803887,-0.0676532736586849,-0.0685696752244983,-0.01648911406441611,-0.03886713735943237,-0.06637595653193806,-0.05874340308940185
2007-10-01,601501.0,288858.504535432,420741.4259878357,527945.5933874936,615122.5018028154,860429.3062314662,0.006069861107394159,0.01286177621957485,-0.015897912496934508,0.0001124516821398025,-0.0013023930833274688,0.002163522165037124,-0.06444653900232677,-0.06639687086002333,-0.03952596364954486,-0.02853372690020506,-0.06625590127348135,-0.07802014533908896
2007-11-01,591770.0,280496.2781993225,416465.4084600491,524098.3374176219,615602.3209936555,838099.7537065226,-0.0161778617159406,-0.028949212866549723,-0.010163053276123657,-0.007287220535711403,0.0007800384304490482,-0.025951641074085763,-0.08210304916069755,-0.09788922116418175,-0.04221213811834623,-0.03958358653699001,-0.07276777407258239,-0.10129085869628163
2007-12-01,585818.0,281946.7250388403,411855.3814226075,516591.9900312932,604600.8357883645,836218.0300895607,-0.01005796170809603,0.005171002085407661,-0.011069411633700676,-0.014322402592068073,-0.017871091173817022,-0.0022452263094459024,-0.08715116704869674,-0.09461079934829564,-0.06108358016621929,-0.06234759896536546,-0.09283930231363557,-0.09767026093305686
2008-01-01,578448.0,275178.1277682303,410225.3042254801,508760.1598180862,603108.5988015125,825148.3262189907,-0.012580699124984163,-0.024006653277060086,-0.003957887332919796,-0.01516057229755452,-0.002468135831976248,-0.013237820128542688,-0.09227461749705768,-0.12078574054729818,-0.0558068641645445,-0.07098515111345927,-0.09150735756434147,-0.08383200163051485
2008-02-01,575471.0,270433.3269913819,409616.0302850356,500596.9784095809,606475.4767000073,827147.5332541851,-0.005146530025170848,-0.017242652297004946,-0.0014852178404617389,-0.01604524499603932,0.005582540035385719,0.0024228456529205022,-0.08853748430003916,-0.13331105181402592,-0.04826465627879417,-0.08149758035257881,-0.06090360224567226,-0.09187410385732575
2008-03-01,566874.0,271568.4735941152,408057.4706414797,492482.8764896209,599584.6303238886,815938.100060814,-0.014939067303130882,0.004197510030889973,-0.003804928343432601,-0.016208851171532923,-0.011362118734979387,-0.013551915157469785,-0.09326564104532764,-0.12180586416924011,-0.039604803626569485,-0.085333346053025,-0.06438772565098949,-0.10313866914184933
2008-04-01,559349.0,263776.0799949333,406526.6386431177,499606.3384228974,587752.6646900618,812664.6850227857,-0.01327455483934703,-0.028694028787849546,-0.0037515107760568434,0.014464385003702063,-0.019733603957518553,-0.004011842366209217,-0.09891131344764703,-0.1320854827063741,-0.04023243968756174,-0.07538231429384001,-0.09292400597203831,-0.08187192548848321
2008-05-01,558939.0,264716.6383955435,405820.4602041596,501699.4915709529,582890.9736989323,819981.7828398539,-0.0007329949637883137,0.0035657456151001465,-0.0017371024966903459,0.004189604869031305,-0.008271661335118252,0.009003833871362499,-0.0815414041625997,-0.11241032969459641,-0.03027888810384327,-0.059007753173306976,-0.08459289902671485,-0.052141917867356224
2008-06-01,559786.0,263056.4950755275,402439.7661207916,498277.5482703063,583599.7016894246,823399.6883291003,0.0015153710870059456,-0.006271397710692295,-0.008330516607435778,-0.006820703146282914,0.0012158843119405294,0.004168270028401144,-0.08402534947155871,-0.11271682747491363,-0.05174160514981352,-0.07058351324337253,-0.07369709682193615,-0.04959685833934002
2008-07-01,557571.0,256200.8794385979,397018.6421329634,497771.4948098165,604018.0044378111,819993.9161855823,-0.003956869232170868,-0.026061381358256308,-0.013470646899742644,-0.0010156055841699096,0.03498682862461866,-0.0041362320046892664,-0.08513780254291103,-0.135983744370603,-0.059247753346948984,-0.07241319731515816,-0.04258951886589901,-0.06698238765767917
2008-08-01,547958.0,251084.0178917176,390148.6341603286,489665.1473509358,599958.7598502118,816046.1500369419,-0.017240853631196762,-0.01997206862869738,-0.017303993423900765,-0.016285278573410222,-0.006720403295556454,-0.004814384681052886,-0.094342678736412,-0.1414998563098313,-0.08017679795247412,-0.07879507493862437,-0.03425460085383769,-0.07459807203156621
2008-09-01,544389.0,247326.9943922419,394655.2863164726,486111.4912812146,592474.0766877409,818780.5321718375,-0.006513272915077417,-0.014963212437901774,0.011551116065914524,-0.007257318779877009,-0.012475329411540836,0.003350768991155606,-0.08945560253699791,-0.13276550659270225,-0.0769126424946105,-0.07913587796671373,-0.038073813242018195,-0.04634584612724302
2008-10-01,546286.0,249588.7848806226,389278.7450272357,483416.7069067121,598191.1908273594,815318.1196291631,0.0034846405787039014,0.009144939855589174,-0.013623385966570978,-0.005543552092134307,0.009649559980042355,-0.004228743120565315,-0.09179535861120758,-0.13594794350253403,-0.07477913753496102,-0.08434370328780993,-0.02752510422856136,-0.05242869608879608
2008-11-01,543386.0,248758.7239405776,384308.5078837332,479196.0963799296,595999.1636226156,812292.6967680579,-0.005308574629406593,-0.003325714095855803,-0.012767810231084642,-0.008730791605837118,-0.0036644257527631563,-0.003710726878584869,-0.08176149517549047,-0.11314786229067897,-0.07721385719697926,-0.0856752212932752,-0.03184386527230443,-0.030792345212287908
2008-12-01,532880.0,247983.1078159436,375496.2688133889,473186.5426237561,576866.7695795995,802376.959133778,-0.01933432219453579,-0.0031179454225663816,-0.022930117053277188,-0.01254090716008005,-0.03210137733537277,-0.012207099329752058,-0.09036594983424884,-0.12046111625598055,-0.0882812614554872,-0.08402268762414944,-0.04587169677428815,-0.04046919551849204
2009-01-01,524467.0,242904.7057374643,366668.5853676308,461078.4131094353,580442.3933779491,797351.7252050119,-0.01578779462543156,-0.020478822623065773,-0.023509377266662468,-0.02558849084587833,0.006198352872631929,-0.006262933988273045,-0.09332040217962545,-0.1172819304081768,-0.10617755269896367,-0.0937214634213892,-0.037582295242689745,-0.033686793187049036
2009-02-01,514774.0,238104.9419511982,364806.2180561193,452606.5664473557,573171.321540693,771451.66595688,-0.01848162038793666,-0.019759863324565474,-0.005079156998531231,-0.01837398243163646,-0.012526775990535866,-0.03248260263244884,-0.10547360336142042,-0.11954290323549477,-0.10939467431910554,-0.09586636362587098,-0.05491426519095377,-0.06733486477096173
2009-03-01,507983.0,232350.6226757251,362500.5428672166,458323.9217380315,543158.3641165046,762568.0728287897,-0.013192196964104674,-0.02416715599566388,-0.006320273818764877,0.012632064389946907,-0.05236297821655356,-0.01151542412844675,-0.1038872835938851,-0.144412384837442,-0.1116434106760652,-0.0693606953303062,-0.09410892700318763,-0.06540940694894193
2009-04-01,505079.0,235486.9584931846,358055.9503199086,452333.939233201,543881.2773393884,756945.386889055,-0.005716726740855549,0.013498288841844897,-0.01226092659655964,-0.013069321108345466,0.001330943736933321,-0.007373356084627303,-0.09702350410924132,-0.10724672799099932,-0.11923127223591512,-0.09461929434066174,-0.07464260051259497,-0.06856370057740158
2009-05-01,506490.0,237450.8917603262,355608.1253987379,452945.4368233714,542196.6138551874,768861.1048649396,0.0027936223838251895,0.008339881238894398,-0.006836431342597926,0.0013518720067899892,-0.003097483870822204,0.015741846350179278,-0.09383671563444307,-0.10299974644765786,-0.12373041709173793,-0.09717780377835294,-0.06981470237136289,-0.062343675243451635
2009-06-01,499067.0,229438.1891653678,355466.6986358563,446869.6975299739,538670.8791650808,774477.6898198895,-0.014655768129676838,-0.033744672574429035,-0.00039770396900540295,-0.013413843698279138,-0.006502686663860779,0.007305070993201657,-0.10846823607592904,-0.12779880572995317,-0.11672074044202796,-0.10317111601513418,-0.07698568452705201,-0.059414642976713616
2009-07-01,491211.0,225881.5716444126,353379.5624050361,436351.8176420054,535723.654179132,754879.4477066195,-0.0157413734027696,-0.015501419070178324,-0.005871538005753463,-0.023536793714375892,-0.005471290726755007,-0.025305108682766142,-0.11901623291024821,-0.11834193489352085,-0.1099169537568272,-0.12338930173427809,-0.11306674595278665,-0.07940847754317482
2009-08-01,486967.0,220668.8632019339,343276.0903558001,443178.9602972915,538146.9228256702,763955.2466870283,-0.008639871664111731,-0.02307717448807478,-0.028590991455401782,0.015645959015775812,0.004523355703326848,0.012022845512593694,-0.11130597600546033,-0.12113536713794548,-0.12014022272667135,-0.09493464524712902,-0.10302680977601486,-0.06383328117846698
2009-09-01,485550.0,220760.0826346792,343076.8883000039,441695.1431695034,535409.2803754867,760125.950140319,-0.002909848100590029,0.0004133770003691417,-0.0005802969137458369,-0.00334812177634225,-0.005087165482260625,-0.005012461873016183,-0.1080826394361385,-0.10741614283893974,-0.13069227704480346,-0.09137070180062123,-0.09631610657343537,-0.07163651274894833
2009-10-01,485931.0,221616.5928260231,342896.7080978891,447986.0348422665,528438.5790123377,730556.4443432201,0.00078467717021935,0.0038798236579811185,-0.0005251889831682233,0.01424261002197369,-0.01301938837941019,-0.03890079767917454,-0.11048242129580477,-0.11207311285232036,-0.11914864996315566,-0.07329219606653525,-0.11660588267531447,-0.10396147619593654
2009-11-01,482956.0,220941.2769960034,334990.9995235191,433285.1360843502,527930.4215586608,767165.4273341388,-0.006122268387898644,-0.0030472259383115263,-0.023055656084377207,-0.032815529089187945,-0.0009616206572704566,0.05011109446010109,-0.11121007902301494,-0.11182501061236794,-0.1283279119470715,-0.09580829360341658,-0.11420945903718693,-0.055555429235632725
2009-12-01,484660.0,221410.2356526968,335601.6650042626,436791.8785883539,532626.100386754,768906.3986482829,0.0035282717266169605,0.0021225488648817237,0.0018229310089288298,0.008093382883370026,0.008894503207884208,0.002269355802690276,-0.09048941600360305,-0.10715597686181733,-0.1062450072678427,-0.07691398794563897,-0.07669131162657628,-0.04171425924496752
2010-01-01,480982.0,212993.8442899732,340739.8430264083,429159.0382734421,539701.1194743185,765760.4546175721,-0.0075888251557793,-0.03801265708386459,0.015310347229893662,-0.017474776178485807,0.013283275232714109,-0.004091452530816775,-0.08291274760852452,-0.12313825438943649,-0.07071438180400902,-0.06922764963281258,-0.07019003844039073,-0.03962024485407256
2010-02-01,475736.0,204022.1318893973,338782.1735985078,436225.9007675074,532638.7173957371,768364.9363839607,-0.010906853063108346,-0.042121932821502894,-0.005745349327254123,0.016466768409436616,-0.013085765109141057,0.003401170366899242,-0.07583522089305206,-0.14314196833758486,-0.07133662522607576,-0.0361918427486041,-0.07071638552327386,-0.004001196327822587
2010-03-01,475071.0,205428.7900304494,338595.10684772,432281.353792407,536295.9607556324,772350.4261204279,-0.0013978340928582078,0.006894635047802744,-0.0005521741265215319,-0.009042441010862046,0.006866273968548331,0.005186975026767238,-0.06478956972969563,-0.11586727134727137,-0.0659459316403096,-0.05682131503602783,-0.012634258835421797,0.012828170546597795
2010-04-01,476067.0,210480.0897660239,335118.3013600241,435500.2502559282,532233.4023954985,753036.8597471403,0.0020965287293899237,0.024589054605373528,-0.010268327620161277,0.007446299580774918,-0.007575217151383762,-0.02500622220188453,-0.057440519205906426,-0.10619215980015484,-0.06406163321511815,-0.037215180019012806,-0.021416208700674733,-0.005163552364032764
2010-05-01,478068.0,211844.7129424693,333451.7056922846,435209.6782501644,527750.6374325536,742298.4795220357,0.004203189887137748,0.006483383668081544,-0.004973156228638809,-0.0006672143255785912,-0.008422554734010879,-0.014260099072322174,-0.0561156192619795,-0.1078377875443095,-0.06230571835671539,-0.03915650127219006,-0.02664342796226349,-0.03454801546707187
2010-06-01,478519.0,211203.4936667167,331818.9949041862,436913.5739412276,531676.6409305949,724454.8086460617,0.0009433804396026257,-0.0030268363408566534,-0.004896393571322988,0.003915114429242417,0.007439126018190745,-0.02403840418407366,-0.04117282849797721,-0.0794754158624762,-0.06652579221181842,-0.02227970176491667,-0.012984251618217701,-0.06458918291818194
2010-07-01,472982.0,208790.480880968,329044.4349723742,438279.5823452205,513266.0205196681,749366.7579191227,-0.01157111838819358,-0.011425060939363463,-0.008361666976338111,0.003126495685795927,-0.03462747654044496,0.03438716808246345,-0.037110325298089775,-0.07566394477876981,-0.06886399221008022,0.004417913768831161,-0.04192018307251111,-0.007302741920242717
2010-08-01,472219.0,210123.6999150676,328023.757788186,435019.1070212886,519652.1976391661,744670.7555516793,-0.0016131692115133323,0.006385439740711485,-0.003101943311315525,-0.007439258991909226,0.01244223631447916,-0.006266627546281156,-0.030285419751235665,-0.04778727335544586,-0.044431677580006546,-0.01841209535427668,-0.034367427187715016,-0.02524295921649633
