input_model,input_column,tags,output_model,output_columns
model.amazon_ads_source.stg_amazon_ads__keyword_history_tmp,state,"{""Cleaning"":""Cast to TEXT data type""}",model.amazon_ads_source.stg_amazon_ads__keyword_history,"{""state"":""Directly mapped after casting to TEXT""}"
model.amazon_ads_source.stg_amazon_ads__keyword_history_tmp,native_language_locale,"{""Cleaning"":""Cast to TEXT data type""}",model.amazon_ads_source.stg_amazon_ads__keyword_history,"{""native_language_locale"":""Directly mapped after casting to TEXT""}"
model.amazon_ads_source.stg_amazon_ads__advertised_product_report_tmp,ad_group_id,"{""Cleaning"":""The column is cast to TEXT type""}",model.amazon_ads_source.stg_amazon_ads__advertised_product_report,"{""ad_group_id"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__advertised_product_report_tmp,ad_id,"{""Cleaning"":""The column is cast to TEXT type""}",model.amazon_ads_source.stg_amazon_ads__advertised_product_report,"{""ad_id"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__advertised_product_report_tmp,campaign_id,"{""Cleaning"":""The column is cast to TEXT type""}",model.amazon_ads_source.stg_amazon_ads__advertised_product_report,"{""campaign_id"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__advertised_product_report_tmp,date,"{""Cleaning"":""The column is cast to DATE type""}",model.amazon_ads_source.stg_amazon_ads__advertised_product_report,"{""date_day"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__advertised_product_report_tmp,campaign_budget_amount,"{""Cleaning"":""The column is cast to FLOAT type""}",model.amazon_ads_source.stg_amazon_ads__advertised_product_report,"{""campaign_budget_amount"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__advertised_product_report_tmp,campaign_budget_currency_code,"{""Cleaning"":""The column is cast to TEXT type""}",model.amazon_ads_source.stg_amazon_ads__advertised_product_report,"{""campaign_budget_currency_code"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__advertised_product_report_tmp,campaign_budget_type,"{""Cleaning"":""The column is cast to TEXT type""}",model.amazon_ads_source.stg_amazon_ads__advertised_product_report,"{""campaign_budget_type"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__advertised_product_report_tmp,clicks,"{""Cleaning"":""The column is cast to INTEGER type""}",model.amazon_ads_source.stg_amazon_ads__advertised_product_report,"{""clicks"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__advertised_product_report_tmp,cost,"{""Cleaning"":""The column is cast to FLOAT type""}",model.amazon_ads_source.stg_amazon_ads__advertised_product_report,"{""cost"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__advertised_product_report_tmp,impressions,"{""Cleaning"":""The column is cast to INTEGER type""}",model.amazon_ads_source.stg_amazon_ads__advertised_product_report,"{""impressions"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__advertised_product_report_tmp,advertised_asin,"{""Cleaning"":""The column is cast to TEXT type""}",model.amazon_ads_source.stg_amazon_ads__advertised_product_report,"{""advertised_asin"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__advertised_product_report_tmp,advertised_sku,"{""Cleaning"":""The column is cast to TEXT type""}",model.amazon_ads_source.stg_amazon_ads__advertised_product_report,"{""advertised_sku"":""Directly mapped after casting""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history_tmp,id,"{""Cleaning"":""cast to TEXT data type""}",model.amazon_ads_source.stg_amazon_ads__ad_group_history,"{""ad_group_id"":""directly copied after casting""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history_tmp,last_updated_date,"{""Cleaning"":""cast to timestamp data type"",""Deduplication"":""used in window function to determine the most recent record""}",model.amazon_ads_source.stg_amazon_ads__ad_group_history,"{""last_updated_date"":""directly copied after casting"",""is_most_recent_record"":""used to determine this flag""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history_tmp,campaign_id,"{""Cleaning"":""cast to TEXT data type""}",model.amazon_ads_source.stg_amazon_ads__ad_group_history,"{""campaign_id"":""directly copied after casting""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history_tmp,creation_date,"{""Cleaning"":""cast to timestamp data type""}",model.amazon_ads_source.stg_amazon_ads__ad_group_history,"{""creation_date"":""directly copied after casting""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history_tmp,default_bid,"{""Cleaning"":""cast to float data type""}",model.amazon_ads_source.stg_amazon_ads__ad_group_history,"{""default_bid"":""directly copied after casting""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history_tmp,name,"{""Cleaning"":""cast to TEXT data type""}",model.amazon_ads_source.stg_amazon_ads__ad_group_history,"{""ad_group_name"":""directly copied after casting and renaming""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history_tmp,serving_status,"{""Cleaning"":""cast to TEXT data type""}",model.amazon_ads_source.stg_amazon_ads__ad_group_history,"{""serving_status"":""directly copied after casting""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history_tmp,state,"{""Cleaning"":""cast to TEXT data type""}",model.amazon_ads_source.stg_amazon_ads__ad_group_history,"{""state"":""directly copied after casting""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history,campaign_id,"{""Integration"":""used to join with the report table""}",model.amazon_ads.amazon_ads__portfolio_report,
model.amazon_ads_source.stg_amazon_ads__campaign_history,portfolio_id,"{""Integration"":""used to join with the portfolios table""}",model.amazon_ads.amazon_ads__portfolio_report,
model.amazon_ads_source.stg_amazon_ads__campaign_history,profile_id,"{""Integration"":""used to join with the account_info table""}",model.amazon_ads.amazon_ads__portfolio_report,
model.amazon_ads_source.stg_amazon_ads__campaign_history,is_most_recent_record,"{""Filtering"":""the column is filtered to select only the most recent records""}",model.amazon_ads.amazon_ads__portfolio_report,
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,campaign_id,"{""Integration"":""Used as a key to join with the campaigns table""}",model.amazon_ads.amazon_ads__portfolio_report,
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,clicks,"{""Aggregation"":""Summed up in the final select statement""}",model.amazon_ads.amazon_ads__portfolio_report,"{""clicks"":""Aggregated sum of clicks""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,cost,"{""Aggregation"":""Summed up in the final select statement""}",model.amazon_ads.amazon_ads__portfolio_report,"{""cost"":""Aggregated sum of cost""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,date_day,"{""Direct"":""Directly selected in the final output""}",model.amazon_ads.amazon_ads__portfolio_report,"{""date_day"":""Directly copied to output""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,impressions,"{""Aggregation"":""Summed up in the final select statement""}",model.amazon_ads.amazon_ads__portfolio_report,"{""impressions"":""Aggregated sum of impressions""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,portfolio_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join with other tables""}",model.amazon_ads.amazon_ads__portfolio_report,"{""portfolio_id"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,budget_amount,"{""Direct"":""The column is directly copied without any transformation""}",model.amazon_ads.amazon_ads__portfolio_report,"{""budget_amount"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,budget_currency_code,"{""Direct"":""The column is directly copied without any transformation""}",model.amazon_ads.amazon_ads__portfolio_report,"{""budget_currency_code"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,budget_end_date,"{""Direct"":""The column is directly copied without any transformation""}",model.amazon_ads.amazon_ads__portfolio_report,"{""budget_end_date"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,budget_policy,"{""Direct"":""The column is directly copied without any transformation""}",model.amazon_ads.amazon_ads__portfolio_report,"{""budget_policy"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,budget_start_date,"{""Direct"":""The column is directly copied without any transformation""}",model.amazon_ads.amazon_ads__portfolio_report,"{""budget_start_date"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,in_budget,"{""Direct"":""The column is directly copied without any transformation""}",model.amazon_ads.amazon_ads__portfolio_report,"{""in_budget"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,portfolio_name,"{""Direct"":""The column is directly copied without any transformation""}",model.amazon_ads.amazon_ads__portfolio_report,"{""portfolio_name"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,profile_id,"{""Integration"":""The column is used indirectly for joining with other tables""}",model.amazon_ads.amazon_ads__portfolio_report,
model.amazon_ads_source.stg_amazon_ads__portfolio_history,serving_status,"{""Direct"":""The column is directly copied without any transformation""}",model.amazon_ads.amazon_ads__portfolio_report,"{""serving_status"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,state,"{""Direct"":""The column is directly copied without any transformation""}",model.amazon_ads.amazon_ads__portfolio_report,"{""state"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,is_most_recent_record,"{""Filtering"":""The column is used to filter for the most recent records""}",model.amazon_ads.amazon_ads__portfolio_report,
model.amazon_ads_source.stg_amazon_ads__profile,profile_id,"{""Integration"":""used as a key to join with the campaigns table"",""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__portfolio_report,"{""profile_id"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,account_id,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__portfolio_report,"{""account_id"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,account_name,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__portfolio_report,"{""account_name"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,country_code,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__portfolio_report,"{""country_code"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,_fivetran_deleted,"{""Filtering"":""used to filter out deleted records (where _fivetran_deleted = False)""}",model.amazon_ads.amazon_ads__portfolio_report,
model.amazon_ads_source.stg_amazon_ads__campaign_history,campaign_id,"{""Integration"":""used as a key to join with the report table""}",model.amazon_ads.amazon_ads__account_report,
model.amazon_ads_source.stg_amazon_ads__campaign_history,profile_id,"{""Integration"":""used as a key to join with the account_info table""}",model.amazon_ads.amazon_ads__account_report,"{""profile_id"":""Directly copied to the output""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history,is_most_recent_record,"{""Filtering"":""the column is filtered to include only the most recent records (where is_most_recent_record = True)""}",model.amazon_ads.amazon_ads__account_report,
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,campaign_id,"{""Integration"":""Used as a key to join with the campaigns table""}",model.amazon_ads.amazon_ads__account_report,
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,clicks,"{""Aggregation"":""Summed up in the fields CTE""}",model.amazon_ads.amazon_ads__account_report,"{""clicks"":""Directly mapped after aggregation""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,cost,"{""Aggregation"":""Summed up in the fields CTE""}",model.amazon_ads.amazon_ads__account_report,"{""cost"":""Directly mapped after aggregation""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,date_day,"{""Direct"":""Copied without transformation"",""Aggregation"":""Used in the GROUP BY clause""}",model.amazon_ads.amazon_ads__account_report,"{""date_day"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report,impressions,"{""Aggregation"":""Summed up in the fields CTE""}",model.amazon_ads.amazon_ads__account_report,"{""impressions"":""Directly mapped after aggregation""}"
model.amazon_ads_source.stg_amazon_ads__profile,profile_id,"{""Integration"":""Used as a key to join with other tables"",""Direct"":""Directly copied to the output""}",model.amazon_ads.amazon_ads__account_report,"{""profile_id"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,account_id,"{""Direct"":""Directly copied to the output""}",model.amazon_ads.amazon_ads__account_report,"{""account_id"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,account_name,"{""Direct"":""Directly copied to the output""}",model.amazon_ads.amazon_ads__account_report,"{""account_name"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,country_code,"{""Direct"":""Directly copied to the output""}",model.amazon_ads.amazon_ads__account_report,"{""country_code"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,_fivetran_deleted,"{""Filtering"":""The column is filtered to include only non-deleted records (where _fivetran_deleted = False)""}",model.amazon_ads.amazon_ads__account_report,
model.amazon_ads.int_amazon_ads__portfolio_history,portfolio_id,"{""Integration"":""used as a key to join with campaigns table"",""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__search_report,"{""portfolio_id"":""directly copied""}"
model.amazon_ads.int_amazon_ads__portfolio_history,portfolio_name,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__search_report,"{""portfolio_name"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history,ad_group_id,"{""Integration"":""used as a key to join with the report table"",""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__search_report,"{""ad_group_id"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history,campaign_id,"{""Integration"":""used as a key to join with the campaigns table""}",model.amazon_ads.amazon_ads__search_report,
model.amazon_ads_source.stg_amazon_ads__ad_group_history,ad_group_name,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__search_report,"{""ad_group_name"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__ad_group_history,is_most_recent_record,"{""Filtering"":""the column is filtered to include only the most recent records""}",model.amazon_ads.amazon_ads__search_report,
model.amazon_ads_source.stg_amazon_ads__campaign_history,campaign_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as a key to join with other tables""}",model.amazon_ads.amazon_ads__search_report,"{""campaign_id"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history,campaign_name,"{""Direct"":""The column is directly copied without any transformation""}",model.amazon_ads.amazon_ads__search_report,"{""campaign_name"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__campaign_history,portfolio_id,"{""Integration"":""Used as a key to join with the portfolios table""}",model.amazon_ads.amazon_ads__search_report,
model.amazon_ads_source.stg_amazon_ads__campaign_history,profile_id,"{""Integration"":""Used as a key to join with the account_info table""}",model.amazon_ads.amazon_ads__search_report,
model.amazon_ads_source.stg_amazon_ads__campaign_history,is_most_recent_record,"{""Filtering"":""The column is filtered to include only the most recent records (where is_most_recent_record = True)""}",model.amazon_ads.amazon_ads__search_report,
model.amazon_ads_source.stg_amazon_ads__keyword_history,keyword_id,"{""Integration"":""used to join with the report table"",""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__search_report,"{""keyword_id"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__keyword_history,keyword_text,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__search_report,"{""keyword_text"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__keyword_history,match_type,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__search_report,"{""match_type"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__keyword_history,serving_status,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__search_report,"{""serving_status"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__keyword_history,state,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__search_report,"{""state"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__keyword_history,is_most_recent_record,"{""Filtering"":""the query filters for the most recent records (where is_most_recent_record = True)""}",model.amazon_ads.amazon_ads__search_report,
model.amazon_ads_source.stg_amazon_ads__profile,profile_id,"{""Integration"":""used as a key to join with the campaigns table"",""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__search_report,"{""profile_id"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,account_id,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__search_report,"{""account_id"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,account_name,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__search_report,"{""account_name"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,country_code,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__search_report,"{""country_code"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__profile,_fivetran_deleted,"{""Filtering"":""the column is filtered to include only non-deleted records (where _fivetran_deleted = False)""}",model.amazon_ads.amazon_ads__search_report,
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,ad_group_id,"{""Direct"":""directly copied to the output"",""Integration"":""used to join with ad_groups table""}",model.amazon_ads.amazon_ads__search_report,"{""ad_group_id"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,campaign_id,"{""Direct"":""directly copied to the output"",""Integration"":""used to join with campaigns table""}",model.amazon_ads.amazon_ads__search_report,"{""campaign_id"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,clicks,"{""Aggregation"":""summed up in the final select statement""}",model.amazon_ads.amazon_ads__search_report,"{""clicks"":""aggregated sum""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,cost,"{""Aggregation"":""summed up in the final select statement""}",model.amazon_ads.amazon_ads__search_report,"{""cost"":""aggregated sum""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,date_day,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__search_report,"{""date_day"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,impressions,"{""Aggregation"":""summed up in the final select statement""}",model.amazon_ads.amazon_ads__search_report,"{""impressions"":""aggregated sum""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,keyword_id,"{""Direct"":""directly copied to the output"",""Integration"":""used to join with keywords table""}",model.amazon_ads.amazon_ads__search_report,"{""keyword_id"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,search_term,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__search_report,"{""search_term"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,targeting,"{""Direct"":""directly copied to the output""}",model.amazon_ads.amazon_ads__search_report,"{""targeting"":""directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,portfolio_id,"{""Direct"":""This column is directly copied without any transformation""}",model.amazon_ads.int_amazon_ads__portfolio_history,"{""portfolio_id"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,budget_amount,"{""Direct"":""This column is directly copied without any transformation""}",model.amazon_ads.int_amazon_ads__portfolio_history,"{""budget_amount"":""Directly copied""}"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,budget_currency_code,"{""Direct"":""This column is directly copied without any transformation""}",model.amazon_ads.int_amazon_ads__portfolio_history,"{""budget_currency_code"":""Directly copied""}"
