model_name,summary,tags
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report,"This SQL query performs data type casting and column renaming on a staging table for Amazon Ads search term and keyword report data. It creates a CTE structure to organize the transformations, casting various columns to appropriate data types (integer, float, text, date) and renaming some columns. The query also adds a 'source_relation' column and adjusts some column names in the final select statement.","[""Cleaning"",""Other""]"
model.amazon_ads_source.stg_amazon_ads__ad_group_level_report,"This SQL query performs data type casting and column renaming for a staging table. It selects data from a temporary table, casts columns to specific data types (integer, text, float, date), and renames the 'date' column to 'date_day'. The query also adds a 'source_relation' column and casts the 'ad_group_id' to TEXT in the final selection.","[""Cleaning"",""Other""]"
model.amazon_ads_source.stg_amazon_ads__profile,"This SQL query stages data from a temporary table, casts all fields to specific data types (mostly to null or empty values), and then formats the final output by renaming some columns and casting certain fields. It appears to be preparing a standardized structure for Amazon Ads profile data.","[""Cleaning"",""Other""]"
model.amazon_ads_source.stg_amazon_ads__campaign_history,"This SQL query stages data from an Amazon Ads campaign history source. It casts various fields to specific data types, renames some columns, and adds a source relation column. The query also includes logic to identify the most recent record for each campaign using a window function. The final output includes all transformed columns along with a boolean flag indicating if each record is the most recent for that campaign.","[""Cleaning"",""Deduplication"",""Other""]"
model.amazon_ads_source.stg_amazon_ads__portfolio_history,"This SQL query stages data from a temporary table, casts columns to specific data types, renames some columns, and adds a source_relation column. It then creates a final table with transformed columns, including a new column to identify the most recent record for each portfolio. The query focuses on preparing Amazon Ads portfolio history data for further analysis or integration.","[""Cleaning"",""Deduplication"",""Other""]"
model.amazon_ads_source.stg_amazon_ads__campaign_history_tmp,"This SQL query creates an empty result set with a single column named '_dbt_source_relation' of TEXT data type. It doesn't retrieve any actual data from the 'model.amazon_ads_source.stg_amazon_ads__campaign_history_tmp' model, as it limits the results to 0 rows. This query appears to be a placeholder or template for generating a schema without any data.","[""Other""]"
model.amazon_ads_source.stg_amazon_ads__keyword_history_tmp,This SQL query creates an empty result set with a single column named '_dbt_source_relation' of TEXT data type. It doesn't perform any actual data manipulation or retrieval from the 'model.amazon_ads_source.stg_amazon_ads__keyword_history_tmp' model. The query is likely used as a placeholder or for testing purposes.,"[""Other""]"
model.amazon_ads_source.stg_amazon_ads__profile_tmp,This SQL query creates an empty result set with a single column named '_dbt_source_relation' of TEXT data type. It's likely used as a placeholder or template for further development or testing purposes.,"[""Other""]"
model.amazon_ads_source.stg_amazon_ads__ad_group_history_tmp,This SQL query creates an empty result set with a single column named '_dbt_source_relation' of TEXT data type. It's likely used as a placeholder or template for further development or testing purposes.,"[""Other""]"
model.amazon_ads_source.stg_amazon_ads__advertised_product_report_tmp,This SQL query creates an empty result set with a single column named '_dbt_source_relation' of type TEXT. It doesn't perform any actual data manipulation or retrieval from the mentioned model. The query is likely used as a placeholder or template for further development.,"[""Other""]"
model.amazon_ads_source.stg_amazon_ads__search_term_ad_keyword_report_tmp,"This SQL query creates an empty result set with a single column named '_dbt_source_relation' of type TEXT. The query doesn't actually select any data from a table; instead, it creates a dummy result with zero rows. This type of query is often used as a placeholder or template in data modeling tools like dbt.","[""Other""]"
model.amazon_ads_source.stg_amazon_ads__portfolio_history_tmp,"This SQL query creates an empty result set with a single column named '_dbt_source_relation' of TEXT data type. It's likely used as a placeholder or template for further operations in a dbt (data build tool) project, specifically for staging Amazon Ads portfolio history data.","[""Other""]"
model.amazon_ads_source.stg_amazon_ads__ad_group_level_report_tmp,This SQL query creates an empty result set with a single column named '_dbt_source_relation' of TEXT data type. The query doesn't select any actual data; it's used to define the structure of the result set without populating it with any rows.,"[""Other""]"
model.amazon_ads_source.stg_amazon_ads__product_ad_history_tmp,This SQL query creates an empty result set with a single column named '_dbt_source_relation' of TEXT data type. It doesn't perform any actual data manipulation or retrieval from the 'model.amazon_ads_source.stg_amazon_ads__product_ad_history_tmp' model. The query is likely used as a placeholder or template for future development.,"[""Other""]"
model.amazon_ads_source.stg_amazon_ads__targeting_keyword_report_tmp,"This SQL query creates an empty result set with a single column named '_dbt_source_relation' of type TEXT. It's likely used as a placeholder or template for further development, as it doesn't retrieve any actual data.","[""Other""]"
model.amazon_ads_source.stg_amazon_ads__campaign_level_report_tmp,This SQL query creates an empty result set with a single column named '_dbt_source_relation' of TEXT data type. It's likely used as a placeholder or template for further development or testing purposes.,"[""Other""]"
