input_model,input_column,tags,output_model,output_columns
model.linkedin_source.stg_linkedin_ads__campaign_history,status,"{""Direct"":""The status is directly copied to the output"",""Filtering"":""Only the latest version of the campaign is used (is_latest_version = true)""}",model.linkedin.linkedin_ads__creative_report,"{""campaign_status"":""Directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,is_latest_version,"{""Filtering"":""Only records where is_latest_version is true are included in the CTE""}",model.linkedin.linkedin_ads__creative_report,
model.linkedin_source.stg_linkedin_ads__creative_history,source_relation,"{""Integration"":""Used as part of the join condition with other tables"",""Direct"":""Directly copied to the output""}",model.linkedin.linkedin_ads__creative_report,"{""source_relation"":""Directly copied""}"
model.linkedin_source.stg_linkedin_ads__creative_history,creative_id,"{""Integration"":""Used as the key to join with the report table"",""Direct"":""Directly copied to the output""}",model.linkedin.linkedin_ads__creative_report,"{""creative_id"":""Directly copied""}"
model.linkedin_source.stg_linkedin_ads__creative_history,last_modified_at,"{""Direct"":""Directly copied to the output""}",model.linkedin.linkedin_ads__creative_report,"{""last_modified_at"":""Directly copied""}"
model.linkedin_source.stg_linkedin_ads__creative_history,created_at,"{""Direct"":""Directly copied to the output""}",model.linkedin.linkedin_ads__creative_report,"{""created_at"":""Directly copied""}"
model.linkedin_source.stg_linkedin_ads__creative_history,campaign_id,"{""Integration"":""Used to join with the campaign table""}",model.linkedin.linkedin_ads__creative_report,
model.linkedin_source.stg_linkedin_ads__creative_history,status,"{""Direct"":""Directly copied to the output""}",model.linkedin.linkedin_ads__creative_report,"{""creative_status"":""Directly copied and renamed""}"
model.linkedin_source.stg_linkedin_ads__creative_history,click_uri,"{""Direct"":""Directly copied to the output""}",model.linkedin.linkedin_ads__creative_report,"{""click_uri"":""Directly copied""}"
model.linkedin_source.stg_linkedin_ads__creative_history,is_latest_version,"{""Filtering"":""This column is used to filter for the latest version of the creative in the CTE""}",model.linkedin.linkedin_ads__creative_report,
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_creative_tmp,_dbt_source_relation,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is renamed to 'source_relation'""}",model.linkedin_source.stg_linkedin_ads__ad_analytics_by_creative,"{""source_relation"":""It is directly mapped to this output column after being renamed""}"
model.linkedin_source.stg_linkedin_ads__campaign_history_tmp,_dbt_source_relation,"{""Cleaning"":""The column is cleaned by casting it to TEXT type"",""Direct"":""The column is directly copied to the output""}",model.linkedin_source.stg_linkedin_ads__campaign_history,"{""source_relation"":""It is directly mapped to this output column after casting to TEXT""}"
model.linkedin_source.stg_linkedin_ads__campaign_group_history_tmp,_dbt_source_relation,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cleaned by casting it as TEXT""}",model.linkedin_source.stg_linkedin_ads__campaign_group_history,"{""source_relation"":""It is directly mapped to the 'source_relation' output column after being cast as TEXT""}"
model.linkedin_source.stg_linkedin_ads__account_history,source_relation,"{""Integration"":""used as part of the join condition with other tables"",""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__url_report,"{""source_relation"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__account_history,account_id,"{""Integration"":""used as the key to join with other tables"",""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__url_report,"{""account_id"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__account_history,account_name,"{""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__url_report,"{""account_name"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__account_history,currency,"{""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__url_report,"{""currency"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__account_history,is_latest_version,"{""Filtering"":""used to filter for the latest version of the account""}",model.linkedin.linkedin_ads__url_report,
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_creative,source_relation,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as part of the join condition with other tables"",""Aggregation"":""Used in the GROUP BY clause""}",model.linkedin.linkedin_ads__url_report,"{""source_relation"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_creative,creative_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as the key to join with the creative table"",""Aggregation"":""Used in the GROUP BY clause""}",model.linkedin.linkedin_ads__url_report,"{""creative_id"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_creative,date_day,"{""Direct"":""The column is directly copied without any transformation"",""Aggregation"":""Used in the GROUP BY clause""}",model.linkedin.linkedin_ads__url_report,"{""date_day"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_creative,clicks,"{""Aggregation"":""The column is summed up in the final SELECT statement""}",model.linkedin.linkedin_ads__url_report,"{""clicks"":""Summed up to produce the total clicks in the output""}"
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_creative,impressions,"{""Aggregation"":""The column is summed up in the final SELECT statement""}",model.linkedin.linkedin_ads__url_report,"{""impressions"":""Summed up to produce the total impressions in the output""}"
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_creative,cost,"{""Aggregation"":""The column is summed up in the final SELECT statement""}",model.linkedin.linkedin_ads__url_report,"{""cost"":""Summed up to produce the total cost in the output""}"
model.linkedin_source.stg_linkedin_ads__campaign_group_history,source_relation,"{""Integration"":""used as part of the join condition with other tables"",""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__url_report,"{""source_relation"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_group_history,campaign_group_id,"{""Integration"":""used as the key to join with the campaign table"",""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__url_report,"{""campaign_group_id"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_group_history,campaign_group_name,"{""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__url_report,"{""campaign_group_name"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_group_history,is_latest_version,"{""Filtering"":""This column is used to filter the campaign group history to only include the latest version of each campaign group.""}",model.linkedin.linkedin_ads__url_report,
model.linkedin_source.stg_linkedin_ads__campaign_history,source_relation,"{""Integration"":""used as part of the join condition with other tables"",""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__url_report,"{""source_relation"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,campaign_id,"{""Integration"":""used as the key to join with the creative table"",""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__url_report,"{""campaign_id"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,account_id,"{""Integration"":""used to join with the account table""}",model.linkedin.linkedin_ads__url_report,
model.linkedin_source.stg_linkedin_ads__campaign_history,campaign_group_id,"{""Integration"":""used to join with the campaign_group table""}",model.linkedin.linkedin_ads__url_report,
model.linkedin_source.stg_linkedin_ads__campaign_history,campaign_name,"{""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__url_report,"{""campaign_name"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,is_latest_version,"{""Filtering"":""This column is used to filter for the latest version of each campaign""}",model.linkedin.linkedin_ads__url_report,
model.linkedin_source.stg_linkedin_ads__creative_history,source_relation,"{""Integration"":""used as part of the join condition with other tables"",""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__url_report,"{""source_relation"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__creative_history,creative_id,"{""Integration"":""used as the key to join with the report table"",""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__url_report,"{""creative_id"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__creative_history,campaign_id,"{""Integration"":""used as the key to join with the campaign table""}",model.linkedin.linkedin_ads__url_report,
model.linkedin_source.stg_linkedin_ads__creative_history,click_uri,"{""Filtering"":""used in the WHERE clause to filter out null values"",""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__url_report,"{""click_uri"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__creative_history,base_url,"{""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__url_report,"{""base_url"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__creative_history,url_host,"{""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__url_report,"{""url_host"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__creative_history,url_path,"{""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__url_report,"{""url_path"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__creative_history,utm_source,"{""Direct"":""The column is directly copied without any transformation""}",model.linkedin.linkedin_ads__url_report,"{""utm_source"":""Directly copied to the output column""}"
model.linkedin_source.stg_linkedin_ads__creative_history,utm_medium,"{""Direct"":""The column is directly copied without any transformation""}",model.linkedin.linkedin_ads__url_report,"{""utm_medium"":""Directly copied to the output column""}"
model.linkedin_source.stg_linkedin_ads__creative_history,utm_campaign,"{""Direct"":""The column is directly copied without any transformation""}",model.linkedin.linkedin_ads__url_report,"{""utm_campaign"":""Directly copied to the output column""}"
model.linkedin_source.stg_linkedin_ads__creative_history,utm_content,"{""Direct"":""The column is directly copied without any transformation""}",model.linkedin.linkedin_ads__url_report,"{""utm_content"":""Directly copied to the output column""}"
model.linkedin_source.stg_linkedin_ads__creative_history,utm_term,"{""Direct"":""The column is directly copied without any transformation""}",model.linkedin.linkedin_ads__url_report,"{""utm_term"":""Directly copied to the output column""}"
model.linkedin_source.stg_linkedin_ads__creative_history,is_latest_version,"{""Filtering"":""The column is used to filter only the latest version of creatives""}",model.linkedin.linkedin_ads__url_report,
model.linkedin_source.stg_linkedin_ads__account_history_tmp,_dbt_source_relation,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as part of the source information""}",model.linkedin_source.stg_linkedin_ads__account_history,"{""source_relation"":""It is directly mapped to the 'source_relation' output column""}"
model.linkedin_source.stg_linkedin_ads__account_history,source_relation,"{""Integration"":""used as part of the join condition with other tables"",""Direct"":""copied directly to the output""}",model.linkedin.linkedin_ads__campaign_report,"{""source_relation"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__account_history,account_id,"{""Integration"":""used as the key to join with other tables"",""Direct"":""copied directly to the output""}",model.linkedin.linkedin_ads__campaign_report,"{""account_id"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__account_history,account_name,"{""Direct"":""copied directly to the output""}",model.linkedin.linkedin_ads__campaign_report,"{""account_name"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__account_history,currency,"{""Direct"":""copied directly to the output""}",model.linkedin.linkedin_ads__campaign_report,"{""currency"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__account_history,is_latest_version,"{""Filtering"":""used to filter for the latest version of account data""}",model.linkedin.linkedin_ads__campaign_report,
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_campaign,source_relation,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join with other tables"",""Aggregation"":""The column is grouped by in the final SELECT""}",model.linkedin.linkedin_ads__campaign_report,"{""source_relation"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_campaign,campaign_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join with the campaign table"",""Aggregation"":""The column is grouped by in the final SELECT""}",model.linkedin.linkedin_ads__campaign_report,"{""campaign_id"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_campaign,date_day,"{""Direct"":""The column is directly copied without any transformation"",""Aggregation"":""The column is grouped by in the final SELECT""}",model.linkedin.linkedin_ads__campaign_report,"{""date_day"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_campaign,clicks,"{""Aggregation"":""The column is summed up in the final SELECT""}",model.linkedin.linkedin_ads__campaign_report,"{""clicks"":""Summed up in the output""}"
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_campaign,impressions,"{""Aggregation"":""The column is summed up in the final SELECT""}",model.linkedin.linkedin_ads__campaign_report,"{""impressions"":""Summed up in the output""}"
model.linkedin_source.stg_linkedin_ads__ad_analytics_by_campaign,cost,"{""Aggregation"":""The column is summed up in the final SELECT""}",model.linkedin.linkedin_ads__campaign_report,"{""cost"":""Summed up in the output""}"
model.linkedin_source.stg_linkedin_ads__campaign_group_history,source_relation,"{""Integration"":""used as part of the join condition with other tables"",""Direct"":""copied directly to the output""}",model.linkedin.linkedin_ads__campaign_report,"{""source_relation"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_group_history,campaign_group_id,"{""Integration"":""used as the key to join with the campaign table"",""Direct"":""copied directly to the output""}",model.linkedin.linkedin_ads__campaign_report,"{""campaign_group_id"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_group_history,campaign_group_name,"{""Direct"":""copied directly to the output""}",model.linkedin.linkedin_ads__campaign_report,"{""campaign_group_name"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_group_history,status,"{""Direct"":""copied directly to the output""}",model.linkedin.linkedin_ads__campaign_report,"{""campaign_group_status"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_group_history,is_latest_version,"{""Filtering"":""This column is used to filter the campaign group history to only include the latest version of each campaign group.""}",model.linkedin.linkedin_ads__campaign_report,
model.linkedin_source.stg_linkedin_ads__campaign_history,source_relation,"{""Integration"":""used as part of the join condition with other tables"",""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__campaign_report,"{""source_relation"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,campaign_id,"{""Integration"":""used as the key to join with the report table"",""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__campaign_report,"{""campaign_id"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,last_modified_at,"{""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__campaign_report,"{""last_modified_at"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,account_id,"{""Integration"":""used as the key to join with the account table""}",model.linkedin.linkedin_ads__campaign_report,
model.linkedin_source.stg_linkedin_ads__campaign_history,campaign_group_id,"{""Integration"":""used as the key to join with the campaign_group table""}",model.linkedin.linkedin_ads__campaign_report,"{""campaign_group_id"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,created_at,"{""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__campaign_report,"{""created_at"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,campaign_name,"{""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__campaign_report,"{""campaign_name"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,version_tag,"{""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__campaign_report,"{""version_tag"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,is_audience_expansion_enabled,"{""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__campaign_report,"{""is_audience_expansion_enabled"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,cost_type,"{""Direct"":""directly copied to the output""}",model.linkedin.linkedin_ads__campaign_report,"{""cost_type"":""directly copied""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,creative_selection,"{""Direct"":""This column is directly copied without any transformation""}",model.linkedin.linkedin_ads__campaign_report,"{""creative_selection"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,daily_budget_amount,"{""Direct"":""This column is directly copied without any transformation""}",model.linkedin.linkedin_ads__campaign_report,"{""daily_budget_amount"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,daily_budget_currency_code,"{""Direct"":""This column is directly copied without any transformation""}",model.linkedin.linkedin_ads__campaign_report,"{""daily_budget_currency_code"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,format,"{""Direct"":""This column is directly copied without any transformation""}",model.linkedin.linkedin_ads__campaign_report,"{""format"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,locale_country,"{""Direct"":""This column is directly copied without any transformation""}",model.linkedin.linkedin_ads__campaign_report,"{""locale_country"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,locale_language,"{""Direct"":""This column is directly copied without any transformation""}",model.linkedin.linkedin_ads__campaign_report,"{""locale_language"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,objective_type,"{""Direct"":""This column is directly copied without any transformation""}",model.linkedin.linkedin_ads__campaign_report,"{""objective_type"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,is_offsite_delivery_enabled,"{""Direct"":""This column is directly copied without any transformation""}",model.linkedin.linkedin_ads__campaign_report,"{""is_offsite_delivery_enabled"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,optimization_target_type,"{""Direct"":""This column is directly copied without any transformation""}",model.linkedin.linkedin_ads__campaign_report,"{""optimization_target_type"":""Directly copied to the output""}"
model.linkedin_source.stg_linkedin_ads__campaign_history,run_schedule_start_at,"{""Direct"":""This column is directly copied without any transformation""}",model.linkedin.linkedin_ads__campaign_report,"{""run_schedule_start_at"":""Directly copied to the output""}"
