model_name,summary,tags
model.google_play_source.stg_google_play__stats_installs_os_version,"This SQL query processes data from a Google Play stats table. It starts by casting columns to specific data types, then aggregates various install and uninstall metrics by date, package name, and Android OS version. The query performs summations on multiple metrics such as active devices, installs, uninstalls, and upgrades.","[""Cleaning"",""Aggregation""]"
model.google_play_source.stg_google_play__stats_ratings_country,"This SQL query processes data from a Google Play stats ratings source. It casts various fields to specific data types, handles null values, and performs some data cleaning. The query specifically focuses on date, country, package name, daily average rating, and total average rating. It converts the daily average rating from text to float, excluding 'NA' values, and only includes ratings when a country is specified. The final output includes a date_day, country, package_name, average_rating, and rolling_total_average_rating.","[""Cleaning"",""Featurization""]"
model.google_play_source.stg_google_play__stats_crashes_overview,"This SQL query performs data type casting and column renaming on the 'stg_google_play__stats_crashes_overview_tmp' table. It casts the 'date' column to DATE type, renames 'daily_anrs' to 'anrs' and 'daily_crashes' to 'crashes', and selects specific columns for the final output. The query doesn't filter, deduplicate, or aggregate data, but focuses on cleaning and standardizing the data format.","[""Cleaning""]"
model.google_play_source.stg_google_play__stats_installs_overview,"This SQL query stages data from a temporary table, casts various fields to specific data types, renames some columns, and selects a subset of columns for the final output. It primarily focuses on Google Play app install statistics, including device installs, uninstalls, upgrades, and user-related metrics.","[""Cleaning"",""Featurization""]"
model.google_play_source.stg_google_play__stats_ratings_device,"This SQL query performs data cleaning and transformation on the Google Play stats ratings device data. It casts various fields to appropriate data types, handles null values, and reformats the average rating and total average rating fields. The query also renames some columns for clarity.","[""Cleaning"",""Featurization""]"
model.google_play_source.stg_google_play__stats_installs_device,"This SQL query processes data from a Google Play statistics table. It starts by casting columns to specific data types, then aggregates various installation and uninstallation metrics by date, device type, and package name. The query summarizes daily device and user installation activities, including installs, uninstalls, upgrades, and active devices over the last 30 days.","[""Cleaning"",""Aggregation"",""Featurization""]"
model.google_play_source.stg_google_play__stats_ratings_overview,"This SQL query performs data type casting and cleaning on the 'stg_google_play__stats_ratings_overview' table. It casts the 'date' column to DATE type, converts the 'daily_average_rating' from TEXT to FLOAT (replacing 'NA' values with NULL), and renames some columns. The query also selects specific columns for the final output.","[""Cleaning"",""Other""]"
model.google_play_source.stg_google_play__stats_installs_country,"This SQL query transforms and aggregates data from a Google Play stats table. It first casts all columns to specific data types, then aggregates various install and uninstall metrics by date, country, and package name. The query performs data type conversion, renames some columns, and calculates sums for several metrics.","[""Cleaning"",""Aggregation"",""Featurization""]"
model.google_play_source.stg_google_play__stats_crashes_os_version,"This SQL query processes data from a temporary staging table for Google Play stats on crashes by OS version. It casts columns to specific data types, renames the 'date' column to 'date_day', and aggregates the daily ANRs (Application Not Responding) and crashes by date, Android OS version, and package name.","[""Cleaning"",""Aggregation""]"
model.google_play_source.stg_google_play__stats_ratings_country_tmp,"This SQL query selects all columns and rows from the table 'stats_ratings_country' in the 'google_play' schema of the 'TEST' database. It's a straightforward SELECT * statement without any filtering, transformation, or aggregation.","[""Other""]"
model.google_play_source.stg_google_play__stats_installs_app_version_tmp,"This SQL query selects all columns and rows from the table 'stats_installs_app_version' in the 'google_play' schema of the 'TEST' database. It's a simple SELECT * statement without any filtering, transformation, or aggregation.","[""Other""]"
model.google_play_source.stg_google_play__stats_crashes_os_version_tmp,"This SQL query selects all columns and rows from the 'stats_crashes_os_version' table in the 'google_play' schema of the 'TEST' database. It appears to be a straightforward data extraction without any transformations, filters, or aggregations.","[""Other""]"
model.google_play_source.stg_google_play__store_performance_country_tmp,"This SQL query selects all columns from the 'stats_store_performance_country' table in the 'google_play' schema of the 'TEST' database. It appears to be a simple data extraction query without any transformation, filtering, or aggregation.","[""Other""]"
model.google_play_source.stg_google_play__stats_ratings_overview_tmp,"This SQL query selects all columns and rows from the 'stats_ratings_overview' table in the 'google_play' schema of the 'TEST' database. It's a simple SELECT * statement that retrieves all data from the specified table without any modification, filtering, or transformation.","[""Other""]"
model.google_play_source.stg_google_play__stats_ratings_app_version_tmp,"This SQL query selects all columns from the 'stats_ratings_app_version' table in the 'google_play' schema of the 'TEST' database. It's a straightforward SELECT * statement without any filtering, transformations, or joins.","[""Other""]"
model.google_play_source.stg_google_play__stats_installs_country_tmp,"This SQL query selects all columns from the 'stats_installs_country' table in the 'google_play' schema of the 'TEST' database. It's a simple SELECT * statement that retrieves all data from the specified table without any modifications, filters, or transformations.","[""Other""]"
model.google_play_source.stg_google_play__stats_installs_os_version_tmp,"This SQL query selects all columns from the 'stats_installs_os_version' table in the 'google_play' schema of the 'TEST' database. It appears to be a simple selection of the entire table without any filtering, transformation, or aggregation.","[""Other""]"
model.google_play_source.stg_google_play__stats_installs_device_tmp,"This SQL query selects all columns from the 'stats_installs_device' table in the 'google_play' schema of the 'TEST' database. It appears to be a simple data extraction query without any filtering, transformation, or aggregation.","[""Other""]"
model.google_play_source.stg_google_play__store_performance_source_tmp,"This SQL query selects all columns from the 'stats_store_performance_traffic_source' table in the 'google_play' schema of the 'TEST' database. It appears to be a simple SELECT * statement without any filtering, transformation, or aggregation.","[""Other""]"
model.google_play_source.stg_google_play__stats_installs_overview_tmp,"This SQL query selects all columns and rows from the 'stats_installs_overview' table in the 'google_play' schema of the 'TEST' database. It appears to be a simple data extraction query without any transformations, filters, or aggregations.","[""Other""]"
model.google_play_source.stg_google_play__stats_ratings_device_tmp,"This SQL query selects all columns and rows from the 'stats_ratings_device' table in the 'google_play' schema of the 'TEST' database. It appears to be a simple data extraction query without any transformations, filters, or aggregations.","[""Other""]"
model.google_play_source.stg_google_play__stats_crashes_overview_tmp,"This SQL query performs a simple SELECT * operation to retrieve all columns and rows from the 'stats_crashes_overview' table in the 'google_play' schema of the 'TEST' database. It's a straightforward data extraction query without any filtering, transformation, or aggregation.","[""Other""]"
model.google_play_source.stg_google_play__stats_ratings_os_version_tmp,"This SQL query selects all columns and rows from the table 'stats_ratings_os_version' in the 'google_play' schema of the 'TEST' database. It's a simple SELECT * statement that retrieves all data from the specified table without any transformation, filtering, or manipulation.","[""Other""]"
model.google_play_source.stg_google_play__stats_crashes_app_version_tmp,"This SQL query selects all columns and rows from the 'stats_crashes_app_version' table in the 'google_play' schema of the 'TEST' database. It appears to be a simple data extraction query without any transformations, filters, or aggregations.","[""Other""]"
