input_model,input_column,tags,output_model,output_columns
model.google_play_source.stg_google_play__stats_ratings_device,rolling_total_average_rating,"{""Other"":""This column is propagated across rows within partitions to fill in NULL values""}",model.google_play.google_play__device_report,"{""rolling_total_average_rating"":""Propagated and copied to the output""}"
model.google_play_source.stg_google_play__stats_installs_os_version_tmp,date,"{""Cleaning"":""The column is cast to DATE type"",""Aggregation"":""The column is grouped by in the final SELECT""}",model.google_play_source.stg_google_play__stats_installs_os_version,"{""date_day"":""Directly mapped after casting to DATE""}"
model.google_play_source.stg_google_play__stats_installs_os_version_tmp,package_name,"{""Direct"":""The column is directly used without transformation"",""Aggregation"":""The column is grouped by in the final SELECT""}",model.google_play_source.stg_google_play__stats_installs_os_version,"{""package_name"":""Directly copied""}"
model.google_play_source.stg_google_play__stats_installs_os_version_tmp,android_os_version,"{""Direct"":""The column is directly used without transformation"",""Aggregation"":""The column is grouped by in the final SELECT""}",model.google_play_source.stg_google_play__stats_installs_os_version,"{""android_os_version"":""Directly copied""}"
model.google_play_source.stg_google_play__stats_installs_os_version_tmp,daily_device_installs,"{""Aggregation"":""The column is summed in the final SELECT""}",model.google_play_source.stg_google_play__stats_installs_os_version,"{""device_installs"":""Summed value of this column""}"
model.google_play_source.stg_google_play__stats_installs_os_version_tmp,daily_device_uninstalls,"{""Aggregation"":""The column is summed in the final SELECT""}",model.google_play_source.stg_google_play__stats_installs_os_version,"{""device_uninstalls"":""Summed value of this column""}"
model.google_play_source.stg_google_play__stats_installs_os_version_tmp,daily_device_upgrades,"{""Aggregation"":""The column is summed in the final SELECT""}",model.google_play_source.stg_google_play__stats_installs_os_version,"{""device_upgrades"":""Summed value of this column""}"
model.google_play_source.stg_google_play__stats_installs_os_version_tmp,daily_user_installs,"{""Aggregation"":""This column is summed in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_os_version,"{""user_installs"":""Aggregated sum of daily_user_installs""}"
model.google_play_source.stg_google_play__stats_installs_os_version_tmp,daily_user_uninstalls,"{""Aggregation"":""This column is summed in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_os_version,"{""user_uninstalls"":""Aggregated sum of daily_user_uninstalls""}"
model.google_play_source.stg_google_play__stats_installs_os_version_tmp,active_device_installs,"{""Aggregation"":""This column is summed in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_os_version,"{""active_devices_last_30_days"":""Aggregated sum of active_device_installs""}"
model.google_play_source.stg_google_play__stats_installs_os_version_tmp,install_events,"{""Aggregation"":""This column is summed in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_os_version,"{""install_events"":""Aggregated sum of install_events""}"
model.google_play_source.stg_google_play__stats_installs_os_version_tmp,update_events,"{""Aggregation"":""This column is summed in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_os_version,"{""update_events"":""Aggregated sum of update_events""}"
model.google_play_source.stg_google_play__stats_installs_os_version_tmp,uninstall_events,"{""Aggregation"":""This column is summed in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_os_version,"{""uninstall_events"":""Aggregated sum of uninstall_events""}"
model.google_play_source.stg_google_play__stats_ratings_os_version_tmp,date,"{""Cleaning"":""The column is cast to DATE type""}",model.google_play_source.stg_google_play__stats_ratings_os_version,"{""date_day"":""Directly mapped after casting""}"
model.google_play_source.stg_google_play__stats_ratings_os_version_tmp,package_name,"{""Direct"":""The column is directly copied without transformation""}",model.google_play_source.stg_google_play__stats_ratings_os_version,"{""package_name"":""Directly mapped""}"
model.google_play_source.stg_google_play__stats_ratings_os_version_tmp,android_os_version,"{""Direct"":""The column is directly copied"",""Filtering"":""Used to conditionally set other columns to NULL""}",model.google_play_source.stg_google_play__stats_ratings_os_version,"{""android_os_version"":""Directly mapped""}"
model.google_play_source.stg_google_play__stats_ratings_os_version_tmp,daily_average_rating,"{""Cleaning"":""Converted from TEXT to FLOAT, 'NA' values are set to NULL"",""Filtering"":""Only set when android_os_version is not NULL""}",model.google_play_source.stg_google_play__stats_ratings_os_version,"{""average_rating"":""Mapped after cleaning and filtering""}"
model.google_play_source.stg_google_play__stats_ratings_os_version_tmp,total_average_rating,"{""Filtering"":""Only set when android_os_version is not NULL""}",model.google_play_source.stg_google_play__stats_ratings_os_version,"{""rolling_total_average_rating"":""Mapped after filtering""}"
model.google_play_source.stg_google_play__stats_crashes_overview,anrs,"{""Direct"":""The column is directly copied without transformation"",""Aggregation"":""The column is coalesced with 0 in case of NULL values""}",model.google_play.google_play__overview_report,"{""anrs"":""Directly mapped after coalescing with 0""}"
model.google_play_source.stg_google_play__stats_crashes_overview,crashes,"{""Direct"":""The column is directly copied without transformation"",""Aggregation"":""The column is coalesced with 0 in case of NULL values""}",model.google_play.google_play__overview_report,"{""crashes"":""Directly mapped after coalescing with 0""}"
model.google_play_source.stg_google_play__stats_crashes_overview,date_day,"{""Integration"":""Used as a key to join with other tables"",""Aggregation"":""Used in the COALESCE function to determine the final date_day""}",model.google_play.google_play__overview_report,"{""date_day"":""Part of the COALESCE function to determine the final date_day""}"
model.google_play_source.stg_google_play__stats_crashes_overview,package_name,"{""Integration"":""Used as a key to join with other tables"",""Aggregation"":""Used in the COALESCE function to determine the final package_name""}",model.google_play.google_play__overview_report,"{""package_name"":""Part of the COALESCE function to determine the final package_name""}"
model.google_play_source.stg_google_play__stats_installs_overview,active_devices_last_30_days,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is coalesced with 0 in case of NULL values""}",model.google_play.google_play__overview_report,"{""active_devices_last_30_days"":""Directly mapped after cleaning""}"
model.google_play_source.stg_google_play__stats_installs_overview,device_installs,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is coalesced with 0 in case of NULL values"",""Aggregation"":""Used in a window function to calculate cumulative totals""}",model.google_play.google_play__overview_report,"{""device_installs"":""Directly mapped after cleaning"",""total_device_installs"":""Aggregated into this cumulative metric""}"
model.google_play_source.stg_google_play__stats_installs_overview,device_uninstalls,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is coalesced with 0 in case of NULL values"",""Aggregation"":""Used in a window function to calculate cumulative totals""}",model.google_play.google_play__overview_report,"{""device_uninstalls"":""Directly mapped after cleaning"",""total_device_uninstalls"":""Aggregated into this cumulative metric""}"
model.google_play_source.stg_google_play__stats_installs_overview,device_upgrades,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is coalesced with 0 in case of NULL values""}",model.google_play.google_play__overview_report,"{""device_upgrades"":""Directly mapped after cleaning""}"
model.google_play_source.stg_google_play__stats_installs_overview,user_installs,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is coalesced with 0 in case of NULL values""}",model.google_play.google_play__overview_report,"{""user_installs"":""Directly mapped after cleaning""}"
model.google_play_source.stg_google_play__stats_installs_overview,user_uninstalls,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is coalesced with 0 in case of NULL values""}",model.google_play.google_play__overview_report,"{""user_uninstalls"":""Directly mapped after cleaning""}"
model.google_play_source.stg_google_play__stats_installs_overview,date_day,"{""Integration"":""Used as a key to join with other tables"",""Aggregation"":""Used in window functions for cumulative calculations""}",model.google_play.google_play__overview_report,"{""date_day"":""Directly mapped""}"
model.google_play_source.stg_google_play__stats_installs_overview,install_events,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is coalesced with 0 in case of NULL values""}",model.google_play.google_play__overview_report,"{""install_events"":""Directly mapped after cleaning""}"
model.google_play_source.stg_google_play__stats_installs_overview,package_name,"{""Integration"":""Used as a key to join with other tables"",""Aggregation"":""Used in window functions for partitioning""}",model.google_play.google_play__overview_report,"{""package_name"":""Directly mapped""}"
model.google_play_source.stg_google_play__stats_installs_overview,uninstall_events,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is coalesced with 0 in case of NULL values""}",model.google_play.google_play__overview_report,"{""uninstall_events"":""Directly mapped after cleaning""}"
model.google_play_source.stg_google_play__stats_installs_overview,update_events,"{""Direct"":""The column is directly copied without any transformation"",""Aggregation"":""The column is included in the final SELECT statement""}",model.google_play.google_play__overview_report,"{""update_events"":""Directly mapped to the output column of the same name""}"
model.google_play_source.stg_google_play__stats_ratings_overview,average_rating,"{""Direct"":""The column is directly copied without any transformation""}",model.google_play.google_play__overview_report,"{""average_rating"":""Directly copied to the output""}"
model.google_play_source.stg_google_play__stats_ratings_overview,date_day,"{""Integration"":""The column is used as the key to join with other tables"",""Aggregation"":""The column is used in window functions for rolling calculations""}",model.google_play.google_play__overview_report,"{""date_day"":""Directly copied to the output""}"
model.google_play_source.stg_google_play__stats_ratings_overview,package_name,"{""Integration"":""The column is used as the key to join with other tables"",""Aggregation"":""The column is used in window functions for partitioning""}",model.google_play.google_play__overview_report,"{""package_name"":""Directly copied to the output""}"
model.google_play_source.stg_google_play__stats_ratings_overview,rolling_total_average_rating,"{""Direct"":""The column is directly copied initially"",""Other"":""The column is used in a complex windowing operation to fill in NULL values""}",model.google_play.google_play__overview_report,"{""rolling_total_average_rating"":""Copied and then processed to fill in NULL values""}"
model.google_play_source.stg_google_play__stats_crashes_os_version_tmp,date,"{""Cleaning"":""The column is cast to DATE type"",""Aggregation"":""The column is grouped by after casting""}",model.google_play_source.stg_google_play__stats_crashes_os_version,"{""date_day"":""Directly mapped after casting to DATE""}"
model.google_play_source.stg_google_play__stats_crashes_os_version_tmp,package_name,"{""Cleaning"":""The column is cast to TEXT type"",""Aggregation"":""The column is grouped by""}",model.google_play_source.stg_google_play__stats_crashes_os_version,"{""package_name"":""Directly mapped after casting to TEXT""}"
model.google_play_source.stg_google_play__stats_crashes_os_version_tmp,android_os_version,"{""Cleaning"":""The column is cast to TEXT type"",""Aggregation"":""The column is grouped by""}",model.google_play_source.stg_google_play__stats_crashes_os_version,"{""android_os_version"":""Directly mapped after casting to TEXT""}"
model.google_play_source.stg_google_play__stats_crashes_os_version_tmp,daily_crashes,"{""Cleaning"":""The column is cast to INT type"",""Aggregation"":""The column is summed up""}",model.google_play_source.stg_google_play__stats_crashes_os_version,"{""crashes"":""Aggregated sum of daily_crashes""}"
model.google_play_source.stg_google_play__stats_crashes_os_version_tmp,daily_anrs,"{""Cleaning"":""The column is cast to INT type"",""Aggregation"":""The column is summed up""}",model.google_play_source.stg_google_play__stats_crashes_os_version,"{""anrs"":""Aggregated sum of daily_anrs""}"
model.google_play_source.stg_google_play__stats_installs_device_tmp,date,"{""Cleaning"":""The column is cast to DATE type"",""Aggregation"":""The column is used in GROUP BY clause""}",model.google_play_source.stg_google_play__stats_installs_device,"{""date_day"":""Directly mapped after casting to DATE""}"
model.google_play_source.stg_google_play__stats_installs_device_tmp,package_name,"{""Direct"":""The column is directly used without transformation"",""Aggregation"":""The column is used in GROUP BY clause""}",model.google_play_source.stg_google_play__stats_installs_device,"{""package_name"":""Directly copied""}"
model.google_play_source.stg_google_play__stats_installs_device_tmp,device,"{""Direct"":""The column is directly used without transformation"",""Aggregation"":""The column is used in GROUP BY clause""}",model.google_play_source.stg_google_play__stats_installs_device,"{""device"":""Directly copied""}"
model.google_play_source.stg_google_play__stats_installs_device_tmp,daily_device_installs,"{""Aggregation"":""The column is summed up in the final SELECT""}",model.google_play_source.stg_google_play__stats_installs_device,"{""device_installs"":""Aggregated sum of daily_device_installs""}"
model.google_play_source.stg_google_play__stats_installs_device_tmp,daily_device_uninstalls,"{""Aggregation"":""The column is summed up in the final SELECT""}",model.google_play_source.stg_google_play__stats_installs_device,"{""device_uninstalls"":""Aggregated sum of daily_device_uninstalls""}"
model.google_play_source.stg_google_play__stats_installs_device_tmp,daily_device_upgrades,"{""Aggregation"":""The column is summed up in the final SELECT""}",model.google_play_source.stg_google_play__stats_installs_device,"{""device_upgrades"":""Aggregated sum of daily_device_upgrades""}"
model.google_play_source.stg_google_play__stats_installs_device_tmp,daily_user_installs,"{""Aggregation"":""This column is summed up in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_device,"{""user_installs"":""Summed up to represent the total number of user installs per day""}"
model.google_play_source.stg_google_play__stats_installs_device_tmp,daily_user_uninstalls,"{""Aggregation"":""This column is summed up in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_device,"{""user_uninstalls"":""Summed up to represent the total number of user uninstalls per day""}"
model.google_play_source.stg_google_play__stats_installs_device_tmp,active_device_installs,"{""Aggregation"":""This column is summed up in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_device,"{""active_devices_last_30_days"":""Summed up to represent the total number of active devices in the last 30 days""}"
model.google_play_source.stg_google_play__stats_installs_device_tmp,install_events,"{""Aggregation"":""This column is summed up in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_device,"{""install_events"":""Summed up to represent the total number of install events""}"
model.google_play_source.stg_google_play__stats_installs_device_tmp,update_events,"{""Aggregation"":""This column is summed up in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_device,"{""update_events"":""Summed up to represent the total number of update events""}"
model.google_play_source.stg_google_play__stats_installs_device_tmp,uninstall_events,"{""Aggregation"":""This column is summed up in the final SELECT statement""}",model.google_play_source.stg_google_play__stats_installs_device,"{""uninstall_events"":""Summed up to represent the total number of uninstall events""}"
model.google_play_source.stg_google_play__stats_installs_overview_tmp,date,"{""Cleaning"":""The column is cast to DATE type""}",model.google_play_source.stg_google_play__stats_installs_overview,"{""date_day"":""Directly mapped after casting""}"
model.google_play_source.stg_google_play__stats_installs_overview_tmp,package_name,"{""Direct"":""The column is directly copied without transformation""}",model.google_play_source.stg_google_play__stats_installs_overview,"{""package_name"":""Directly copied""}"
model.google_play_source.stg_google_play__stats_installs_overview_tmp,daily_device_installs,"{""Direct"":""The column is directly copied without transformation""}",model.google_play_source.stg_google_play__stats_installs_overview,"{""device_installs"":""Directly copied and renamed""}"
model.google_play_source.stg_google_play__stats_installs_overview_tmp,daily_device_uninstalls,"{""Direct"":""The column is directly copied without transformation""}",model.google_play_source.stg_google_play__stats_installs_overview,"{""device_uninstalls"":""Directly copied and renamed""}"
model.google_play_source.stg_google_play__stats_installs_overview_tmp,daily_device_upgrades,"{""Direct"":""The column is directly copied without transformation""}",model.google_play_source.stg_google_play__stats_installs_overview,"{""device_upgrades"":""Directly copied and renamed""}"
model.google_play_source.stg_google_play__stats_installs_overview_tmp,daily_user_installs,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the fields CTE""}",model.google_play_source.stg_google_play__stats_installs_overview,"{""user_installs"":""Directly mapped after cleaning""}"
model.google_play_source.stg_google_play__stats_installs_overview_tmp,daily_user_uninstalls,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the fields CTE""}",model.google_play_source.stg_google_play__stats_installs_overview,"{""user_uninstalls"":""Directly mapped after cleaning""}"
model.google_play_source.stg_google_play__stats_installs_overview_tmp,_fivetran_synced,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TIMESTAMP in the fields CTE""}",model.google_play_source.stg_google_play__stats_installs_overview,"{""_fivetran_synced"":""Directly mapped after cleaning""}"
model.google_play_source.stg_google_play__stats_installs_overview_tmp,active_device_installs,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the fields CTE""}",model.google_play_source.stg_google_play__stats_installs_overview,"{""active_devices_last_30_days"":""Directly mapped after cleaning""}"
model.google_play_source.stg_google_play__stats_installs_overview_tmp,install_events,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the fields CTE""}",model.google_play_source.stg_google_play__stats_installs_overview,"{""install_events"":""Directly mapped after cleaning""}"
model.google_play_source.stg_google_play__stats_installs_overview_tmp,update_events,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the fields CTE""}",model.google_play_source.stg_google_play__stats_installs_overview,"{""update_events"":""Directly mapped after cleaning""}"
