loan_id,account_id,amount,duration,payments,status,year_,month_,day_,date_,fulldate,location,purpose
6306.0,A00006425,36684,12,3057,A,2014,12,20,2014-12-20,2014-12-20,1,debt_consolidation
7096.0,A00010257,37812,12,3151,C,2018,9,2,2018-09-02,2018-09-02,1,home_improvement
6362.0,A00006738,37908,12,3159,A,2015,10,31,2015-10-31,2015-10-31,1,debt_consolidation
5332.0,A00001869,37944,36,1054,C,2018,1,29,2018-01-29,2018-01-29,64,home_improvement
6820.0,A00009034,38148,12,3179,A,2013,12,16,2013-12-16,2013-12-16,1,debt_consolidation
6321.0,A00006505,38496,12,3208,C,2018,10,8,2018-10-08,2018-10-08,1,home_improvement
5358.0,A00002018,38520,12,3210,A,2017,1,21,2017-01-21,2017-01-21,59,debt_consolidation
5634.0,A00003229,39024,12,3252,A,2017,5,1,2017-05-01,2017-05-01,59,home_improvement
7294.0,A00011327,39168,24,1632,C,2018,9,27,2018-09-27,2018-09-27,1,debt_consolidation
6888.0,A00009265,39576,12,3298,A,2014,7,11,2014-07-11,2014-07-11,1,home_improvement
6887.0,A00009263,39576,12,3298,A,2017,5,8,2017-05-08,2017-05-08,1,debt_consolidation
5665.0,A00003390,40632,12,3386,C,2018,3,11,2018-03-11,2018-03-11,1,home_improvement
5582.0,A00002982,41256,12,3438,C,2018,4,17,2018-04-17,2018-04-17,18,debt_consolidation
5808.0,A00004099,41856,48,872,C,2017,7,31,2017-07-31,2017-07-31,1,debt_consolidation
6895.0,A00009307,41904,12,3492,A,2014,9,19,2014-09-19,2014-09-19,1,debt_consolidation
6535.0,A00007546,41952,12,3496,A,2015,11,2,2015-11-02,2015-11-02,1,home_improvement
5841.0,A00004268,41988,12,3499,C,2018,11,4,2018-11-04,2018-11-04,1,debt_consolidation
6553.0,A00007636,42384,12,3532,C,2018,1,26,2018-01-26,2018-01-26,1,home_improvement
5046.0,A00000349,42816,12,3568,C,2018,9,9,2018-09-09,2018-09-09,70,debt_consolidation
6727.0,A00008505,42840,12,3570,A,2017,12,10,2017-12-10,2017-12-10,1,debt_consolidation
6621.0,A00007957,42900,12,3575,A,2017,6,14,2017-06-14,2017-06-14,1,debt_consolidation
6315.0,A00006472,43164,12,3597,A,2015,2,6,2015-02-06,2015-02-06,1,debt_consolidation
5313.0,A00001776,43200,24,1800,C,2018,5,27,2018-05-27,2018-05-27,64,debt_consolidation
5693.0,A00003489,44088,24,1837,A,2015,8,1,2015-08-01,2015-08-01,1,debt_consolidation
7087.0,A00010215,44304,24,1846,C,2017,2,20,2017-02-20,2017-02-20,1,home_improvement
6144.0,A00005593,44376,12,3698,A,2016,8,9,2016-08-09,2016-08-09,1,debt_consolidation
