Customer ID,Customer Status,Date Order was placed,Delivery Date,Order ID,Product ID,Quantity Ordered,Total Retail Price for This Order,Cost Price Per Unit
1419,Silver,03-Jan-17,03-Jan-17,123015824,240800200020,2,326.8,74.3
1562,Gold,03-Jan-17,03-Jan-17,123015830,220100100530,1,52.2,26.2
2501,Gold,03-Jan-17,04-Jan-17,123011798,220200200078,3,323.1,46.8
2910,Silver,03-Jan-17,03-Jan-17,123011816,240800200051,6,156.6,12.45
5017,Silver,03-Jan-17,05-Jan-17,123015934,220200300070,1,100.2,45.6
5167,Gold,03-Jan-17,03-Jan-17,123015943,230100100059,2,268.8,57.05
5806,GOLD,03-Jan-17,03-Jan-17,123015958,240100100256,1,46.8,22.05
8028,Gold,03-Jan-17,03-Jan-17,123016014,230100200004,1,99.9,50.05
8978,Gold,03-Jan-17,03-Jan-17,123011962,220101400181,1,49.5,22.1
9305,Silver,03-Jan-17,03-Jan-17,123013798,240100300004,1,22.9,9.1
9785,Gold,03-Jan-17,03-Jan-17,123011967,230100700002,1,220,135
9867,Silver,03-Jan-17,05-Jan-17,123011989,240300200034,3,146.1,22.1
10705,Gold,03-Jan-17,03-Jan-17,123016083,210201000031,1,28.2,12.6
12743,Silver,03-Jan-17,06-Jan-17,123014535,220101400105,1,51.7,23.6
13162,Gold,03-Jan-17,05-Jan-17,123015460,230100300023,1,34.8,14.55
14958,Platinum,03-Jan-17,03-Jan-17,123016296,210200600078,1,9.4,4.05
15780,Silver,03-Jan-17,03-Jan-17,123016303,220200200021,1,64,37.85
16924,SILVER,03-Jan-17,03-Jan-17,123016319,210200600025,1,38.5,17.9
20641,Gold,03-Jan-17,03-Jan-17,123014556,220101400422,1,69.5,34.7
20643,Gold,03-Jan-17,03-Jan-17,123016401,230100600010,1,125.3,61.35
20991,Silver,03-Jan-17,04-Jan-17,123016410,240100100409,1,35.3,18.4
21537,Gold,03-Jan-17,03-Jan-17,123012105,220100100356,1,35.2,17.7
23706,SILVER,03-Jan-17,03-Jan-17,123014578,220200100139,1,57.3,28.75
24817,Gold,03-Jan-17,03-Jan-17,123012171,220200300115,1,84.9,38.65
25017,Silver,03-Jan-17,08-Jan-17,123013094,220200200022,1,57.3,33.9
26667,SILVER,03-Jan-17,04-Jan-17,123012193,240800200052,4,97.2,11.65
27982,Gold,03-Jan-17,03-Jan-17,123016657,220200100150,2,89.8,22.55
28326,Gold,03-Jan-17,03-Jan-17,123014614,240700400002,1,33.6,14.65
29063,Gold,03-Jan-17,03-Jan-17,123013112,240200200019,1,129.8,12.25
30160,Silver,03-Jan-17,03-Jan-17,123016715,220100300020,2,22.6,4.55
32777,Silver,03-Jan-17,03-Jan-17,123014993,240200200079,1,93.2,8.75
32953,Gold,03-Jan-17,03-Jan-17,123012328,230100600036,1,103.2,50.4
34354,SILVER,03-Jan-17,03-Jan-17,123013117,240100100382,2,17.8,4.15
35072,SILVER,03-Jan-17,03-Jan-17,123012350,240100100042,2,219.4,50.85
35655,Silver,03-Jan-17,03-Jan-17,123012377,220100100277,1,34.6,17.4
36387,Silver,03-Jan-17,04-Jan-17,123012386,230100200022,2,213,50.65
36528,Gold,03-Jan-17,04-Jan-17,123014666,220200100160,2,69.8,17.55
37240,Gold,03-Jan-17,03-Jan-17,123016895,220100100408,1,6.7,3.4
37448,Silver,03-Jan-17,03-Jan-17,123012413,240800100089,2,219.8,44
37453,Silver,03-Jan-17,03-Jan-17,123016897,220101400304,1,16,8.1
37670,Gold,03-Jan-17,05-Jan-17,123011389,230100500096,2,71,17.25
40942,GOLD,03-Jan-17,03-Jan-17,123017002,240500100057,1,38.4,17.1
41552,Silver,03-Jan-17,06-Jan-17,123017017,240800200064,2,77.6,15.55
41728,Silver,03-Jan-17,04-Jan-17,123015040,220200100097,2,179.6,45
41857,Gold,03-Jan-17,03-Jan-17,123014690,220200100160,1,34.9,17.55
43336,Gold,03-Jan-17,03-Jan-17,123014705,210200300036,1,19.4,9.8
43532,Gold,03-Jan-17,03-Jan-17,123013203,220200100104,1,94.3,47.25
43763,Silver,03-Jan-17,03-Jan-17,123012496,240100100700,1,97.9,42.05
44142,Gold,03-Jan-17,03-Jan-17,123017077,210200300018,1,19.3,9.75
45031,Silver,03-Jan-17,03-Jan-17,123017122,210201000081,1,27.7,12.4
45220,SILVER,03-Jan-17,03-Jan-17,123014724,220100100038,1,19.7,9.95
47727,Silver,03-Jan-17,03-Jan-17,123014746,220101400061,2,102,23.3
48131,Silver,03-Jan-17,05-Jan-17,123012571,220200200036,1,60.2,27.4
49016,Gold,03-Jan-17,03-Jan-17,123014751,220200300153,1,79.4,37
49627,GOLD,03-Jan-17,03-Jan-17,123015081,240700300004,1,17,8.1
50115,Platinum,03-Jan-17,03-Jan-17,123014004,240100100191,1,13.2,5.45
50121,Gold,03-Jan-17,03-Jan-17,123014008,240100100649,1,77.1,32.85
52297,Silver,03-Jan-17,03-Jan-17,123014764,210200500006,1,24,11.95
54264,Silver,03-Jan-17,08-Jan-17,123012664,230100600036,1,103.2,50.4
55412,Silver,03-Jan-17,07-Jan-17,123014034,240100100053,1,22.8,11.45
55859,Silver,03-Jan-17,09-Jan-17,123015585,230100100006,2,352,74.55
56023,Gold,03-Jan-17,03-Jan-17,123014798,220100100043,1,18.1,7.8
57345,Gold,03-Jan-17,03-Jan-17,123014814,220100400006,1,113.9,57.05
57585,Gold,03-Jan-17,03-Jan-17,123014818,210200100008,1,56.4,25
57721,Silver,03-Jan-17,03-Jan-17,123012703,220200300029,1,71.6,32.6
57835,Gold,03-Jan-17,07-Jan-17,123012713,230100500081,1,73,30.35
59179,Gold,03-Jan-17,03-Jan-17,123012715,220100800052,1,85.4,40.7
59852,Silver,03-Jan-17,03-Jan-17,123017557,240800200009,2,171.2,34.3
60839,GOLD,03-Jan-17,03-Jan-17,123017575,220100100197,1,101.3,50.75
62039,Gold,03-Jan-17,03-Jan-17,123013358,220100100036,1,41.2,20.7
71302,Gold,03-Jan-17,07-Jan-17,123014115,240100100083,1,11.6,4.75
72047,Silver,03-Jan-17,08-Jan-17,123015148,220200300161,2,45.2,9.65
72529,Silver,03-Jan-17,05-Jan-17,123011785,240200200088,1,66.7,27.45
72948,Silver,03-Jan-17,03-Jan-17,123014136,240200100225,1,147.2,74.9
74053,Silver,03-Jan-17,05-Jan-17,123011560,210200400029,5,243.5,24.45
75260,GOLD,03-Jan-17,07-Jan-17,123015632,230100100058,2,96.6,20.5
75787,Gold,03-Jan-17,03-Jan-17,123014158,220100500018,1,65.8,30
76424,Silver,03-Jan-17,12-Jan-17,123014172,240100300005,1,45,19.2
78336,GOLD,03-Jan-17,09-Jan-17,123013545,210201000087,1,20,9.15
78776,Gold,03-Jan-17,09-Jan-17,123015747,230100500094,2,173.2,34.1
80827,GOLD,03-Jan-17,09-Jan-17,123015664,230100100044,2,201.2,40.3
81252,Silver,03-Jan-17,03-Jan-17,123012930,240400200087,1,127.3,53.05
81276,Silver,03-Jan-17,03-Jan-17,123015231,230100200036,1,69.4,34.8
82759,Gold,03-Jan-17,03-Jan-17,123015672,220100500026,1,63,28.7
84975,Silver,03-Jan-17,05-Jan-17,123013774,220200100194,1,122.6,61.4
86719,Platinum,03-Jan-17,03-Jan-17,123014347,240800200009,2,171.2,34.3
88064,Silver,03-Jan-17,03-Jan-17,123015288,220200100023,1,72.8,36.5
89823,Gold,03-Jan-17,03-Jan-17,123015306,210200900016,1,13.9,6.55
90475,Silver,03-Jan-17,04-Jan-17,123015326,220100300013,5,66,6.5
90773,Silver,03-Jan-17,03-Jan-17,123015336,220101400197,1,34.6,15.5
92806,Gold,03-Jan-17,03-Jan-17,123013740,220200100100,2,170.6,42.75
92990,Silver,03-Jan-17,07-Jan-17,123011724,220100100216,2,115.6,29
93318,SILVER,03-Jan-17,06-Jan-17,123013747,240600100109,1,44,19.15
93526,Silver,03-Jan-17,03-Jan-17,123011745,240700100006,2,47,9.5
1642,SILVER,04-Jan-17,04-Jan-17,123018141,240600100028,1,18.6,7.5
8474,GOLD,04-Jan-17,04-Jan-17,123019095,240700400001,1,62.8,27.3
9359,Silver,04-Jan-17,10-Jan-17,123019983,240700400024,1,63.6,33.15
10171,SILVER,04-Jan-17,04-Jan-17,123018193,240100300006,1,51.5,22.8
12656,Gold,04-Jan-17,04-Jan-17,123020045,240700100006,1,23.5,9.5
16444,GOLD,04-Jan-17,04-Jan-17,123020134,230100700009,1,540.7,276
26213,Gold,04-Jan-17,04-Jan-17,123017796,230100600026,4,474.4,59.4
27682,Silver,04-Jan-17,04-Jan-17,123018765,220100500026,1,63,28.7
29859,GOLD,04-Jan-17,09-Jan-17,123020393,240100100184,1,183.1,85.4
29938,Silver,04-Jan-17,06-Jan-17,123018315,230100700004,1,360,199
33225,GOLD,04-Jan-17,04-Jan-17,123020445,240500100064,2,111.4,24.2
54907,Silver,04-Jan-17,04-Jan-17,123018814,230100500058,1,16.7,7.25
54941,Gold,04-Jan-17,06-Jan-17,123020838,240100200003,2,64.8,13.65
56452,Silver,04-Jan-17,04-Jan-17,123020878,240700100011,1,26.99,10.23
59620,Silver,04-Jan-17,04-Jan-17,123018432,220101400374,1,33.7,15.7
59648,SILVER,04-Jan-17,04-Jan-17,123020952,240400300028,1,78.3,31.4
60047,Silver,04-Jan-17,04-Jan-17,123020962,220200100082,1,160.7,80.45
62111,GOLD,04-Jan-17,04-Jan-17,123021047,220101300006,1,27.3,12.25
71252,Gold,04-Jan-17,04-Jan-17,123018471,220100100566,1,59,29.6
75680,SILVER,04-Jan-17,04-Jan-17,123018921,240100100434,1,15.3,7.5
75685,Gold,04-Jan-17,04-Jan-17,123019310,220200100083,1,156.3,78.25
76815,Silver,04-Jan-17,04-Jan-17,123019619,240100100604,1,83.9,35
80070,Gold,04-Jan-17,04-Jan-17,123019663,220200100099,1,157.8,79
81370,Silver,04-Jan-17,08-Jan-17,123019361,240300300037,2,129.4,27.3
81871,Silver,04-Jan-17,06-Jan-17,123018587,240200100248,1,9.9,5.05
82117,Silver,04-Jan-17,04-Jan-17,123018945,240500200137,1,28.5,13.6
82178,GOLD,04-Jan-17,04-Jan-17,123019673,240100100661,2,46.4,9.95
83469,Gold,04-Jan-17,04-Jan-17,123018598,210200300056,1,36.8,18.5
85630,Silver,04-Jan-17,04-Jan-17,123018979,240400200072,1,4.7,1.8
85925,Silver,04-Jan-17,04-Jan-17,123018614,240200100180,1,121.6,62.9
86868,Gold,04-Jan-17,04-Jan-17,123019422,220101400185,1,33.7,15
87130,Silver,04-Jan-17,04-Jan-17,123019011,210200400011,1,46,23.1
90385,Gold,04-Jan-17,04-Jan-17,123019042,220100100277,1,34.6,17.4
91893,Silver,04-Jan-17,04-Jan-17,123019467,220101400020,1,109.2,49.75
327,GOLD,05-Jan-17,08-Jan-17,123024889,240800200052,2,48.6,11.65
2608,Silver,05-Jan-17,05-Jan-17,123024946,240100100262,1,23.2,9.7
2769,Gold,05-Jan-17,10-Jan-17,123024956,240800200008,2,300.5,60.1
2884,Gold,05-Jan-17,05-Jan-17,123023774,240100400084,1,63.8,31.85
3105,Gold,05-Jan-17,05-Jan-17,123023175,240100100235,2,26.4,5.65
4916,Gold,05-Jan-17,05-Jan-17,123025042,230100600030,1,86.3,41.4
8399,Silver,05-Jan-17,05-Jan-17,123023813,220100100316,1,49.5,24.85
10708,GOLD,05-Jan-17,10-Jan-17,123024169,230100400008,4,40,3.8
11516,Silver,05-Jan-17,08-Jan-17,123025190,240800200008,2,300.5,60.1
13337,Gold,05-Jan-17,05-Jan-17,123025245,220101400346,1,34.5,17.2
14862,Silver,05-Jan-17,05-Jan-17,123021668,240500200056,1,24.1,11.55
15509,Silver,05-Jan-17,05-Jan-17,123023851,210200300103,1,19.7,9.95
16451,GOLD,05-Jan-17,05-Jan-17,123023862,240100100554,2,127.6,27.5
17981,Gold,05-Jan-17,05-Jan-17,123024196,220100300021,2,34.8,8.2
20990,Silver,05-Jan-17,05-Jan-17,123023909,240700400031,1,54,27.1
21957,Silver,05-Jan-17,05-Jan-17,123025421,230100100016,2,337.2,71.75
22261,Gold,05-Jan-17,05-Jan-17,123022565,210201000008,1,17.9,8.05
22287,Silver,05-Jan-17,08-Jan-17,123022571,220100200005,1,71.7,28.65
22896,Gold,05-Jan-17,05-Jan-17,123021743,220101400109,1,49.5,22.6
24189,Silver,05-Jan-17,05-Jan-17,123023911,230100400031,4,116.4,13.45
24483,SILVER,05-Jan-17,09-Jan-17,123023914,220100100108,1,114.2,57.2
25908,Gold,05-Jan-17,05-Jan-17,123021791,240500200113,2,84.4,20.05
28327,Silver,05-Jan-17,05-Jan-17,123023923,220200300070,1,100.2,45.6
29101,GOLD,05-Jan-17,08-Jan-17,123025631,240800200043,2,84.6,18.45
29259,Silver,05-Jan-17,05-Jan-17,123023929,210200500012,1,79,32.8
30921,Silver,05-Jan-17,05-Jan-17,123021891,220101400393,1,95.5,43.45
32139,Silver,05-Jan-17,05-Jan-17,123021913,220101300012,1,18.4,8.3
33756,Silver,05-Jan-17,05-Jan-17,123023264,240100100155,1,33.3,14.85
34933,Gold,05-Jan-17,06-Jan-17,123024840,230100100054,2,647.8,148.55
35443,Silver,05-Jan-17,06-Jan-17,123025837,240800200002,4,681.5,68.15
36774,Gold,05-Jan-17,05-Jan-17,123025850,240500100060,1,54.7,23.85
38734,Gold,05-Jan-17,05-Jan-17,123023979,210200300079,1,32.1,16.15
38776,Silver,05-Jan-17,09-Jan-17,123022006,230100600016,1,77,38.6
39217,Silver,05-Jan-17,05-Jan-17,123023326,220100100136,1,45.8,23
39279,Silver,05-Jan-17,05-Jan-17,123025944,220200200018,1,66.4,30.25
39987,Silver,05-Jan-17,05-Jan-17,123025963,230100500077,1,173,72.75
40267,Silver,05-Jan-17,05-Jan-17,123024632,210200600084,1,34.8,14.9
40813,GOLD,05-Jan-17,05-Jan-17,123022013,220100100563,1,38.6,19.4
44209,GOLD,05-Jan-17,05-Jan-17,123022635,210200600050,1,49.6,20.55
45499,Gold,05-Jan-17,05-Jan-17,123023370,220100700014,1,62.2,29.9
45507,Silver,05-Jan-17,09-Jan-17,123023380,210200700016,1,23.5,9.2
46044,Silver,05-Jan-17,05-Jan-17,123026119,220101400215,1,18.2,8.45
46517,Gold,05-Jan-17,09-Jan-17,123026159,240800200042,2,95.8,20.9
46791,Gold,05-Jan-17,09-Jan-17,123024033,220100300018,4,102.4,12.1
47240,Gold,05-Jan-17,08-Jan-17,123026167,240100400021,1,91.6,45.75
47310,Gold,05-Jan-17,05-Jan-17,123026170,210200900020,1,24.5,9.85
48112,Silver,05-Jan-17,05-Jan-17,123022056,240300300049,2,90.8,19.55
48529,SILVER,05-Jan-17,05-Jan-17,123022078,240600100089,1,22,9.1
51787,Gold,05-Jan-17,05-Jan-17,123026261,210200400040,1,46.5,23.35
52261,Gold,05-Jan-17,05-Jan-17,123023459,230100700004,1,360,199
52656,Platinum,05-Jan-17,05-Jan-17,123026275,240700200005,1,6,2.85
55792,Gold,05-Jan-17,05-Jan-17,123026333,230100500077,1,173,72.75
57581,Silver,05-Jan-17,05-Jan-17,123026402,220101300017,1,16.5,7.45
57756,Silver,05-Jan-17,08-Jan-17,123024330,220100100410,1,11.2,5.7
58685,Gold,05-Jan-17,05-Jan-17,123026409,240100100672,2,395.8,84.9
60664,Gold,05-Jan-17,05-Jan-17,123021227,240500100062,2,109.2,23.85
61786,Silver,05-Jan-17,06-Jan-17,123026450,230100100035,2,141.6,29.8
62687,Gold,05-Jan-17,05-Jan-17,123022304,220101200029,1,52.3,22.65
63599,SILVER,05-Jan-17,10-Jan-17,123023511,240100400081,1,120.1,56.45
70714,Gold,05-Jan-17,05-Jan-17,123023528,220100500010,1,93,41
71609,Gold,05-Jan-17,09-Jan-17,123021116,240100100598,2,154.4,32.9
72452,SILVER,05-Jan-17,05-Jan-17,123023552,220100800049,1,40.6,19.25
73047,Silver,05-Jan-17,08-Jan-17,123021126,240100100306,2,17.8,4.1
74708,SILVER,05-Jan-17,05-Jan-17,123022864,210200400076,1,60.1,30.15
76587,Platinum,05-Jan-17,05-Jan-17,123024387,220200100035,1,62.6,31.4
77828,Gold,05-Jan-17,05-Jan-17,123022892,220101200020,1,55.9,24.2
78276,Gold,05-Jan-17,05-Jan-17,123022403,220100500026,1,63,28.7
79719,Silver,05-Jan-17,05-Jan-17,123022934,240100400044,1,353.6,174.75
80320,Silver,05-Jan-17,11-Jan-17,123021447,240200100077,1,149.1,90.7
80346,Gold,05-Jan-17,06-Jan-17,123022936,240300100004,4,69.6,8.1
81240,GOLD,05-Jan-17,05-Jan-17,123023612,240700400036,1,6.2,2.75
81391,SILVER,05-Jan-17,05-Jan-17,123022409,240100300006,2,103,22.8
81437,Gold,05-Jan-17,07-Jan-17,123024425,220200100057,1,125.8,63
81842,SILVER,05-Jan-17,10-Jan-17,123022992,230100700004,1,360,199
85630,Silver,05-Jan-17,05-Jan-17,123023677,210200300121,1,70.8,36.9
86519,Gold,05-Jan-17,05-Jan-17,123023075,240600100007,1,11.7,4.8
87110,Silver,05-Jan-17,05-Jan-17,123024462,210201000125,1,51.3,23.4
87295,Silver,05-Jan-17,08-Jan-17,123023084,220200200039,1,95.5,43.55
87531,SILVER,05-Jan-17,08-Jan-17,123023692,240100100372,1,28.8,12.3
88779,SILVER,05-Jan-17,05-Jan-17,123024485,220101200009,1,106.8,42.8
88885,Silver,05-Jan-17,05-Jan-17,123024833,240500200081,1,126.8,52.9
88942,Gold,05-Jan-17,05-Jan-17,123021382,240100200007,1,3.3,1.35
89147,Gold,05-Jan-17,05-Jan-17,123023095,220200200038,1,38.2,18.95
89392,Gold,05-Jan-17,05-Jan-17,123023110,220200100029,1,104.3,52.25
89625,Silver,05-Jan-17,05-Jan-17,123024834,230100600021,1,84.2,42.2
89875,Gold,05-Jan-17,06-Jan-17,123024509,220200300144,2,166,37.8
90177,GOLD,05-Jan-17,05-Jan-17,123024519,210200300053,1,42.4,21.3
90962,Gold,05-Jan-17,05-Jan-17,123022457,220200300056,1,93.1,42.45
91866,Silver,05-Jan-17,11-Jan-17,123023134,220101400003,1,91.6,41.75
407,Silver,06-Jan-17,07-Jan-17,123030346,240500200011,1,30.8,14.35
2285,Silver,06-Jan-17,09-Jan-17,123030368,240800200051,2,52.2,12.45
2304,Gold,06-Jan-17,06-Jan-17,123029243,240500200003,1,23.2,11.1
2455,GOLD,06-Jan-17,11-Jan-17,123030385,240700400013,1,68.2,35.55
2777,Silver,06-Jan-17,11-Jan-17,123028047,220100700038,1,100.2,47.75
4611,Silver,06-Jan-17,06-Jan-17,123028715,210201000081,1,27.7,12.4
6229,GOLD,06-Jan-17,06-Jan-17,123027062,220100700003,1,108.7,53
7011,GOLD,06-Jan-17,06-Jan-17,123028724,240800100039,2,171.6,39.9
7089,Gold,06-Jan-17,06-Jan-17,123027080,240600100203,1,38.7,15.85
8011,Gold,06-Jan-17,07-Jan-17,123027107,230100200041,2,116.6,29.25
8465,Silver,06-Jan-17,06-Jan-17,123027116,240600100013,1,3.4,1.25
10380,Silver,06-Jan-17,06-Jan-17,123028763,220100300039,2,408.8,87.15
10675,Silver,06-Jan-17,06-Jan-17,123030555,230100500080,1,25,12.2
10935,Gold,06-Jan-17,06-Jan-17,123027141,230100100063,2,689.6,158.1
11361,Gold,06-Jan-17,07-Jan-17,123028078,240400300026,1,92.7,40.3
12604,Silver,06-Jan-17,13-Jan-17,123027168,220200300056,2,186.2,42.45
13143,Gold,06-Jan-17,06-Jan-17,123030613,240100100581,1,27.5,11.35
13743,Gold,06-Jan-17,06-Jan-17,123030697,240200200068,1,298.8,151.55
14792,Silver,06-Jan-17,11-Jan-17,123027199,230100600016,1,77,38.6
14864,Silver,06-Jan-17,11-Jan-17,123028104,240600100115,1,47.9,20
15223,Gold,06-Jan-17,06-Jan-17,123029350,240100100231,1,11.4,5.3
15610,Gold,06-Jan-17,09-Jan-17,123030722,240500100044,1,71.2,28.5
16934,Silver,06-Jan-17,07-Jan-17,123030773,230100100031,2,920.8,209.35
18459,Gold,06-Jan-17,10-Jan-17,123030839,240100100256,1,46.8,22.05
18544,Gold,06-Jan-17,06-Jan-17,123028784,230100100061,2,350.4,73.65
20322,SILVER,06-Jan-17,06-Jan-17,123030876,220101400131,1,22.3,7.75
21231,SILVER,06-Jan-17,06-Jan-17,123029404,220200100063,1,66.5,33.35
