input_model,input_column,tags,output_model,output_columns
model.hubspot.hubspot__email_sends,was_bounced,"{""Aggregation"":""This column is aggregated to calculate the total number of bounced emails.""}",model.hubspot.hubspot__contacts,"{""total_bounces"":""Summed up for each contact"",""total_unique_bounces"":""Counted as unique occurrences for each contact""}"
model.hubspot.hubspot__email_sends,was_clicked,"{""Aggregation"":""This column is aggregated to calculate the total number of clicked emails.""}",model.hubspot.hubspot__contacts,"{""total_clicks"":""Summed up for each contact"",""total_unique_clicks"":""Counted as unique occurrences for each contact""}"
model.hubspot.hubspot__email_sends,was_deferred,"{""Aggregation"":""This column is aggregated to calculate the total number of deferred emails.""}",model.hubspot.hubspot__contacts,"{""total_deferrals"":""Summed up for each contact"",""total_unique_deferrals"":""Counted as unique occurrences for each contact""}"
model.hubspot.hubspot__email_sends,was_delivered,"{""Aggregation"":""This column is aggregated to calculate the total number of delivered emails.""}",model.hubspot.hubspot__contacts,"{""total_deliveries"":""Summed up for each contact"",""total_unique_deliveries"":""Counted as unique occurrences for each contact""}"
model.hubspot.hubspot__email_sends,was_forwarded,"{""Aggregation"":""This column is aggregated to calculate the total number of forwarded emails.""}",model.hubspot.hubspot__contacts,"{""total_forwards"":""Summed up for each contact"",""total_unique_forwards"":""Counted as unique occurrences for each contact""}"
model.hubspot.hubspot__email_sends,was_printed,"{""Aggregation"":""This column is used to count the total number of print email events and unique print email events.""}",model.hubspot.hubspot__contacts,"{""total_prints"":""Aggregated count of all print events"",""total_unique_prints"":""Aggregated count of unique print events""}"
model.hubspot.hubspot__email_sends,was_spam_reported,"{""Aggregation"":""This column is used to count the total number of spam report email events and unique spam report email events.""}",model.hubspot.hubspot__contacts,"{""total_spam_reports"":""Aggregated count of all spam report events"",""total_unique_spam_reports"":""Aggregated count of unique spam report events""}"
model.hubspot.hubspot__email_sends,was_unsubcribed,"{""Aggregation"":""This column is used to count the total number of unsubscribe email events and unique unsubscribe email events.""}",model.hubspot.hubspot__contacts,"{""total_unsubscribes"":""Aggregated count of all unsubscribe events"",""total_unique_unsubscribes"":""Aggregated count of unique unsubscribe events""}"
model.hubspot.int_hubspot__contact_merge_adjust,contact_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as a key to join with engagement metrics""}",model.hubspot.hubspot__contacts,"{""contact_id"":""Directly copied""}"
model.hubspot.int_hubspot__contact_merge_adjust,is_contact_deleted,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__contacts,"{""is_contact_deleted"":""Directly copied""}"
model.hubspot.int_hubspot__contact_merge_adjust,calculated_merged_vids,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__contacts,"{""calculated_merged_vids"":""Directly copied""}"
model.hubspot.int_hubspot__contact_merge_adjust,email,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used to join with email metrics""}",model.hubspot.hubspot__contacts,"{""email"":""Directly copied""}"
model.hubspot.int_hubspot__contact_merge_adjust,contact_company,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__contacts,"{""contact_company"":""Directly copied""}"
model.hubspot.int_hubspot__contact_merge_adjust,first_name,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__contacts,"{""first_name"":""Directly copied""}"
model.hubspot.int_hubspot__contact_merge_adjust,last_name,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__contacts,"{""last_name"":""Directly copied""}"
model.hubspot.int_hubspot__contact_merge_adjust,created_date,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__contacts,"{""created_date"":""Directly copied""}"
model.hubspot.int_hubspot__contact_merge_adjust,job_title,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__contacts,"{""job_title"":""Directly copied""}"
model.hubspot.int_hubspot__contact_merge_adjust,company_annual_revenue,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__contacts,"{""company_annual_revenue"":""Directly copied""}"
model.hubspot.int_hubspot__contact_merge_adjust,_fivetran_synced,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__contacts,"{""_fivetran_synced"":""It is directly copied to the output column with the same name""}"
model.hubspot.int_hubspot__engagement_metrics__by_contact,contact_id,"{""Integration"":""This column is used as the key to join the engagement metrics with the main contact data in the LEFT JOIN operation."",""Direct"":""The column is directly copied to the output without transformation.""}",model.hubspot.hubspot__contacts,"{""contact_id"":""Directly copied to the output column with the same name.""}"
model.hubspot_source.stg_hubspot__email_event,sent_by_event_id,"{""Filtering"":""This column is used to filter out null values"",""Integration"":""It's used as the key to group events"",""Aggregation"":""It's used as the grouping key for all aggregations""}",model.hubspot.int_hubspot__email_event_aggregates,"{""email_send_id"":""This column is directly mapped to email_send_id in the output""}"
model.hubspot.int_hubspot__contact_merge_adjust,contact_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as part of the LEFT JOIN operation""}",model.hubspot.hubspot__email_event_status_change,"{""contact_id"":""Directly copied to the output""}"
model.hubspot.int_hubspot__contact_merge_adjust,is_contact_deleted,"{""Direct"":""The column is directly copied, but with a COALESCE function applied"",""Cleaning"":""The COALESCE function is used to set a default value of FALSE if the column is NULL""}",model.hubspot.hubspot__email_event_status_change,"{""is_contact_deleted"":""Copied to the output with COALESCE applied""}"
model.hubspot.int_hubspot__contact_merge_adjust,email,"{""Integration"":""The column is used as the key to join with recipient_email_address from the events table""}",model.hubspot.hubspot__email_event_status_change,
model.hubspot.int_hubspot__contact_merge_adjust,_fivetran_synced,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as part of the LEFT JOIN between the contacts table and the events_joined CTE""}",model.hubspot.hubspot__email_event_status_change,"{""_fivetran_synced"":""It is directly copied to the output '_fivetran_synced' column""}"
model.hubspot_source.stg_hubspot__email_event,_fivetran_synced,"{""Direct"":""This column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_status_change,"{""_fivetran_synced"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event,created_timestamp,"{""Direct"":""This column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_status_change,"{""created_timestamp"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event,email_campaign_id,"{""Direct"":""This column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_status_change,"{""email_campaign_id"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event,event_id,"{""Integration"":""This column is used as the key to join with the base table""}",model.hubspot.hubspot__email_event_status_change,"{""event_id"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event,recipient_email_address,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join with the contacts table""}",model.hubspot.hubspot__email_event_status_change,"{""recipient_email_address"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event,sent_by_event_id,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_status_change,"{""email_send_id"":""Directly copied to the output and renamed""}"
model.hubspot_source.stg_hubspot__email_event,sent_timestamp,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_status_change,"{""email_send_timestamp"":""Directly copied to the output and renamed""}"
model.hubspot_source.stg_hubspot__email_event_status_change,_fivetran_synced,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_status_change,"{""_fivetran_synced"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event_status_change,change_source,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_status_change,"{""change_source"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event_status_change,event_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as the key to join with the events table""}",model.hubspot.hubspot__email_event_status_change,"{""event_id"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event_status_change,is_bounced,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_status_change,"{""is_bounced"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event_status_change,requested_by_email,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_status_change,"{""requested_by_email"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event_status_change,subscription_status,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_status_change,"{""subscription_status"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event_status_change,subscriptions,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_status_change,"{""subscriptions"":""Directly copied to the output""}"
model.hubspot.int_hubspot__contact_merge_adjust,contact_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as part of the LEFT JOIN operation""}",model.hubspot.hubspot__email_event_delivered,"{""contact_id"":""Directly copied to the output""}"
model.hubspot.int_hubspot__contact_merge_adjust,is_contact_deleted,"{""Direct"":""The column is directly copied, but with a COALESCE function applied"",""Cleaning"":""The COALESCE function is used to handle potentially null values""}",model.hubspot.hubspot__email_event_delivered,"{""is_contact_deleted"":""Copied to the output with COALESCE applied""}"
model.hubspot.int_hubspot__contact_merge_adjust,email,"{""Integration"":""The column is used as the key to join with recipient_email_address""}",model.hubspot.hubspot__email_event_delivered,
model.hubspot.int_hubspot__contact_merge_adjust,_fivetran_synced,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as part of the join condition between the contacts table and the events_joined CTE""}",model.hubspot.hubspot__email_event_delivered,"{""_fivetran_synced"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event,_fivetran_synced,"{""Direct"":""This column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_delivered,"{""_fivetran_synced"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event,created_timestamp,"{""Direct"":""This column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_delivered,"{""created_timestamp"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event,email_campaign_id,"{""Direct"":""This column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_delivered,"{""email_campaign_id"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event,event_id,"{""Integration"":""This column is used as the key to join tables"",""Direct"":""This column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_delivered,"{""event_id"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event,recipient_email_address,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""The column is used as a key to join with the contacts table""}",model.hubspot.hubspot__email_event_delivered,"{""recipient_email_address"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event,sent_by_event_id,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_delivered,"{""email_send_id"":""Directly copied to the output and renamed""}"
model.hubspot_source.stg_hubspot__email_event,sent_timestamp,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_delivered,"{""email_send_timestamp"":""Directly copied to the output and renamed""}"
model.hubspot_source.stg_hubspot__email_event_delivered,_fivetran_synced,"{""Direct"":""This column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_delivered,"{""_fivetran_synced"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event_delivered,event_id,"{""Direct"":""This column is directly copied without any transformation"",""Integration"":""Used as a key to join with the events table""}",model.hubspot.hubspot__email_event_delivered,"{""event_id"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event_delivered,returned_response,"{""Direct"":""This column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_delivered,"{""returned_response"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__email_event_delivered,smtp_id,"{""Direct"":""This column is directly copied without any transformation""}",model.hubspot.hubspot__email_event_delivered,"{""smtp_id"":""Directly copied to the output""}"
model.hubspot_source.stg_hubspot__contact_property_history,change_source,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__contact_history,"{""change_source"":""Directly copied""}"
model.hubspot_source.stg_hubspot__contact_property_history,change_source_id,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__contact_history,"{""change_source_id"":""Directly copied""}"
model.hubspot_source.stg_hubspot__contact_property_history,change_timestamp,"{""Direct"":""The column is directly copied as valid_from"",""Other"":""Used to calculate the valid_to timestamp for each record"",""Deduplication"":""Used in the PARTITION BY and ORDER BY clauses of the window function""}",model.hubspot.hubspot__contact_history,"{""valid_from"":""Directly copied"",""valid_to"":""Used in LEAD function to calculate the next change timestamp""}"
model.hubspot_source.stg_hubspot__contact_property_history,contact_id,"{""Direct"":""The column is directly copied without any transformation"",""Deduplication"":""Used in the PARTITION BY clause of the window function"",""Other"":""Used in the surrogate key generation""}",model.hubspot.hubspot__contact_history,"{""contact_id"":""Directly copied"",""id"":""Part of the MD5 hash for the surrogate key""}"
model.hubspot_source.stg_hubspot__contact_property_history,field_name,"{""Direct"":""The column is directly copied without any transformation"",""Deduplication"":""Used in the PARTITION BY clause of the window function"",""Other"":""Used in the surrogate key generation""}",model.hubspot.hubspot__contact_history,"{""field_name"":""Directly copied"",""id"":""Part of the MD5 hash for the surrogate key""}"
model.hubspot_source.stg_hubspot__contact_property_history,new_value,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__contact_history,"{""new_value"":""Directly copied""}"
model.hubspot_source.stg_hubspot__deal_pipeline,is_deal_pipeline_deleted,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cleaned by applying a COALESCE function to handle NULL values""}",model.hubspot.hubspot__deal_stages,"{""is_deal_pipeline_deleted"":""Directly mapped after COALESCE""}"
model.hubspot_source.stg_hubspot__deal_pipeline,deal_pipeline_id,"{""Integration"":""The column is used as a key to join with other tables""}",model.hubspot.hubspot__deal_stages,"{""pipeline_id"":""Mapped through joins and selection in the final subquery""}"
model.hubspot_source.stg_hubspot__deal_pipeline,display_order,"{""Direct"":""The column is directly selected in the final subquery""}",model.hubspot.hubspot__deal_stages,"{""pipeline_display_order"":""Directly mapped in the final SELECT statement""}"
model.hubspot_source.stg_hubspot__deal_pipeline,is_active,"{""Direct"":""The column is directly selected in the final subquery""}",model.hubspot.hubspot__deal_stages,"{""is_pipeline_active"":""Directly mapped in the final SELECT statement""}"
model.hubspot_source.stg_hubspot__deal_pipeline,pipeline_label,"{""Direct"":""The column is directly selected in the final subquery""}",model.hubspot.hubspot__deal_stages,"{""pipeline_label"":""Directly mapped in the final SELECT statement""}"
model.hubspot_source.stg_hubspot__deal_pipeline_stage,is_deal_pipeline_stage_deleted,"{""Direct"":""The column is directly copied to the output"",""Cleaning"":""The column is cleaned by applying a COALESCE function to handle NULL values""}",model.hubspot.hubspot__deal_stages,"{""is_deal_pipeline_stage_deleted"":""Directly copied and cleaned with COALESCE""}"
model.hubspot_source.stg_hubspot__deal_pipeline_stage,deal_pipeline_id,"{""Integration"":""The column is used as a key to join with the pipeline table""}",model.hubspot.hubspot__deal_stages,"{""pipeline_id"":""Indirectly mapped through the join operation""}"
model.hubspot_source.stg_hubspot__deal_pipeline_stage,deal_pipeline_stage_id,"{""Integration"":""The column is used as a key to join with the deal_stage table""}",model.hubspot.hubspot__deal_stages,"{""pipeline_stage_id"":""Indirectly mapped through the join operation""}"
model.hubspot_source.stg_hubspot__deal_pipeline_stage,display_order,"{""Direct"":""The column is directly copied to the output""}",model.hubspot.hubspot__deal_stages,"{""pipeline_stage_display_order"":""Directly copied""}"
model.hubspot_source.stg_hubspot__deal_pipeline_stage,is_active,"{""Direct"":""The column is directly copied to the output""}",model.hubspot.hubspot__deal_stages,"{""is_pipeline_stage_active"":""Directly copied""}"
model.hubspot_source.stg_hubspot__deal_pipeline_stage,is_closed_won,"{""Direct"":""The column is directly copied to the output""}",model.hubspot.hubspot__deal_stages,"{""is_pipeline_stage_closed_won"":""Directly copied""}"
model.hubspot_source.stg_hubspot__deal_pipeline_stage,pipeline_stage_label,"{""Direct"":""The column is directly copied to the output""}",model.hubspot.hubspot__deal_stages,"{""pipeline_stage_label"":""Directly copied""}"
model.hubspot_source.stg_hubspot__deal_pipeline_stage,probability,"{""Direct"":""The column is directly copied to the output""}",model.hubspot.hubspot__deal_stages,"{""pipeline_stage_probability"":""Directly copied""}"
model.hubspot_source.stg_hubspot__deal_pipeline_stage,deal_pipeline_stage_created_at,"{""Direct"":""The column is directly copied to the output""}",model.hubspot.hubspot__deal_stages,"{""deal_pipeline_stage_created_at"":""Directly copied""}"
model.hubspot_source.stg_hubspot__deal_pipeline_stage,deal_pipeline_stage_updated_at,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot.hubspot__deal_stages,"{""deal_pipeline_stage_updated_at"":""It is directly copied to the output column with the same name""}"
model.hubspot_source.stg_hubspot__deal_stage,_fivetran_active,"{""Direct"":""The column is directly copied without transformation""}",model.hubspot.hubspot__deal_stages,"{""is_stage_active"":""Directly mapped to this output column""}"
model.hubspot_source.stg_hubspot__deal_stage,_fivetran_end,"{""Direct"":""The column is directly copied without transformation""}",model.hubspot.hubspot__deal_stages,"{""date_stage_exited"":""Directly mapped to this output column""}"
model.hubspot_source.stg_hubspot__deal_stage,_fivetran_start,"{""Direct"":""The column is directly copied without transformation""}",model.hubspot.hubspot__deal_stages,"{""date_stage_entered"":""Directly mapped to this output column""}"
model.hubspot_source.stg_hubspot__deal_stage,date_entered,"{""Deduplication"":""Used in the ROW_NUMBER() function to create a unique identifier""}",model.hubspot.hubspot__deal_stages,"{""deal_stage_id"":""Partially used in creating this unique identifier""}"
model.hubspot_source.stg_hubspot__deal_stage,deal_id,"{""Direct"":""Directly copied to the output"",""Integration"":""Used to join with the deals_enhanced CTE"",""Deduplication"":""Used in creating a unique identifier for deal_stage_id""}",model.hubspot.hubspot__deal_stages,"{""deal_id"":""Directly mapped to this output column"",""deal_stage_id"":""Partially used in creating this unique identifier""}"
model.hubspot_source.stg_hubspot__deal_stage,source,"{""Direct"":""Directly copied to the output""}",model.hubspot.hubspot__deal_stages,"{""source"":""Directly mapped to this output column""}"
model.hubspot_source.stg_hubspot__deal_stage,source_id,"{""Direct"":""Directly copied to the output""}",model.hubspot.hubspot__deal_stages,"{""source_id"":""Directly mapped to this output column""}"
model.hubspot_source.stg_hubspot__deal_stage,deal_stage_name,"{""Integration"":""Used to join with the pipeline_stage CTE"",""Direct"":""Directly copied to the output""}",model.hubspot.hubspot__deal_stages,"{""pipeline_stage_id"":""Directly mapped to this output column""}"
model.hubspot_source.stg_hubspot__email_event_bounce_tmp,id,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT in the macro CTE""}",model.hubspot_source.stg_hubspot__email_event_bounce,"{""event_id"":""It is directly mapped to event_id after casting""}"
model.hubspot_source.stg_hubspot__email_event_bounce_tmp,_fivetran_synced,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TIMESTAMP in both the macro and fields CTEs""}",model.hubspot_source.stg_hubspot__email_event_bounce,"{""_fivetran_synced"":""It is directly mapped to _fivetran_synced after casting""}"
model.hubspot_source.stg_hubspot__email_event_bounce_tmp,category,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT in the macro CTE""}",model.hubspot_source.stg_hubspot__email_event_bounce,"{""bounce_category"":""It is directly mapped to bounce_category after casting""}"
model.hubspot_source.stg_hubspot__email_event_bounce_tmp,status,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT in the macro CTE""}",model.hubspot_source.stg_hubspot__email_event_bounce,"{""returned_status"":""It is directly mapped to returned_status after casting""}"
model.hubspot_source.stg_hubspot__email_event_bounce_tmp,response,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT in the macro CTE""}",model.hubspot_source.stg_hubspot__email_event_bounce,"{""returned_response"":""It is directly mapped to returned_response after casting""}"
model.hubspot_source.stg_hubspot__company_tmp,id,"{""Cleaning"":""The column is cleaned by casting it to INT type"",""Integration"":""The column is likely used as the primary key for the company record""}",model.hubspot_source.stg_hubspot__company,"{""company_id"":""The 'id' column is directly mapped to 'company_id' after casting to INT""}"
model.hubspot_source.stg_hubspot__company_tmp,is_deleted,"{""Cleaning"":""The column is cleaned by casting it to BOOLEAN type""}",model.hubspot_source.stg_hubspot__company,"{""is_company_deleted"":""The 'is_deleted' column is directly mapped to 'is_company_deleted' after casting to BOOLEAN""}"
model.hubspot_source.stg_hubspot__engagement_company_tmp,company_id,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot_source.stg_hubspot__engagement_company,"{""company_id"":""Directly copied to the output column""}"
model.hubspot_source.stg_hubspot__engagement_company_tmp,engagement_id,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot_source.stg_hubspot__engagement_company,"{""engagement_id"":""Directly copied to the output column""}"
model.hubspot_source.stg_hubspot__engagement_company_tmp,_fivetran_synced,"{""Direct"":""The column is directly copied without any transformation""}",model.hubspot_source.stg_hubspot__engagement_company,"{""_fivetran_synced"":""Directly copied to the output column""}"
model.hubspot_source.stg_hubspot__deal_company_tmp,company_id,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the macro CTE""}",model.hubspot_source.stg_hubspot__deal_company,"{""company_id"":""Directly copied after casting to INT""}"
model.hubspot_source.stg_hubspot__deal_company_tmp,deal_id,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the macro CTE""}",model.hubspot_source.stg_hubspot__deal_company,"{""deal_id"":""Directly copied after casting to INT""}"
model.hubspot_source.stg_hubspot__deal_company_tmp,type_id,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT in the macro CTE""}",model.hubspot_source.stg_hubspot__deal_company,"{""type_id"":""Directly copied after casting to INT""}"
model.hubspot_source.stg_hubspot__email_event_forward_tmp,id,"{""Cleaning"":""The column is cast as TEXT and renamed to 'event_id'""}",model.hubspot_source.stg_hubspot__email_event_forward,"{""event_id"":""Directly mapped after casting and renaming""}"
model.hubspot_source.stg_hubspot__email_event_forward_tmp,_fivetran_synced,"{""Cleaning"":""The column is cast as TIMESTAMP""}",model.hubspot_source.stg_hubspot__email_event_forward,"{""_fivetran_synced"":""Directly mapped after casting""}"
model.hubspot_source.stg_hubspot__email_event_forward_tmp,browser,"{""Direct"":""The column is directly copied without transformation""}",model.hubspot_source.stg_hubspot__email_event_forward,"{""browser"":""Directly mapped without changes""}"
model.hubspot_source.stg_hubspot__email_event_forward_tmp,ip_address,"{""Direct"":""The column is directly copied without transformation""}",model.hubspot_source.stg_hubspot__email_event_forward,"{""ip_address"":""Directly mapped without changes""}"
model.hubspot_source.stg_hubspot__email_event_forward_tmp,location,"{""Cleaning"":""The column is renamed to 'geo_location'""}",model.hubspot_source.stg_hubspot__email_event_forward,"{""geo_location"":""Directly mapped after renaming""}"
model.hubspot_source.stg_hubspot__email_event_forward_tmp,user_agent,"{""Direct"":""The column is directly copied without transformation""}",model.hubspot_source.stg_hubspot__email_event_forward,"{""user_agent"":""Directly mapped without changes""}"
model.hubspot_source.stg_hubspot__email_event_click_tmp,id,"{""Cleaning"":""The column is cast as TEXT and renamed to 'event_id'""}",model.hubspot_source.stg_hubspot__email_event_click,"{""event_id"":""Directly mapped after casting and renaming""}"
model.hubspot_source.stg_hubspot__email_event_click_tmp,_fivetran_synced,"{""Cleaning"":""The column is cast as TIMESTAMP""}",model.hubspot_source.stg_hubspot__email_event_click,"{""_fivetran_synced"":""Directly mapped after casting""}"
model.hubspot_source.stg_hubspot__email_event_click_tmp,referer,"{""Cleaning"":""The column is cast as TEXT and renamed to 'referer_url'""}",model.hubspot_source.stg_hubspot__email_event_click,"{""referer_url"":""Directly mapped after casting and renaming""}"
model.hubspot_source.stg_hubspot__email_event_click_tmp,browser,"{""Cleaning"":""The column is cast as TEXT""}",model.hubspot_source.stg_hubspot__email_event_click,"{""browser"":""Directly mapped after casting""}"
model.hubspot_source.stg_hubspot__email_event_click_tmp,location,"{""Cleaning"":""The column is cast as TEXT and renamed to 'geo_location'""}",model.hubspot_source.stg_hubspot__email_event_click,"{""geo_location"":""Directly mapped after casting and renaming""}"
model.hubspot_source.stg_hubspot__email_event_click_tmp,ip_address,"{""Cleaning"":""The column is cast as TEXT""}",model.hubspot_source.stg_hubspot__email_event_click,"{""ip_address"":""Directly mapped after casting""}"
model.hubspot_source.stg_hubspot__email_event_click_tmp,url,"{""Cleaning"":""The column is cast as TEXT and renamed to 'click_url'""}",model.hubspot_source.stg_hubspot__email_event_click,"{""click_url"":""Directly mapped after casting and renaming""}"
model.hubspot_source.stg_hubspot__email_event_click_tmp,user_agent,"{""Cleaning"":""The column is cast as TEXT""}",model.hubspot_source.stg_hubspot__email_event_click,"{""user_agent"":""Directly mapped after casting""}"
model.hubspot_source.stg_hubspot__email_event_print_tmp,id,"{""Cleaning"":""The column is cast as TEXT in the macro CTE and renamed to 'event_id' in the fields CTE.""}",model.hubspot_source.stg_hubspot__email_event_print,"{""event_id"":""Directly mapped after being cast and renamed.""}"
