loan_id,account_id,amount,duration,payments,status,year_,month_,day_,date_,fulldate,location,purpose
6306.0,A00006425,36684,12,3057,A,2014,12,20,2014-12-20,2014-12-20,1,debt_consolidation
7096.0,A00010257,37812,12,3151,C,2018,9,2,2018-09-02,2018-09-02,1,home_improvement
6362.0,A00006738,37908,12,3159,A,2015,10,31,2015-10-31,2015-10-31,1,debt_consolidation
5332.0,A00001869,37944,36,1054,C,2018,1,29,2018-01-29,2018-01-29,64,home_improvement
6820.0,A00009034,38148,12,3179,A,2013,12,16,2013-12-16,2013-12-16,1,debt_consolidation
6321.0,A00006505,38496,12,3208,C,2018,10,8,2018-10-08,2018-10-08,1,home_improvement
5358.0,A00002018,38520,12,3210,A,2017,1,21,2017-01-21,2017-01-21,59,debt_consolidation
5634.0,A00003229,39024,12,3252,A,2017,5,1,2017-05-01,2017-05-01,59,home_improvement
7294.0,A00011327,39168,24,1632,C,2018,9,27,2018-09-27,2018-09-27,1,debt_consolidation
6888.0,A00009265,39576,12,3298,A,2014,7,11,2014-07-11,2014-07-11,1,home_improvement
6887.0,A00009263,39576,12,3298,A,2017,5,8,2017-05-08,2017-05-08,1,debt_consolidation
5665.0,A00003390,40632,12,3386,C,2018,3,11,2018-03-11,2018-03-11,1,home_improvement
5582.0,A00002982,41256,12,3438,C,2018,4,17,2018-04-17,2018-04-17,18,debt_consolidation
5808.0,A00004099,41856,48,872,C,2017,7,31,2017-07-31,2017-07-31,1,debt_consolidation
6895.0,A00009307,41904,12,3492,A,2014,9,19,2014-09-19,2014-09-19,1,debt_consolidation
6535.0,A00007546,41952,12,3496,A,2015,11,2,2015-11-02,2015-11-02,1,home_improvement
5841.0,A00004268,41988,12,3499,C,2018,11,4,2018-11-04,2018-11-04,1,debt_consolidation
6553.0,A00007636,42384,12,3532,C,2018,1,26,2018-01-26,2018-01-26,1,home_improvement
5046.0,A00000349,42816,12,3568,C,2018,9,9,2018-09-09,2018-09-09,70,debt_consolidation
6727.0,A00008505,42840,12,3570,A,2017,12,10,2017-12-10,2017-12-10,1,debt_consolidation
6621.0,A00007957,42900,12,3575,A,2017,6,14,2017-06-14,2017-06-14,1,debt_consolidation
6315.0,A00006472,43164,12,3597,A,2015,2,6,2015-02-06,2015-02-06,1,debt_consolidation
5313.0,A00001776,43200,24,1800,C,2018,5,27,2018-05-27,2018-05-27,64,debt_consolidation
5693.0,A00003489,44088,24,1837,A,2015,8,1,2015-08-01,2015-08-01,1,debt_consolidation
7087.0,A00010215,44304,24,1846,C,2017,2,20,2017-02-20,2017-02-20,1,home_improvement
6144.0,A00005593,44376,12,3698,A,2016,8,9,2016-08-09,2016-08-09,1,debt_consolidation
6137.0,A00005574,44628,12,3719,A,2016,4,10,2016-04-10,2016-04-10,1,home_improvement
6923.0,A00009433,44640,24,1860,C,2018,10,5,2018-10-05,2018-10-05,1,debt_consolidation
5368.0,A00002073,44640,24,1860,C,2018,10,5,2018-10-05,2018-10-05,59,debt_consolidation
7264.0,A00011141,44940,12,3745,A,2017,10,7,2017-10-07,2017-10-07,1,debt_consolidation
5343.0,A00001906,44952,24,1873,C,2017,10,8,2017-10-08,2017-10-08,64,debt_consolidation
6805.0,A00008972,45024,48,938,C,2016,12,21,2016-12-21,2016-12-21,1,debt_consolidation
5237.0,A00001375,45336,24,1889,A,2015,8,29,2015-08-29,2015-08-29,64,debt_consolidation
6569.0,A00007721,45456,12,3788,C,2018,5,28,2018-05-28,2018-05-28,1,home_improvement
7172.0,A00010652,45720,12,3810,C,2018,5,7,2018-05-07,2018-05-07,1,debt_consolidation
7198.0,A00010788,45768,12,3814,A,2014,8,23,2014-08-23,2014-08-23,1,home_improvement
7199.0,A00010789,45768,12,3814,A,2017,12,9,2017-12-09,2017-12-09,1,home
6944.0,A00009548,46176,48,962,C,2016,11,15,2016-11-15,2016-11-15,1,home
5445.0,A00002322,46320,24,1930,A,2016,6,29,2016-06-29,2016-06-29,59,home
6456.0,A00007123,47016,12,3918,A,2013,12,9,2013-12-09,2013-12-09,1,home
6745.0,A00008625,47304,24,1971,A,2015,4,10,2015-04-10,2015-04-10,1,home_improvement
7242.0,A00011027,48096,24,2004,C,2017,10,23,2017-10-23,2017-10-23,1,debt_consolidation
5446.0,A00002334,48312,24,2013,C,2017,8,4,2017-08-04,2017-08-04,59,home_improvement
5131.0,A00000816,48624,24,2026,A,2015,1,8,2015-01-08,2015-01-08,64,home
6460.0,A00007133,48672,36,1352,A,2014,11,6,2014-11-06,2014-11-06,1,debt_consolidation
5586.0,A00002994,48744,36,1354,C,2016,9,14,2016-09-14,2016-09-14,18,debt_consolidation
6495.0,A00007274,49044,12,4087,C,2018,3,12,2018-03-12,2018-03-12,1,home_improvement
6650.0,A00008073,49320,12,4110,B,2014,2,17,2014-02-17,2014-02-17,1,debt_consolidation
6399.0,A00006902,49320,36,1370,C,2017,12,21,2017-12-21,2017-12-21,1,home_improvement
5452.0,A00002352,49440,60,824,C,2016,4,29,2016-04-29,2016-04-29,59,home
6464.0,A00007156,49488,24,2062,C,2018,4,16,2018-04-16,2018-04-16,1,home
6470.0,A00007181,49872,12,4156,C,2018,5,17,2018-05-17,2018-05-17,1,home
6819.0,A00009031,50112,24,2088,C,2017,5,3,2017-05-03,2017-05-03,1,home
5549.0,A00002824,50460,60,841,C,2014,7,16,2014-07-16,2014-07-16,25,home_improvement
5172.0,A00001083,50976,36,1416,C,2018,4,16,2018-04-16,2018-04-16,64,debt_consolidation
5856.0,A00004320,51360,12,4280,B,2017,8,9,2017-08-09,2017-08-09,1,home_improvement
5861.0,A00004337,51408,24,2142,A,2014,12,8,2014-12-08,2014-12-08,1,home
6577.0,A00007753,51696,24,2154,A,2014,3,11,2014-03-11,2014-03-11,1,debt_consolidation
6903.0,A00009337,52128,24,2172,A,2014,6,4,2014-06-04,2014-06-04,1,debt_consolidation
6855.0,A00009153,52236,36,1451,C,2018,3,1,2018-03-01,2018-03-01,1,home_improvement
5221.0,A00001284,52512,12,4376,C,2018,12,5,2018-12-05,2018-12-05,64,debt_consolidation
7284.0,A00011265,52788,12,4399,A,2013,9,15,2013-09-15,2013-09-15,1,home_improvement
5134.0,A00000825,53076,12,4423,A,2017,2,2,2017-02-02,2017-02-02,64,home
6037.0,A00005118,53232,48,1109,C,2017,5,4,2017-05-04,2017-05-04,1,home
5398.0,A00002187,53472,12,4456,A,2017,11,4,2017-11-04,2017-11-04,59,home
7305.0,A00011359,54024,12,4502,A,2016,8,6,2016-08-06,2016-08-06,1,home
7136.0,A00010436,54396,36,1511,C,2016,9,28,2016-09-28,2016-09-28,1,home_improvement
6509.0,A00007445,55368,24,2307,A,2014,3,15,2014-03-15,2014-03-15,1,debt_consolidation
5346.0,A00001928,55632,24,2318,C,2018,12,6,2018-12-06,2018-12-06,64,home_improvement
6659.0,A00008092,56100,60,935,C,2016,2,20,2016-02-20,2016-02-20,1,home
6044.0,A00005133,57060,12,4755,C,2018,1,27,2018-01-27,2018-01-27,1,home
7219.0,A00010905,57120,48,1190,C,2017,8,23,2017-08-23,2017-08-23,1,home
5338.0,A00001888,57360,12,4780,B,2017,8,30,2017-08-30,2017-08-30,64,home
6054.0,A00005180,58764,12,4897,C,2018,7,16,2018-07-16,2018-07-16,1,home
5977.0,A00004803,59136,48,1232,C,2017,2,25,2017-02-25,2017-02-25,1,home
6959.0,A00009633,59448,24,2477,D,2017,6,30,2017-06-30,2017-06-30,1,home
6956.0,A00009631,59448,24,2477,C,2017,11,9,2017-11-09,2017-11-09,1,home
6253.0,A00006148,59760,24,2490,A,2014,11,4,2014-11-04,2014-11-04,1,home
7138.0,A00010440,60000,60,1000,C,2015,7,3,2015-07-03,2015-07-03,1,home
6342.0,A00006609,60156,36,1671,B,2015,11,12,2015-11-12,2015-11-12,1,home
6223.0,A00005991,61056,48,1272,A,2014,11,3,2014-11-03,2014-11-03,1,home
5909.0,A00004550,61320,60,1022,C,2018,1,3,2018-01-03,2018-01-03,1,home
5388.0,A00002153,61560,12,5130,A,2016,11,28,2016-11-28,2016-11-28,59,home
6027.0,A00005066,61656,24,2569,B,2016,2,10,2016-02-10,2016-02-10,1,home
5750.0,A00003804,63252,12,5271,A,2016,2,8,2016-02-08,2016-02-08,1,home
6512.0,A00007454,63312,48,1319,A,2014,5,26,2014-05-26,2014-05-26,1,home
6474.0,A00007190,63360,60,1056,C,2015,6,6,2015-06-06,2015-06-06,1,home_improvement
5782.0,A00003953,63576,12,5298,C,2018,1,4,2018-01-04,2018-01-04,1,debt_consolidation
6437.0,A00007052,63972,36,1777,D,2017,11,9,2017-11-09,2017-11-09,1,home_improvement
5287.0,A00001638,64224,24,2676,C,2018,1,26,2018-01-26,2018-01-26,64,home
5923.0,A00004585,64656,48,1347,C,2016,10,10,2016-10-10,2016-10-10,1,debt_consolidation
6357.0,A00006706,64860,60,1081,C,2018,7,12,2018-07-12,2018-07-12,1,debt_consolidation
6202.0,A00005891,65184,12,5432,A,2014,4,18,2014-04-18,2014-04-18,1,home_improvement
5531.0,A00002753,66432,24,2768,C,2017,9,30,2017-09-30,2017-09-30,29,debt_consolidation
5892.0,A00004462,66480,24,2770,B,2016,5,14,2016-05-14,2016-05-14,1,home_improvement
5931.0,A00004618,66696,24,2779,D,2017,3,17,2017-03-17,2017-03-17,1,home
5930.0,A00004616,66696,24,2779,C,2018,1,12,2018-01-12,2018-01-12,1,home
5039.0,A00000314,66840,24,2785,C,2017,5,3,2017-05-03,2017-05-03,70,home
7286.0,A00011271,67320,36,1870,C,2017,1,31,2017-01-31,2017-01-31,1,home
5682.0,A00003455,67464,12,5622,A,2017,3,7,2017-03-07,2017-03-07,1,home
7201.0,A00010807,67464,12,5622,A,2017,3,7,2017-03-07,2017-03-07,1,home
6249.0,A00006138,67608,24,2817,C,2017,7,30,2017-07-30,2017-07-30,1,home
6753.0,A00008688,67980,12,5665,A,2017,3,20,2017-03-20,2017-03-20,1,home
6598.0,A00007857,68112,12,5676,A,2015,1,18,2015-01-18,2015-01-18,1,home
5638.0,A00003249,68124,12,5677,A,2017,8,27,2017-08-27,2017-08-27,59,home
6095.0,A00005358,68340,60,1139,C,2017,1,24,2017-01-24,2017-01-24,1,home
5352.0,A00001993,68400,12,5700,B,2015,4,15,2015-04-15,2015-04-15,59,home
5741.0,A00003754,68544,24,2856,A,2016,11,3,2016-11-03,2016-11-03,1,home
5681.0,A00003448,68664,24,2861,C,2017,10,20,2017-10-20,2017-10-20,1,home
7194.0,A00010762,68832,36,1912,C,2016,9,17,2016-09-17,2016-09-17,1,home
7249.0,A00011065,69360,48,1445,A,2014,6,12,2014-06-12,2014-06-12,1,home
6857.0,A00009159,69600,48,1450,C,2018,6,8,2018-06-08,2018-06-08,1,home
5526.0,A00002725,69624,36,1934,C,2018,11,8,2018-11-08,2018-11-08,1,home
6817.0,A00009024,70656,48,1472,C,2016,10,4,2016-10-04,2016-10-04,1,home
5212.0,A00001256,71064,36,1974,A,2015,5,29,2015-05-29,2015-05-29,64,home
6624.0,A00007965,71460,12,5955,A,2014,9,30,2014-09-30,2014-09-30,1,home
5385.0,A00002143,71460,36,1985,C,2016,9,9,2016-09-09,2016-09-09,59,home
5669.0,A00003403,71820,36,1995,C,2018,6,27,2018-06-27,2018-06-27,1,home
6824.0,A00009052,71976,24,2999,D,2017,2,26,2017-02-26,2017-02-26,1,home
6599.0,A00007859,72120,12,6010,A,2016,11,19,2016-11-19,2016-11-19,1,home
6303.0,A00006400,72408,24,3017,B,2016,2,12,2016-02-12,2016-02-12,1,home
5420.0,A00002247,72504,24,3021,C,2017,2,24,2017-02-24,2017-02-24,59,home
5125.0,A00000789,73056,48,1522,C,2015,11,23,2015-11-23,2015-11-23,64,home
6490.0,A00007262,73260,60,1221,C,2017,2,10,2017-02-10,2017-02-10,1,home
5880.0,A00004423,73836,36,2051,A,2015,10,31,2015-10-31,2015-10-31,1,home
5878.0,A00004415,74040,12,6170,A,2017,4,1,2017-04-01,2017-04-01,1,home
6461.0,A00007136,74124,36,2059,C,2016,9,19,2016-09-19,2016-09-19,1,home
6766.0,A00008784,74352,24,3098,C,2018,4,28,2018-04-28,2018-04-28,1,home
6729.0,A00008519,74688,12,6224,A,2014,8,11,2014-08-11,2014-08-11,1,home
6668.0,A00008129,74736,36,2076,A,2014,7,30,2014-07-30,2014-07-30,1,home
5214.0,A00001270,74772,36,2077,C,2017,7,1,2017-07-01,2017-07-01,64,home
5760.0,A00003862,74916,36,2081,C,2018,9,18,2018-09-18,2018-09-18,1,home
7097.0,A00010266,75624,24,3151,B,2013,12,23,2013-12-23,2013-12-23,1,home
5992.0,A00004863,76080,12,6340,A,2017,3,18,2017-03-18,2017-03-18,1,home
6790.0,A00008919,76104,24,3171,C,2018,6,8,2018-06-08,2018-06-08,1,home
5739.0,A00003747,76380,12,6365,A,2015,1,2,2015-01-02,2015-01-02,1,home
6960.0,A00009640,76416,24,3184,A,2015,1,11,2015-01-11,2015-01-11,1,home
6737.0,A00008564,76680,24,3195,A,2015,3,11,2015-03-11,2015-03-11,1,home
6316.0,A00006473,76908,12,6409,B,2014,5,26,2014-05-26,2014-05-26,1,home
5117.0,A00000718,76944,12,6412,A,2017,8,20,2017-08-20,2017-08-20,64,home
6322.0,A00006510,76992,24,3208,C,2017,5,6,2017-05-06,2017-05-06,1,home
5635.0,A00003230,77184,36,2144,C,2016,10,4,2016-10-04,2016-10-04,59,home
6574.0,A00007745,77544,36,2154,C,2017,12,20,2017-12-20,2017-12-20,1,home_improvement
6642.0,A00008027,77640,12,6470,A,2014,6,5,2014-06-05,2014-06-05,1,debt_consolidation
7051.0,A00010068,77808,12,6484,A,2017,7,28,2017-07-28,2017-07-28,1,home_improvement
5389.0,A00002165,78600,24,3275,C,2017,8,22,2017-08-22,2017-08-22,59,home
6113.0,A00005445,78696,36,2186,C,2017,10,1,2017-10-01,2017-10-01,1,debt_consolidation
6215.0,A00005944,78720,48,1640,C,2018,6,18,2018-06-18,2018-06-18,1,debt_consolidation
5285.0,A00001603,78936,12,6578,A,2014,2,6,2014-02-06,2014-02-06,64,home_improvement
6605.0,A00007890,79344,48,1653,C,2017,10,14,2017-10-14,2017-10-14,1,debt_consolidation
6077.0,A00005270,79608,24,3317,A,2013,11,22,2013-11-22,2013-11-22,1,home_improvement
5836.0,A00004259,79632,24,3318,A,2014,8,27,2014-08-27,2014-08-27,1,home
6059.0,A00005196,79824,12,6652,A,2017,12,28,2017-12-28,2017-12-28,1,home
6294.0,A00006353,79920,60,1332,C,2015,2,12,2015-02-12,2015-02-12,1,home
6678.0,A00008173,80340,12,6695,A,2014,5,20,2014-05-20,2014-05-20,1,home
4959.0,A00000002,80952,24,3373,A,2014,1,5,2014-01-05,2014-01-05,1,home
6499.0,A00007401,80952,24,3373,A,2014,1,5,2014-01-05,2014-01-05,1,home
5906.0,A00004533,81144,36,2254,C,2018,5,5,2018-05-05,2018-05-05,1,home
6868.0,A00009208,82128,24,3422,C,2018,10,12,2018-10-12,2018-10-12,1,home
5595.0,A00003050,82896,12,6908,A,2014,9,2,2014-09-02,2014-09-02,18,home
6150.0,A00005622,83016,12,6918,A,2014,11,2,2014-11-02,2014-11-02,1,home
6875.0,A00009235,83280,48,1735,C,2017,3,13,2017-03-13,2017-03-13,1,home
6922.0,A00009424,83628,36,2323,C,2017,8,26,2017-08-26,2017-08-26,1,home
5367.0,A00002064,83628,36,2323,C,2017,8,26,2017-08-26,2017-08-26,59,home
6613.0,A00007926,84120,24,3505,A,2016,9,22,2016-09-22,2016-09-22,1,home
5790.0,A00004033,84288,48,1756,C,2017,3,20,2017-03-20,2017-03-20,1,home
5061.0,A00000440,84288,48,1756,C,2018,3,13,2018-03-13,2018-03-13,70,home
5784.0,A00003967,84600,36,2350,D,2017,3,29,2017-03-29,2017-03-29,1,home
6283.0,A00006289,85632,48,1784,C,2016,8,11,2016-08-11,2016-08-11,1,home
6751.0,A00008680,85716,36,2381,C,2016,7,14,2016-07-14,2016-07-14,1,home
6726.0,A00008492,85860,60,1431,C,2015,9,3,2015-09-03,2015-09-03,1,home
6921.0,A00009422,86184,12,7182,A,2016,10,29,2016-10-29,2016-10-29,1,home
5893.0,A00004467,86184,36,2394,C,2018,8,3,2018-08-03,2018-08-03,1,home
5366.0,A00002062,86184,12,7182,A,2016,10,29,2016-10-29,2016-10-29,59,home
6876.0,A00009236,86616,12,7218,A,2013,12,21,2013-12-21,2013-12-21,1,home
7119.0,A00010361,86880,12,7240,A,2017,6,2,2017-06-02,2017-06-02,1,home
6210.0,A00005927,87216,48,1817,B,2014,6,6,2014-06-06,2014-06-06,1,home
5138.0,A00000854,87216,48,1817,C,2015,5,30,2015-05-30,2015-05-30,64,home
6279.0,A00006273,87360,24,3640,A,2014,6,7,2014-06-07,2014-06-07,1,home
6278.0,A00006265,87360,24,3640,C,2017,6,10,2017-06-10,2017-06-10,1,home
5933.0,A00004631,87528,24,3647,C,2017,12,13,2017-12-13,2017-12-13,1,home
5882.0,A00004427,87816,12,7318,A,2014,9,26,2014-09-26,2014-09-26,1,home
6687.0,A00008261,87840,24,3660,A,2013,9,13,2013-09-13,2013-09-13,1,home
6969.0,A00009673,88200,36,2450,C,2018,9,12,2018-09-12,2018-09-12,1,home
6763.0,A00008772,88272,48,1839,C,2017,6,19,2017-06-19,2017-06-19,1,home
4996.0,A00000132,88440,12,7370,A,2016,11,6,2016-11-06,2016-11-06,1,home
5585.0,A00002988,88608,12,7384,C,2018,7,8,2018-07-08,2018-07-08,18,home
7115.0,A00010351,88704,48,1848,C,2017,3,4,2017-03-04,2017-03-04,1,home
6696.0,A00008321,89040,60,1484,C,2014,5,9,2014-05-09,2014-05-09,1,home
7277.0,A00011231,89280,12,7440,A,2017,10,24,2017-10-24,2017-10-24,1,home
7013.0,A00009928,89340,60,1489,C,2016,8,2,2016-08-02,2016-08-02,1,home
5495.0,A00002580,89340,60,1489,C,2016,8,2,2016-08-02,2016-08-02,46,home
7263.0,A00011138,89880,24,3745,A,2016,1,19,2016-01-19,2016-01-19,1,home
5868.0,A00004361,90156,12,7513,A,2017,3,29,2017-03-29,2017-03-29,1,home
6088.0,A00005317,90180,36,2505,C,2017,3,7,2017-03-07,2017-03-07,1,home
5088.0,A00000544,91152,24,3798,A,2016,8,22,2016-08-22,2016-08-22,64,home
6520.0,A00007485,91200,24,3800,A,2014,3,16,2014-03-16,2014-03-16,1,home
5036.0,A00000309,91248,48,1901,C,2018,11,25,2018-11-25,2018-11-25,70,home
6596.0,A00007844,91584,24,3816,A,2014,6,25,2014-06-25,2014-06-25,1,home
5519.0,A00002694,91632,12,7636,A,2014,3,8,2014-03-08,2014-03-08,1,home
7046.0,A00010049,91632,12,7636,A,2017,3,28,2017-03-28,2017-03-28,1,home
5377.0,A00002116,92400,12,7700,A,2017,8,4,2017-08-04,2017-08-04,59,home
5413.0,A00002227,92976,24,3874,A,2015,12,12,2015-12-12,2015-12-12,59,home
6730.0,A00008523,93036,12,7753,C,2018,2,15,2018-02-15,2018-02-15,1,home
6644.0,A00008039,93600,24,3900,A,2016,10,20,2016-10-20,2016-10-20,1,home
5523.0,A00002705,93888,36,2608,A,2013,12,8,2013-12-08,2013-12-08,1,home
5525.0,A00002720,93888,36,2608,C,2018,4,27,2018-04-27,2018-04-27,1,home
5895.0,A00004473,93960,60,1566,C,2017,1,3,2017-01-03,2017-01-03,1,home
6562.0,A00007674,94488,24,3937,C,2017,3,21,2017-03-21,2017-03-21,1,home
5643.0,A00003273,94512,12,7876,B,2017,9,21,2017-09-21,2017-09-21,59,home
6356.0,A00006701,95400,36,2650,A,2013,12,8,2013-12-08,2013-12-08,1,home
5464.0,A00002419,95808,12,7984,A,2015,1,30,2015-01-30,2015-01-30,59,home
6995.0,A00009814,96168,12,8014,A,2016,9,26,2016-09-26,2016-09-26,1,home
5314.0,A00001787,96396,12,8033,B,2013,7,5,2013-07-05,2013-07-05,64,home
6421.0,A00006985,96768,36,2688,C,2016,7,25,2016-07-25,2016-07-25,1,home
5774.0,A00003916,96984,36,2694,C,2018,7,12,2018-07-12,2018-07-12,1,home
5953.0,A00004715,97176,24,4049,C,2017,3,14,2017-03-14,2017-03-14,1,home
5877.0,A00004414,97224,24,4051,A,2015,2,23,2015-02-23,2015-02-23,1,home
6612.0,A00007907,97392,12,8116,A,2017,8,31,2017-08-31,2017-08-31,1,home
6998.0,A00009833,97632,12,8136,A,2014,5,21,2014-05-21,2014-05-21,1,home
6677.0,A00008169,97980,60,1633,C,2017,8,12,2017-08-12,2017-08-12,1,home
5161.0,A00001012,98184,24,4091,A,2014,10,28,2014-10-28,2014-10-28,64,home
