model_name,summary,tags
model.apple_store_source.stg_apple_store__usage_app_version,"This SQL query performs data transformation and type casting on the 'stg_apple_store__usage_app_version_tmp' table. It creates a CTE structure to first select all columns from the source table, then defines and casts specific fields to appropriate data types. Finally, it selects and renames certain columns, including converting the 'date' field to a DATE type. The query primarily focuses on data cleaning and formatting.","[""Cleaning"",""Other""]"
model.apple_store_source.stg_apple_store__crashes_platform_version,"This SQL query performs a basic transformation on data from a staging table. It casts the 'date' column to a DATE type, renames it to 'date_day', and selects specific columns (date_day, app_id, device, platform_version, crashes) for the final output. The query also includes a CTE that defines data types for various fields, although these are not directly used in the final selection.","[""Cleaning""]"
model.apple_store_source.stg_apple_store__downloads_device,"This SQL query performs data type casting and column selection on the 'stg_apple_store__downloads_device_tmp' table. It casts the 'date' column to DATE type and selects specific columns for the final output. The query doesn't perform any filtering, deduplication, or aggregation operations.","[""Cleaning""]"
model.apple_store_source.stg_apple_store__app_store_device,"This SQL query performs a series of transformations on data from the 'stg_apple_store__app_store_device_tmp' table. It first creates a CTE with all columns from the source table, then defines a structure for the fields with specific data types. Finally, it selects and casts certain columns, including converting the 'date' column to a DATE type and renaming it to 'date_day'. The query primarily focuses on data type casting and column selection/renaming.","[""Cleaning""]"
model.apple_store_source.stg_apple_store__crashes_app_version,"This SQL query performs a basic transformation on data from the 'stg_apple_store__crashes_app_version_tmp' table. It casts specific columns to defined data types, renames some columns, and selects a subset of columns for the final output. The main transformation is converting the 'date' column to a DATE type and renaming it to 'date_day'.","[""Cleaning"",""Featurization""]"
model.apple_store_source.stg_apple_store__usage_device,"This SQL query performs type casting and column selection on data from the 'stg_apple_store__usage_device_tmp' table. It casts various columns to specific data types, renames some columns, and selects a subset of columns for the final output. The query also converts the 'date' column to a DATE type and renames it to 'date_day'.","[""Cleaning"",""Other""]"
model.apple_store_source.stg_apple_store__usage_platform_version,"This SQL query performs data transformation and type casting on the 'stg_apple_store__usage_platform_version' table. It starts by selecting all columns from a temporary table, then defines a set of fields with specific data types. Finally, it selects and renames certain columns, casting the 'date' column to a DATE type. The query primarily focuses on data cleaning and restructuring.","[""Cleaning"",""Featurization""]"
model.apple_store_source.stg_apple_store__downloads_platform_version,"This SQL query performs data type casting and column selection on the 'stg_apple_store__downloads_platform_version' table. It casts the 'date' column to DATE type and selects specific columns for the final output. The query doesn't perform any filtering, deduplication, featurization, integration, or aggregation.","[""Cleaning""]"
model.apple_store_source.stg_apple_store__downloads_territory,"This SQL query performs data type casting and column selection on the apple_store_source.stg_apple_store__downloads_territory_tmp table. It casts the 'date' column to DATE type and selects specific columns for the final output. The query doesn't perform any filtering, deduplication, featurization, integration, or aggregation.","[""Cleaning""]"
model.apple_store_source.stg_apple_store__usage_territory,"This SQL query performs data type casting and column selection on the 'stg_apple_store__usage_territory_tmp' table. It first creates a CTE with all columns from the source table, then defines the data types for each column in a second CTE. Finally, it selects and renames specific columns, casting the 'date' column to DATE type. The query focuses on preparing and structuring the data for further use.","[""Cleaning"",""Other""]"
model.apple_store_source.stg_apple_store__app,"This SQL query performs a simple transformation on the 'stg_apple_store__app_tmp' table. It selects three specific columns (id, name, and is_enabled) from the source table, renames 'id' to 'app_id' and 'name' to 'app_name', and includes these along with 'is_enabled' in the final output. The query also defines a number of additional fields with NULL or default values, but these are not used in the final selection.","[""Cleaning""]"
model.apple_store_source.stg_apple_store__app_store_territory,"This SQL query performs a series of transformations on data from the 'stg_apple_store__app_store_territory_tmp' table. It first defines a base CTE that selects all columns from the source table. Then, it creates a 'fields' CTE that explicitly casts columns to specific data types, including setting some fields to NULL. Finally, in the 'final' CTE, it selects and renames certain columns, casting the 'date' column to a DATE type. The query ends by selecting all columns from the 'final' CTE.","[""Cleaning"",""Featurization""]"
model.apple_store_source.stg_apple_store__sales_account,"This SQL query performs a basic transformation on data from the 'stg_apple_store__sales_account_tmp' table. It selects all columns from the base table, then defines a set of fields with specific data types (although all values are set to NULL in this case). Finally, it renames two columns: 'id' to 'account_id' and 'name' to 'account_name'. The query doesn't perform any filtering, cleaning, deduplication, featurization, integration, or aggregation.","[""Other""]"
model.apple_store_source.stg_apple_store__app_store_platform_version,"This SQL query performs data type casting and column selection on the 'stg_apple_store__app_store_platform_version' table. It first creates a CTE with null values for all columns, then selects and renames specific columns from this CTE, casting the 'date' column to DATE type. The query focuses on preparing and structuring the data for further analysis, particularly related to app store metrics such as impressions and page views.","[""Cleaning"",""Featurization""]"
model.apple_store_source.stg_apple_store__downloads_platform_version_tmp,This SQL query selects all columns from the 'downloads_platform_version_source_type_report' table in the 'itunes_connect' schema of the 'TEST' database. It appears to be a simple extraction of raw data without any transformations or filters.,"[""Other""]"
model.apple_store_source.stg_apple_store__app_store_territory_tmp,This SQL query selects all columns from the 'app_store_territory_source_type_report' table in the 'itunes_connect' schema of the 'TEST' database. It appears to be a simple extraction of all data from the source table without any transformations or filtering.,"[""Other""]"
model.apple_store_source.stg_apple_store__app_store_device_tmp,"This SQL query selects all columns from the table 'TEST.itunes_connect.app_store_source_type_device_report' without any modifications or filtering. It appears to be a simple data extraction query, likely used as a staging step to copy all data from the source table into a new model or temporary table.","[""Other""]"
model.apple_store_source.stg_apple_store__app_tmp,"This SQL query selects all columns and rows from the 'app' table in the 'itunes_connect' schema of the 'TEST' database. It's a simple SELECT * statement without any filtering, transformation, or aggregation.","[""Other""]"
model.apple_store_source.stg_apple_store__downloads_territory_tmp,This SQL query selects all columns from the 'downloads_territory_source_type_report' table in the 'itunes_connect' schema of the 'TEST' database. It appears to be a straightforward data extraction without any transformations or filtering.,"[""Other""]"
model.apple_store_source.stg_apple_store__usage_device_tmp,"This SQL query selects all columns from the 'usage_source_type_device_report' table in the 'itunes_connect' schema of the 'TEST' database. It appears to be a simple data extraction query without any filtering, transformation, or aggregation.","[""Other""]"
model.apple_store_source.stg_apple_store__crashes_platform_version_tmp,This SQL query selects all columns from the 'crashes_platform_version_device_report' table in the 'itunes_connect' schema of the 'TEST' database. It appears to be a straightforward data extraction without any transformations or filtering.,"[""Other""]"
model.apple_store_source.stg_apple_store__sales_account_tmp,"This SQL query selects all columns and rows from the 'sales_account' table in the 'itunes_connect' schema of the 'TEST' database. It appears to be a simple data extraction query without any filtering, transformation, or aggregation.","[""Other""]"
model.apple_store_source.stg_apple_store__app_store_platform_version_tmp,"This SQL query selects all columns from the table 'app_store_platform_version_source_type_report' in the 'itunes_connect' schema of the 'TEST' database. It appears to be a straightforward data extraction query without any filtering, transformation, or aggregation.","[""Other""]"
model.apple_store_source.stg_apple_store__usage_territory_tmp,This SQL query selects all columns from the 'usage_territory_source_type_report' table in the 'itunes_connect' schema of the 'TEST' database. It appears to be a simple data extraction query without any transformations or filters.,"[""Other""]"
model.apple_store_source.stg_apple_store__usage_app_version_tmp,"This SQL query selects all columns from the 'usage_app_version_source_type_report' table in the 'itunes_connect' schema of the 'TEST' database. It appears to be a simple data extraction query without any transformation, filtering, or aggregation.","[""Other""]"
model.apple_store_source.stg_apple_store__usage_platform_version_tmp,This SQL query selects all columns from the 'usage_platform_version_source_type_report' table in the 'itunes_connect' schema of the 'TEST' database. It appears to be a simple data extraction query without any transformations or filters.,"[""Other""]"
model.apple_store_source.stg_apple_store__downloads_device_tmp,"This SQL query selects all columns from the 'downloads_source_type_device_report' table in the 'TEST.itunes_connect' schema. It appears to be a straightforward data extraction query without any filtering, transformation, or aggregation.","[""Other""]"
model.apple_store_source.stg_apple_store__crashes_app_version_tmp,"This SQL query selects all columns from the 'crashes_app_version_device_report' table in the 'itunes_connect' schema of the 'TEST' database. It appears to be a straightforward data extraction query without any filtering, transformation, or aggregation.","[""Other""]"
