SS_SOLD_DATE_SK,SS_SOLD_TIME_SK,SS_ITEM_SK,SS_CUSTOMER_SK,SS_CDEMO_SK,SS_HDEMO_SK,SS_ADDR_SK,SS_STORE_SK,SS_PROMO_SK,SS_TICKET_NUMBER,SS_QUANTITY,SS_WHOLESALE_COST,SS_LIST_PRICE,SS_SALES_PRICE,SS_EXT_DISCOUNT_AMT,SS_EXT_SALES_PRICE,SS_EXT_WHOLESALE_COST,SS_EXT_LIST_PRICE,SS_EXT_TAX,SS_COUPON_AMT,SS_NET_PAID,SS_NET_PAID_INC_TAX,SS_NET_PROFIT
2451493,50425,1304,762,1325860,758,856,1,1,19,78,2391.48,47.82,2439.30,78.85,2602.86,2032.75,243.93,114.80,2729.53
2451280,33889,190,626,854970,2561,305,1,1,21,27,1778.76,53.36,1832.12,73.43,495.72,160.08,1068.32,550.36,622.51
2451277,40485,1051,935,1685822,6158,494,2,1,22,17,35.02,0.00,35.02,22.87,195.16,14.35,2.68,17.99,218.03
2451231,29254,475,935,1247881,5718,555,2,1,22,6,113.94,9.11,123.05,66.52,53.40,37.60,57.25,19.09,129.03
2452771,51900,1953,669,1890707,5392,30,2,1,23,80,5883.20,294.16,6177.36,52.40,2848.80,4824.22,328.28,730.70,3195.36
2452213,40442,1665,69,1359322,2796,270,1,1,24,11,28.49,0.00,28.49,69.29,29.81,6.26,1.33,20.90,99.10
2452305,60624,1483,69,1553144,6578,765,1,1,24,78,1099.02,54.95,1153.97,27.69,328.38,1033.07,58.03,7.92,411.02
2451053,35984,373,838,1564003,1743,883,1,1,25,18,42.12,2.52,44.64,57.38,6.12,37.48,2.04,2.60,66.02
2451079,50088,1304,838,77813,3196,932,1,1,25,39,772.59,46.35,818.94,28.93,178.23,347.66,50.99,373.94,253.51
2451966,49139,1085,780,637321,1532,590,2,1,27,84,382.20,0.00,382.20,97.85,154.56,259.89,13.45,108.86,252.41
2451964,49463,1935,780,178335,4892,896,1,1,27,22,59.84,1.79,61.63,38.22,137.72,43.68,6.62,9.54,177.73
2451259,35185,1334,631,1723855,885,868,2,1,29,6,5.04,0.45,5.49,85.50,15.96,3.83,0.03,1.18,101.91
2451174,32214,1234,631,135738,5274,10,2,1,29,22,41.80,3.76,45.56,18.82,985.16,17.13,24.17,0.50,1007.74
2451983,33769,205,120,222350,2461,125,2,1,32,41,2092.23,167.37,2259.60,14.26,987.28,941.50,149.59,1001.14,1168.91
2451392,48895,205,971,934775,429,883,1,1,34,13,208.78,16.70,225.48,77.95,223.73,198.34,3.65,6.79,318.38
2452196,33535,1537,958,539558,6809,107,2,1,35,60,144.00,0.00,144.00,36.15,2167.20,87.84,39.87,16.29,2203.35
2452306,40321,1117,8,1243218,3988,711,1,1,36,45,999.45,79.95,1079.40,29.51,35.10,499.72,439.76,59.97,144.56
2452317,53999,1705,8,882385,,,2,1,36,,,3.49,,,,7.49,13.58,,
2452279,41984,631,722,465142,3315,735,1,1,36,7,541.31,43.30,584.61,71.10,241.36,519.65,10.18,11.48,355.76
2452128,30131,415,252,491912,5028,144,2,1,37,85,8562.90,513.77,9076.67,8.17,366.35,4195.82,3493.66,873.42,888.29
2451271,44173,1670,890,1681246,5780,714,1,1,41,17,1327.36,79.64,1407.00,49.73,558.79,66.36,731.38,529.62,688.16
2451092,43741,130,423,1577815,3651,487,1,1,42,13,422.24,8.44,430.68,48.27,551.20,329.34,15.79,77.11,607.91
2451033,54994,1219,229,1611739,3649,912,2,1,42,43,1240.55,0.00,1240.55,86.84,68.80,719.51,359.51,161.53,155.64
2451073,52318,1820,152,134560,4215,223,1,1,42,13,475.54,9.51,485.05,73.37,317.07,128.39,197.87,149.28,399.95
2452295,39258,597,606,1581204,3389,621,2,1,45,39,2703.87,243.34,2947.21,59.97,386.10,1487.12,790.88,425.87,689.41
2451354,60360,992,598,194443,4161,832,2,1,46,47,3742.14,149.68,3891.82,24.47,379.29,3442.76,59.87,239.51,553.44
,59918,398,,,3068,,1,,46,38,,,453.29,51.61,207.48,104.60,86.12,,276.52
2451177,58870,368,903,1256944,382,373,1,1,47,1,8.12,0.73,8.85,19.08,7.43,3.81,0.77,3.54,27.24
2452738,29363,199,843,1862359,2275,391,2,1,48,5,199.35,17.94,217.29,11.83,112.95,191.37,0.71,7.27,142.72
2452745,44637,1215,202,1047097,5374,251,2,1,48,10,392.20,27.45,419.65,10.16,116.00,152.95,224.89,14.36,153.61
2451892,35637,1592,590,103157,6724,91,2,1,49,21,496.23,29.77,526.00,48.23,31.92,282.85,142.96,70.42,109.92
2451769,38709,311,517,945253,3357,61,2,1,51,5,172.10,5.16,177.26,22.72,64.20,170.37,1.59,0.14,92.08
2451102,32082,266,831,173053,4865,230,2,1,52,13,911.04,0.00,911.04,21.65,378.17,619.50,253.63,37.91,399.82
2451088,55568,514,810,1866272,3734,196,2,1,52,25,113.50,1.13,114.63,62.63,125.50,30.64,25.68,57.18,189.26
2451573,36729,1006,672,508248,5690,885,1,1,53,1,2.23,0.08,2.31,26.56,1.48,0.20,0.89,1.14,28.12
2452729,48880,1707,157,1042828,4295,162,1,1,54,11,95.48,3.81,99.29,93.36,8.36,34.37,36.05,25.06,105.53
2452040,43895,350,297,869419,5541,463,1,1,55,11,252.67,12.63,265.30,20.45,63.14,194.55,42.42,15.70,96.22
2452339,46469,357,967,972821,2228,82,1,1,60,78,2733.90,54.67,2788.57,60.37,0.00,683.47,1558.32,492.11,115.04
2452254,40433,1113,197,1420275,5589,703,1,1,62,6,446.76,26.80,473.56,67.62,213.66,58.07,15.54,373.15,308.08
2452701,35838,1818,129,305648,,488,,1,63,,,11.73,,,,172.06,,,568.77
2452596,29520,1831,129,1086498,2400,302,1,1,63,16,78.56,0.00,78.56,96.23,49.60,43.99,21.43,13.14,145.83
2452604,36240,1513,129,479318,1264,610,2,1,63,28,216.16,19.45,235.61,57.17,242.76,108.08,104.83,3.25,319.38
2452593,55466,723,17,145292,437,782,2,1,64,19,583.49,40.84,624.33,54.92,392.35,280.07,203.29,100.13,488.11
2452556,56489,913,17,492805,2019,33,1,1,64,34,2325.60,0.00,2325.60,57.60,1987.30,1046.52,575.58,703.50,2044.90
2452437,54978,1125,17,569529,3161,193,1,1,64,66,6903.60,0.00,6903.60,76.02,2987.82,6213.24,352.08,338.28,3063.84
2452346,53160,1629,766,1603765,4015,465,2,1,66,15,630.75,25.23,655.98,2.26,336.30,491.98,80.48,58.29,363.79
2452555,43088,1705,624,529565,2324,930,1,1,67,41,594.09,23.76,617.85,40.24,1063.54,160.40,56.37,377.32,1127.54
2451258,43812,481,564,496988,6773,205,2,1,68,21,178.50,5.35,183.85,96.73,53.76,82.11,75.18,21.21,155.84
2451256,50305,196,942,875823,2104,738,1,1,71,2,13.48,0.13,13.61,91.25,2.92,6.33,5.14,2.01,94.30
2451294,44684,205,239,1910912,233,1,2,1,71,25,188.00,16.92,204.92,44.05,51.25,150.40,6.39,31.21,112.22
2451329,29997,1225,239,195885,3539,146,2,1,71,5,164.65,1.64,166.29,75.66,205.80,74.09,12.67,77.89,283.10
2451829,50278,521,602,1271817,6019,468,1,1,72,3,166.41,1.66,168.07,1.14,64.92,59.90,62.84,43.67,67.72
2451174,57809,1540,337,767720,4103,886,2,1,74,4,36.32,0.00,36.32,38.54,42.96,12.71,6.13,17.48,81.50
2452279,52274,569,531,78088,234,580,2,1,76,1,76.51,6.88,83.39,66.92,30.28,56.61,19.70,0.20,104.08
2452242,52421,1627,531,1630980,4166,352,1,1,76,15,796.05,31.84,827.89,91.64,176.85,278.61,243.19,274.25,300.33
2451201,32557,1856,102,622349,4796,43,2,1,77,10,569.40,45.55,614.95,45.00,621.20,529.54,19.93,19.93,711.75
2451155,53923,1741,529,1758891,3500,309,1,1,78,13,1077.83,64.66,1142.49,77.87,576.81,506.58,457.00,114.25,719.34
2452290,54248,31,17,382863,6073,483,1,1,79,34,797.64,71.78,869.42,57.39,1296.08,71.78,79.84,646.02,1425.25
2451154,51844,13,368,1254797,4380,916,2,1,80,64,6830.08,68.30,6898.38,85.70,148.48,6625.17,127.04,77.87,302.48
2451281,48144,358,625,459305,510,915,1,1,81,22,1416.58,42.49,1459.07,16.86,849.86,1388.24,23.52,4.82,909.21
2451214,55537,1543,625,944226,463,147,2,1,81,5,0.00,0.00,0.00,94.53,24.55,0.00,0.00,0.00,119.08
2451369,,1790,512,,3587,,1,,82,,1491.00,,,,545.30,,735.06,,707.47
2451471,50769,1780,896,1082287,645,356,1,1,82,8,847.84,42.39,890.23,40.52,77.04,576.53,208.90,62.41,159.95
2451533,34774,1996,896,1427925,1401,230,2,1,82,43,1399.65,55.98,1455.63,74.63,447.63,839.79,156.76,403.10,578.24
2452677,50033,1671,678,842053,5314,175,1,1,83,21,1151.01,23.02,1174.03,28.22,146.16,115.10,973.75,62.16,197.40
2452530,44806,1951,91,1034463,114,165,1,1,84,5,323.00,19.38,342.38,5.27,171.25,261.63,43.57,17.80,195.90
2452550,39316,1482,91,222509,5658,7,2,1,84,63,1733.76,156.03,1889.79,98.99,1155.42,208.05,671.31,854.40,1410.44
2452550,56385,984,91,1844056,137,818,2,1,84,52,112.84,0.00,112.84,47.55,130.00,44.00,68.84,0.00,177.55
2452743,53098,363,560,1435175,1237,452,1,1,86,25,50.00,4.00,54.00,95.65,2.50,29.00,16.38,4.62,102.15
2452805,37053,1039,359,705875,2076,430,2,1,86,12,100.44,3.01,103.45,81.54,343.32,50.22,6.52,43.70,427.87
2451604,,920,,1393955,,,,,87,17,,,,35.41,,213.43,,0.17,
2452317,32925,1685,272,1361123,1963,403,1,1,88,34,146.20,0.00,146.20,22.87,1376.66,86.25,23.38,36.57,1399.53
2452260,58521,1679,110,341664,7018,372,2,1,88,70,1168.30,70.09,1238.39,37.61,1168.30,198.61,96.96,872.73,1276.00
2451907,56892,788,994,751267,6036,52,1,1,89,1,131.14,0.00,131.14,75.40,53.76,111.46,17.51,2.17,129.16
