input_model,input_column,tags,output_model,output_columns
model.amplitude_source.stg_amplitude__event,session_id,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as part of the unique_session_id"",""Deduplication"":""Used in the ROW_NUMBER() function for session_event_number""}",model.amplitude.amplitude__event_enhanced,"{""session_id"":""Directly copied"",""unique_session_id"":""Part of the concatenation"",""session_event_number"":""Used in the PARTITION BY clause""}"
model.amplitude_source.stg_amplitude__event,start_version,"{""Direct"":""The column is directly copied without any transformation""}",model.amplitude.amplitude__event_enhanced,"{""start_version"":""Directly copied""}"
model.amplitude_source.stg_amplitude__event,user_creation_time,"{""Direct"":""The column is directly copied without any transformation""}",model.amplitude.amplitude__event_enhanced,"{""user_creation_time"":""Directly copied""}"
model.amplitude_source.stg_amplitude__event,user_id,"{""Cleaning"":""The column is cast as TEXT"",""Integration"":""Used as part of the unique_session_id""}",model.amplitude.amplitude__event_enhanced,"{""user_id"":""Cast as TEXT"",""unique_session_id"":""Part of the concatenation""}"
model.amplitude_source.stg_amplitude__event,uuid,"{""Deduplication"":""Used in the deduplication process as part of the ROW_NUMBER() function""}",model.amplitude.amplitude__event_enhanced,
model.amplitude_source.stg_amplitude__event,version_name,"{""Direct"":""Directly copied without any transformation""}",model.amplitude.amplitude__event_enhanced,"{""version_name"":""Directly copied to the output column""}"
model.amplitude_source.stg_amplitude__event_type,event_type_id,"{""Integration"":""Used as a key to join with event_data table"",""Direct"":""Directly copied to the output""}",model.amplitude.amplitude__event_enhanced,"{""event_type_id"":""Directly copied""}"
model.amplitude_source.stg_amplitude__event_type,event_type_name,"{""Direct"":""The column is directly copied without any transformation"",""Integration"":""Used as part of the join condition with event_data""}",model.amplitude.amplitude__event_enhanced,"{""event_type_name"":""Directly mapped""}"
model.amplitude_source.stg_amplitude__event_type,totals,"{""Direct"":""The column is directly copied without any transformation""}",model.amplitude.amplitude__event_enhanced,"{""totals"":""Directly mapped""}"
model.amplitude_source.stg_amplitude__event_type,value,"{""Direct"":""The column is directly copied without any transformation""}",model.amplitude.amplitude__event_enhanced,"{""value"":""Directly mapped""}"
model.amplitude.amplitude__event_enhanced,event_type,"{""Direct"":""The event_type is directly selected from the event_data CTE"",""Integration"":""Used to join with the spine CTE to create a record for each event type on every day""}",model.amplitude.int_amplitude__date_spine,"{""event_type"":""Directly mapped to the output column""}"
model.amplitude.amplitude__event_enhanced,event_day,"{""Integration"":""Used to join with the spine CTE to ensure each event_type has a record for every day since their first day"",""Featurization"":""Used to create the event_day column in the output""}",model.amplitude.int_amplitude__date_spine,"{""event_day"":""Transformed from the spine.date_day and used as the output column""}"
model.amplitude.amplitude__event_enhanced,event_type_name,"{""Integration"":""Used to join with the spine table to create records for each event type""}",model.amplitude.int_amplitude__date_spine,"{""event_type"":""Likely mapped directly to this output column""}"
model.amplitude_source.stg_amplitude__event_type_tmp,id,"{""Cleaning"":""The column is cast to INT type"",""Direct"":""The column is directly copied to the output""}",model.amplitude_source.stg_amplitude__event_type,"{""event_type_id"":""Directly mapped after casting"",""unique_event_type_id"":""Used as part of the MD5 hash""}"
model.amplitude_source.stg_amplitude__event_type_tmp,project_name,"{""Cleaning"":""The column is cast to TEXT type"",""Direct"":""The column is directly copied to the output""}",model.amplitude_source.stg_amplitude__event_type,"{""project_name"":""Directly mapped after casting"",""unique_event_type_id"":""Used as part of the MD5 hash""}"
model.amplitude_source.stg_amplitude__event_type_tmp,_fivetran_deleted,"{""Cleaning"":""The column is cast to BOOLEAN type"",""Direct"":""The column is directly copied to the output""}",model.amplitude_source.stg_amplitude__event_type,"{""_fivetran_deleted"":""Directly mapped after casting""}"
model.amplitude_source.stg_amplitude__event_type_tmp,_fivetran_synced,"{""Cleaning"":""The column is cast to TIMESTAMP type"",""Direct"":""The column is directly copied to the output""}",model.amplitude_source.stg_amplitude__event_type,"{""_fivetran_synced"":""Directly mapped after casting""}"
model.amplitude_source.stg_amplitude__event_type_tmp,autohidden,"{""Cleaning"":""The column is cast to BOOLEAN type"",""Direct"":""The column is directly copied to the output""}",model.amplitude_source.stg_amplitude__event_type,"{""is_autohidden"":""Directly mapped after casting and renaming""}"
model.amplitude_source.stg_amplitude__event_type_tmp,deleted,"{""Cleaning"":""The column is cast to BOOLEAN type"",""Direct"":""The column is directly copied to the output""}",model.amplitude_source.stg_amplitude__event_type,"{""is_deleted"":""Directly mapped after casting and renaming""}"
model.amplitude_source.stg_amplitude__event_type_tmp,display,"{""Cleaning"":""The column is cast to TEXT type"",""Direct"":""The column is directly copied to the output""}",model.amplitude_source.stg_amplitude__event_type,"{""display"":""Directly mapped after casting""}"
model.amplitude_source.stg_amplitude__event_type_tmp,flow_hidden,"{""Cleaning"":""The column is cast to BOOLEAN type"",""Direct"":""The column is directly copied to the output""}",model.amplitude_source.stg_amplitude__event_type,"{""is_flow_hidden"":""Directly mapped after casting and renaming""}"
model.amplitude_source.stg_amplitude__event_type_tmp,hidden,"{""Cleaning"":""The column is cast to BOOLEAN type"",""Direct"":""The column is directly copied to the output""}",model.amplitude_source.stg_amplitude__event_type,"{""is_hidden"":""Directly mapped after casting and renaming""}"
model.amplitude_source.stg_amplitude__event_type_tmp,in_waitroom,"{""Cleaning"":""The column is cast to BOOLEAN type"",""Direct"":""The column is directly copied to the output""}",model.amplitude_source.stg_amplitude__event_type,"{""is_in_waitroom"":""Directly mapped after casting and renaming""}"
model.amplitude_source.stg_amplitude__event_type_tmp,name,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.amplitude_source.stg_amplitude__event_type,"{""event_type_name"":""Directly mapped to this output column""}"
model.amplitude_source.stg_amplitude__event_type_tmp,non_active,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as BOOLEAN type""}",model.amplitude_source.stg_amplitude__event_type,"{""is_non_active"":""Directly mapped to this output column""}"
model.amplitude_source.stg_amplitude__event_type_tmp,timeline_hidden,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as BOOLEAN type""}",model.amplitude_source.stg_amplitude__event_type,"{""is_timeline_hidden"":""Directly mapped to this output column""}"
model.amplitude_source.stg_amplitude__event_type_tmp,totals,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT type""}",model.amplitude_source.stg_amplitude__event_type,"{""totals"":""Directly mapped to this output column""}"
model.amplitude_source.stg_amplitude__event_type_tmp,totals_delta,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT type""}",model.amplitude_source.stg_amplitude__event_type,"{""totals_delta"":""Directly mapped to this output column""}"
model.amplitude_source.stg_amplitude__event_type_tmp,value,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.amplitude_source.stg_amplitude__event_type,"{""value"":""Directly mapped to this output column""}"
model.amplitude_source.stg_amplitude__event_type_tmp,waitroom_approved,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.amplitude_source.stg_amplitude__event_type,"{""is_waitroom_approved"":""Directly mapped to this output column""}"
model.amplitude_source.stg_amplitude__event_tmp,device_id,"{""Direct"":""The column is directly copied without transformation"",""Cleaning"":""The column is cast as TEXT"",""Other"":""Used in the MD5 hash to create unique_event_id""}",model.amplitude_source.stg_amplitude__event,"{""device_id"":""Directly mapped"",""unique_event_id"":""Part of the MD5 hash""}"
model.amplitude_source.stg_amplitude__event_tmp,id,"{""Cleaning"":""The column is cast as INT""}",model.amplitude_source.stg_amplitude__event,"{""event_id"":""Directly mapped after casting""}"
model.amplitude_source.stg_amplitude__event_tmp,server_upload_time,"{""Cleaning"":""The column is cast as TIMESTAMP""}",model.amplitude_source.stg_amplitude__event,"{""server_upload_time"":""Directly mapped after casting""}"
model.amplitude_source.stg_amplitude__event_tmp,_fivetran_synced,"{""Direct"":""The column is directly copied without transformation""}",model.amplitude_source.stg_amplitude__event,"{""_fivetran_synced"":""Directly mapped""}"
model.amplitude_source.stg_amplitude__event_tmp,_insert_id,"{""Direct"":""The column is directly copied without transformation""}",model.amplitude_source.stg_amplitude__event,"{""_insert_id"":""Directly mapped""}"
model.amplitude_source.stg_amplitude__event_tmp,ad_id,"{""Direct"":""The column is directly copied without transformation""}",model.amplitude_source.stg_amplitude__event,"{""ad_id"":""Directly mapped""}"
model.amplitude_source.stg_amplitude__event_tmp,amplitude_id,"{""Cleaning"":""The column is cast as TEXT"",""Other"":""Used as a fallback for amplitude_user_id when user_id is null""}",model.amplitude_source.stg_amplitude__event,"{""amplitude_id"":""Directly mapped after casting"",""amplitude_user_id"":""Used as fallback when user_id is null""}"
model.amplitude_source.stg_amplitude__event_tmp,app,"{""Direct"":""The column is directly copied without transformation""}",model.amplitude_source.stg_amplitude__event,"{""app"":""Directly mapped""}"
model.amplitude_source.stg_amplitude__event_tmp,city,"{""Direct"":""The column is directly copied without transformation""}",model.amplitude_source.stg_amplitude__event,"{""city"":""Directly mapped""}"
model.amplitude_source.stg_amplitude__event_tmp,client_event_time,"{""Cleaning"":""The column is cast as TIMESTAMP"",""Featurization"":""Used to create unique_event_id""}",model.amplitude_source.stg_amplitude__event,"{""client_event_time"":""Directly copied after casting to TIMESTAMP"",""unique_event_id"":""Part of the MD5 hash to create this column""}"
model.amplitude_source.stg_amplitude__event_tmp,client_upload_time,"{""Cleaning"":""The column is cast as TIMESTAMP""}",model.amplitude_source.stg_amplitude__event,"{""client_upload_time"":""Directly copied after casting to TIMESTAMP""}"
model.amplitude_source.stg_amplitude__event_tmp,country,"{""Direct"":""The column is directly copied without transformation""}",model.amplitude_source.stg_amplitude__event,"{""country"":""Directly copied""}"
model.amplitude_source.stg_amplitude__event_tmp,data,"{""Direct"":""The column is directly copied without transformation""}",model.amplitude_source.stg_amplitude__event,"{""data"":""Directly copied""}"
model.amplitude_source.stg_amplitude__event_tmp,device_brand,"{""Direct"":""The column is directly copied without transformation""}",model.amplitude_source.stg_amplitude__event,"{""device_brand"":""Directly copied""}"
model.amplitude_source.stg_amplitude__event_tmp,device_carrier,"{""Direct"":""The column is directly copied without transformation""}",model.amplitude_source.stg_amplitude__event,"{""device_carrier"":""Directly copied""}"
model.amplitude_source.stg_amplitude__event_tmp,device_family,"{""Direct"":""The column is directly copied without transformation""}",model.amplitude_source.stg_amplitude__event,"{""device_family"":""Directly copied""}"
model.amplitude_source.stg_amplitude__event_tmp,device_manufacturer,"{""Direct"":""The column is directly copied without transformation""}",model.amplitude_source.stg_amplitude__event,"{""device_manufacturer"":""Directly copied""}"
model.amplitude_source.stg_amplitude__event_tmp,device_model,"{""Direct"":""The column is directly copied without transformation""}",model.amplitude_source.stg_amplitude__event,"{""device_model"":""Directly copied""}"
model.amplitude_source.stg_amplitude__event_tmp,device_type,"{""Direct"":""The column is directly copied without transformation""}",model.amplitude_source.stg_amplitude__event,"{""device_type"":""Directly copied""}"
model.amplitude_source.stg_amplitude__event_tmp,dma,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.amplitude_source.stg_amplitude__event,"{""dma"":""Directly copied after casting""}"
model.amplitude_source.stg_amplitude__event_tmp,event_properties,"{""Direct"":""The column is directly copied without any transformation""}",model.amplitude_source.stg_amplitude__event,"{""event_properties"":""Directly copied""}"
model.amplitude_source.stg_amplitude__event_tmp,event_time,"{""Cleaning"":""The column is cast as TIMESTAMP"",""Featurization"":""Used to create event_day"",""Filtering"":""Used to filter records based on date range""}",model.amplitude_source.stg_amplitude__event,"{""event_time"":""Directly copied after casting"",""event_day"":""Derived from event_time""}"
model.amplitude_source.stg_amplitude__event_tmp,event_type,"{""Direct"":""The column is directly copied without any transformation""}",model.amplitude_source.stg_amplitude__event,"{""event_type"":""Directly copied""}"
model.amplitude_source.stg_amplitude__event_tmp,event_type_id,"{""Direct"":""The column is directly copied without any transformation""}",model.amplitude_source.stg_amplitude__event,"{""event_type_id"":""Directly copied""}"
model.amplitude_source.stg_amplitude__event_tmp,group_properties,"{""Direct"":""The column is directly copied without any transformation""}",model.amplitude_source.stg_amplitude__event,"{""group_properties"":""Directly copied""}"
model.amplitude_source.stg_amplitude__event_tmp,groups,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is renamed to group_types""}",model.amplitude_source.stg_amplitude__event,"{""group_types"":""Directly copied and renamed""}"
model.amplitude_source.stg_amplitude__event_tmp,idfa,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.amplitude_source.stg_amplitude__event,"{""idfa"":""Directly copied after casting""}"
model.amplitude_source.stg_amplitude__event_tmp,ip_address,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.amplitude_source.stg_amplitude__event,"{""ip_address"":""Directly copied after casting""}"
model.amplitude_source.stg_amplitude__event_tmp,is_attribution_event,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as BOOLEAN""}",model.amplitude_source.stg_amplitude__event,"{""is_attribution_event"":""Directly copied after casting""}"
model.amplitude_source.stg_amplitude__event_tmp,language,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.amplitude_source.stg_amplitude__event,"{""language"":""Directly copied after casting""}"
model.amplitude_source.stg_amplitude__event_tmp,library,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.amplitude_source.stg_amplitude__event,"{""library"":""Directly copied after casting""}"
model.amplitude_source.stg_amplitude__event_tmp,location_lat,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.amplitude_source.stg_amplitude__event,"{""location_lat"":""Directly copied after casting""}"
model.amplitude_source.stg_amplitude__event_tmp,location_lng,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.amplitude_source.stg_amplitude__event,"{""location_lng"":""Directly copied after casting""}"
model.amplitude_source.stg_amplitude__event_tmp,os_name,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.amplitude_source.stg_amplitude__event,"{""os_name"":""Directly copied after casting""}"
model.amplitude_source.stg_amplitude__event_tmp,os_version,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.amplitude_source.stg_amplitude__event,"{""os_version"":""Directly copied after casting""}"
model.amplitude_source.stg_amplitude__event_tmp,paying,"{""Direct"":""The column is directly copied"",""Cleaning"":""The column is cast as BOOLEAN""}",model.amplitude_source.stg_amplitude__event,"{""is_paying"":""Directly copied after casting and renamed""}"
model.amplitude_source.stg_amplitude__event_tmp,platform,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.amplitude_source.stg_amplitude__event,"{""platform"":""Directly copied after casting""}"
model.amplitude_source.stg_amplitude__event_tmp,processed_time,"{""Direct"":""The column is directly copied"",""Cleaning"":""The column is cast as TIMESTAMP""}",model.amplitude_source.stg_amplitude__event,"{""processed_time"":""Directly copied after casting""}"
model.amplitude_source.stg_amplitude__event_tmp,project_name,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.amplitude_source.stg_amplitude__event,"{""project_name"":""Directly copied after casting""}"
model.amplitude_source.stg_amplitude__event_tmp,region,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT""}",model.amplitude_source.stg_amplitude__event,"{""region"":""Directly mapped""}"
model.amplitude_source.stg_amplitude__event_tmp,schema,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as INT""}",model.amplitude_source.stg_amplitude__event,"{""schema"":""Directly mapped""}"
model.amplitude_source.stg_amplitude__event_tmp,server_received_time,"{""Direct"":""The column is directly copied"",""Cleaning"":""The column is cast as TIMESTAMP""}",model.amplitude_source.stg_amplitude__event,"{""server_received_time"":""Cast as TIMESTAMP and directly mapped""}"
model.amplitude_source.stg_amplitude__event_tmp,session_id,"{""Direct"":""The column is directly copied"",""Cleaning"":""The column is cast as INT"",""Other"":""Used in creating the unique_session_id""}",model.amplitude_source.stg_amplitude__event,"{""session_id"":""Directly mapped"",""unique_session_id"":""Part of MD5 hash with user_id""}"
model.amplitude_source.stg_amplitude__event_tmp,start_version,"{""Direct"":""The column is directly copied without any transformation""}",model.amplitude_source.stg_amplitude__event,"{""start_version"":""Directly mapped""}"
model.amplitude_source.stg_amplitude__event_tmp,user_creation_time,"{""Direct"":""The column is directly copied"",""Cleaning"":""The column is cast as TIMESTAMP""}",model.amplitude_source.stg_amplitude__event,"{""user_creation_time"":""Cast as TIMESTAMP and directly mapped""}"
model.amplitude_source.stg_amplitude__event_tmp,user_id,"{""Direct"":""The column is directly copied"",""Cleaning"":""The column is cast as TEXT"",""Other"":""Used in creating the unique_session_id and amplitude_user_id""}",model.amplitude_source.stg_amplitude__event,"{""user_id"":""Cast as TEXT and directly mapped"",""unique_session_id"":""Part of MD5 hash with session_id"",""amplitude_user_id"":""Used as primary value, with amplitude_id as fallback""}"
model.amplitude_source.stg_amplitude__event_tmp,user_properties,"{""Direct"":""The column is directly copied without any transformation""}",model.amplitude_source.stg_amplitude__event,"{""user_properties"":""Directly mapped""}"
model.amplitude_source.stg_amplitude__event_tmp,uuid,"{""Direct"":""The column is directly copied without any transformation""}",model.amplitude_source.stg_amplitude__event,"{""uuid"":""Directly mapped""}"
model.amplitude_source.stg_amplitude__event_tmp,version_name,"{""Direct"":""The column is directly copied without any transformation"",""Cleaning"":""The column is cast as TEXT type""}",model.amplitude_source.stg_amplitude__event,"{""version_name"":""It is directly mapped to the output column 'version_name'""}"
model.amplitude_source.stg_amplitude__event,unique_event_id,"{""Deduplication"":""Used in the ROW_NUMBER() function for deduplication""}",model.amplitude.amplitude__sessions,
model.amplitude_source.stg_amplitude__event,event_id,"{""Deduplication"":""Used in the ROW_NUMBER() function for deduplication"",""Aggregation"":""Counted to calculate events_per_session""}",model.amplitude.amplitude__sessions,"{""events_per_session"":""Aggregated count of event_id""}"
model.amplitude_source.stg_amplitude__event,unique_session_id,"{""Direct"":""Directly used in the output"",""Aggregation"":""Used as a grouping key""}",model.amplitude.amplitude__sessions,"{""unique_session_id"":""Directly copied""}"
model.amplitude_source.stg_amplitude__event,amplitude_user_id,"{""Deduplication"":""Used in the ROW_NUMBER() function for deduplication""}",model.amplitude.amplitude__sessions,
model.amplitude_source.stg_amplitude__event,client_event_time,"{""Deduplication"":""Used in the ROW_NUMBER() function for deduplication"",""Aggregation"":""Used to determine session start and end times""}",model.amplitude.amplitude__sessions,"{""session_started_at"":""Minimum client_event_time for a session"",""session_ended_at"":""Maximum client_event_time for a session"",""session_length_in_minutes"":""Calculated from the difference between max and min client_event_time""}"
model.amplitude_source.stg_amplitude__event,client_upload_time,"{""Deduplication"":""Used in the ORDER BY clause of ROW_NUMBER() function for deduplication""}",model.amplitude.amplitude__sessions,
model.amplitude_source.stg_amplitude__event,device_id,"{""Deduplication"":""Used in the deduplication process when _insert_id is null""}",model.amplitude.amplitude__sessions,
