model_name,column_name,column_type,comment,index
model.amplitude.amplitude__event_enhanced,device_manufacturer,integer,Device manufacturer,
model.amplitude.amplitude__event_enhanced,device_model,integer,The device model,
model.amplitude.amplitude__event_enhanced,device_type,integer,Device type,
model.amplitude.amplitude__event_enhanced,ip_address,text,IP address,
model.amplitude.amplitude__event_enhanced,os_name,integer,OS name,
model.amplitude.amplitude__event_enhanced,os_version,integer,OS version,
model.amplitude.amplitude__event_enhanced,platform,integer,Platform of the device.,
model.amplitude.amplitude__event_enhanced,language,integer,The language set by the user,
model.amplitude.amplitude__event_enhanced,dma,integer,Designated marketing area (DMA),
model.amplitude.amplitude__event_enhanced,schema,bigint,Schema ID,
model.amplitude.amplitude__event_enhanced,start_version,integer,App version the user was first tracked on,
model.amplitude.amplitude__event_enhanced,user_creation_time,timestamp without time zone,Event_time (UTC) of the user's first event,
model.amplitude.amplitude__event_enhanced,session_event_number,bigint,"The number of the event within the session, ordered by time of event.",
model.amplitude.amplitude__event_enhanced,group_types,text,"Group types. ""Groups"" in the source table, renamed here. See the Accounts documentation for more information.",
model.amplitude.amplitude__event_enhanced,user_id,text,"A readable ID specified by you. Amplitude uses a combination of three different methods to identify your users: device IDs, Amplitude ID, and user IDs. The first comes directly from your users' devices, while the second is an ID that Amplitude automatically creates once it has enough information to conclusively identify a unique user. The user ID, however, is something you'd set up. In Amplitude, a user ID is a unique identifier applied to individual users. Using them is optional, but recommended: your product should set a user ID once a user has created an account, logged in, or is otherwise identified in your product. Amplitude can use a user ID to reconcile events across multiple devices under the same user ID. Additionally, a user's event data will be merged on the backend so that all anonymous events prior to the assignment of a user ID will be connected to the correct user. For this reason, you can wait to assign user IDs if that makes sense for your product. Conversely, this is also why you should not set user IDs for anonymous users. Once set, user IDs in Amplitude cannot be changed.Once set, user IDs in Amplitude cannot be changed.
",
model.amplitude.amplitude__event_enhanced,event_type_id,bigint,Event type ID,
model.amplitude.amplitude__event_enhanced,event_type_name,text,Event type name,
model.amplitude.amplitude__event_enhanced,totals,integer,The total number of times the event has happened this week,
model.amplitude.amplitude__event_enhanced,value,text,Name of the event in the raw data.,
model.amplitude.amplitude__event_enhanced,events_per_session,bigint,The count of events in a session,
model.amplitude.amplitude__event_enhanced,session_started_at,timestamp without time zone,The time of the first event in a session,
model.amplitude.amplitude__event_enhanced,session_ended_at,timestamp without time zone,The time of the last event in a session,
model.amplitude.amplitude__event_enhanced,session_length,,"The length of the session, in seconds",
model.amplitude.amplitude__event_enhanced,is_first_user_session,integer,Boolean of whether or not a session is the user's first session,
model.amplitude.amplitude__event_enhanced,user_event_number,bigint,,
model.amplitude.amplitude__event_enhanced,user_session_number,bigint,,
model.amplitude.amplitude__event_enhanced,session_started_at_day,timestamp without time zone,,
model.amplitude.amplitude__event_enhanced,session_ended_at_day,timestamp without time zone,,
model.amplitude.amplitude__event_enhanced,session_length_in_minutes,double precision,,
model.amplitude.amplitude__event_enhanced,minutes_in_between_sessions,double precision,,
model.amplitude.amplitude__event_enhanced,unique_key,text,,
model.amplitude.amplitude__daily_performance,event_day,date,Day of event time,
model.amplitude.amplitude__daily_performance,event_type,text,The assigned type of event. Example 'Add Friend',
model.amplitude.amplitude__daily_performance,number_events,bigint,Count of distinct events,
model.amplitude.amplitude__daily_performance,number_sessions,bigint,Count of distinct sessions,
model.amplitude.amplitude__daily_performance,number_users,bigint,Count of distinct visitors,
model.amplitude.amplitude__daily_performance,number_new_users,bigint,Count of distinct new visitors for that day,
model.amplitude.amplitude__daily_performance,daily_unique_key,text,,
model.amplitude.amplitude__sessions,unique_session_id,text,"Unique key of each session, concatenating user_id and session_id",
model.amplitude.amplitude__sessions,user_id,text,"A readable ID specified by you. Amplitude uses a combination of three different methods to identify your users: device IDs, Amplitude ID, and user IDs. The first comes directly from your users' devices, while the second is an ID that Amplitude automatically creates once it has enough information to conclusively identify a unique user. The user ID, however, is something you'd set up. In Amplitude, a user ID is a unique identifier applied to individual users. Using them is optional, but recommended: your product should set a user ID once a user has created an account, logged in, or is otherwise identified in your product. Amplitude can use a user ID to reconcile events across multiple devices under the same user ID. Additionally, a user's event data will be merged on the backend so that all anonymous events prior to the assignment of a user ID will be connected to the correct user. For this reason, you can wait to assign user IDs if that makes sense for your product. Conversely, this is also why you should not set user IDs for anonymous users. Once set, user IDs in Amplitude cannot be changed.Once set, user IDs in Amplitude cannot be changed.
",
model.amplitude.amplitude__sessions,events_per_session,bigint,The count of events in a session,
model.amplitude.amplitude__sessions,session_started_at,timestamp without time zone,The time of the first event in a session,
model.amplitude.amplitude__sessions,session_ended_at,timestamp without time zone,The time of the last event in a session,
model.amplitude.amplitude__sessions,session_length,,"The length of the session, in seconds",
model.amplitude.amplitude__sessions,session_started_at_day,timestamp without time zone,The day the session started,
model.amplitude.amplitude__sessions,session_ended_at_day,timestamp without time zone,The day the session ended,
model.amplitude.amplitude__sessions,user_session_number,bigint,"The number of the session, within a user's lifetime",
model.amplitude.amplitude__sessions,last_session_ended_at,timestamp without time zone,The time the prior session ended at,
model.amplitude.amplitude__sessions,last_session_ended_at_day,timestamp without time zone,The day the prior session ended,
model.amplitude.amplitude__sessions,is_first_user_session,integer,Boolean of whether or not a session is the user's first session,
model.amplitude.amplitude__sessions,seconds_in_between_sessions,,The seconds in between sessions of a user,
model.amplitude.amplitude__sessions,minutes_in_between_sessions,double precision,The minutes in between sessions of a user,
model.amplitude.amplitude__sessions,days_in_between_sessions,,The days in between sessions of a user,
model.amplitude.amplitude__sessions,session_length_in_minutes,double precision,,
model.amplitude.amplitude__user_enhanced,amplitude_user_id,text,"Unique key for each user, which is user_id by default. If user_id does not exist, use amplitude_id",
model.amplitude.amplitude__user_enhanced,user_created_at,timestamp without time zone,Event_time (UTC) of the user's first event,
model.amplitude.amplitude__user_enhanced,first_session_at,timestamp without time zone,Timestamp of user's first recorded activity,
model.amplitude.amplitude__user_enhanced,last_session_at,timestamp without time zone,Timestamp of user's most recent activity,
model.amplitude.amplitude__user_enhanced,total_events_per_user,bigint,The total number of events for a certain user,
model.amplitude.amplitude__user_enhanced,total_sessions_per_user,bigint,The total number of sessions for a certain user,
model.amplitude.amplitude__user_enhanced,average_session_length,,"Average length of sessions, in seconds",
model.amplitude.amplitude__user_enhanced,average_seconds_in_between_sessions,,"Average time in between sessions for a user, in seconds",
model.amplitude.amplitude__user_enhanced,average_minutes_in_between_sessions,double precision,"Average time in between sessions for a user, in minutes",
model.amplitude.amplitude__user_enhanced,average_days_in_between_sessions,,"Average time in between sessions for a user, in days",
model.amplitude.amplitude__user_enhanced,average_session_length_in_minutes,double precision,,
model.amplitude.int_amplitude__date_spine,event_type,text,,
model.amplitude.int_amplitude__date_spine,event_day,date,,
model.amplitude.int_amplitude__date_spine,date_spine_unique_key,text,,
model.amplitude_source.stg_amplitude__event_type,unique_event_type_id,text,"A unique key for each event, concatenating event_type_id and project_name.",
model.amplitude_source.stg_amplitude__event_type,event_type_id,bigint,Event type ID.,
model.amplitude_source.stg_amplitude__event_type,_fivetran_deleted,boolean,Timestamp of when Fivetran marked a record as deleted.,
model.amplitude_source.stg_amplitude__event_type,_fivetran_synced,timestamp without time zone,Timestamp of when Fivetran synced a record.,
model.amplitude_source.stg_amplitude__event_type,is_autohidden,boolean,Boolean of whether event type is hidden.,
model.amplitude_source.stg_amplitude__event_type,is_deleted,boolean,Boolean of whether event type is deleted.,
model.amplitude_source.stg_amplitude__event_type,display,text,The display name of the event.,
model.amplitude_source.stg_amplitude__event_type,is_flow_hidden,boolean,Boolean of whether the event is hidden from Pathfinder/Pathfinder Users or not.,
model.amplitude_source.stg_amplitude__event_type,is_hidden,boolean,Boolean of whether the event is hidden or not.,
model.amplitude_source.stg_amplitude__event_type,is_in_waitroom,boolean,Boolean of whether event type is in waitroom.,
model.amplitude_source.stg_amplitude__event_type,event_type_name,text,Event type name.,
model.amplitude_source.stg_amplitude__event_type,is_non_active,boolean,Boolean of whether the event is marked inactive or not.,
model.amplitude_source.stg_amplitude__event_type,project_name,bigint,Project name.,
model.amplitude_source.stg_amplitude__event_type,is_timeline_hidden,boolean,Boolean of whether the event is hidden or not.,
model.amplitude_source.stg_amplitude__event_type,totals,integer,The total number of times the event has happened this week.,
model.amplitude_source.stg_amplitude__event_type,totals_delta,integer,Represents the change in event volume from the previous week.,
model.amplitude_source.stg_amplitude__event_type,value,text,Name of the event in the raw data.,
model.amplitude_source.stg_amplitude__event_type,is_waitroom_approved,integer,Boolean of whether is waitroom approved.,
model.amplitude_source.stg_amplitude__event,unique_event_id,text,"A unique key for each event, concatenating event_id, device_id, client_event_time, and amplitude_user_id.",
model.amplitude_source.stg_amplitude__event,event_id,bigint,A counter that distinguishes events.,
model.amplitude_source.stg_amplitude__event,unique_session_id,text,"A unique key for each session, concatenating user_id and session_id.",
model.amplitude_source.stg_amplitude__event,amplitude_id,text,An internal ID used to identify unique users.,
model.amplitude_source.stg_amplitude__event,amplitude_user_id,text,"Unique key for each user, which is user_id by default. If user_id does not exist, the package will use amplitude_id.",
model.amplitude_source.stg_amplitude__event,ad_id,integer,"(Android) Google Play Services advertising ID (AdID). This usually is wiped after ingestion and therefore will be blank.
",
model.amplitude_source.stg_amplitude__event,app,bigint,Project ID found in your project's Settings page.,
model.amplitude_source.stg_amplitude__event,city,integer,City where the event was registered.,
model.amplitude_source.stg_amplitude__event,client_event_time,timestamp without time zone,Local timestamp (UTC) of when the device logged the event.,
model.amplitude_source.stg_amplitude__event,client_upload_time,timestamp without time zone,The local timestamp (UTC) of when the device uploaded the event.,
model.amplitude_source.stg_amplitude__event,country,text,Country where event was registered.,
model.amplitude_source.stg_amplitude__event,data,text,"Dictionary where certain fields such as first_event and merged_amplitude_id are stored. Ex, {""first_event"":true}.
",
model.amplitude_source.stg_amplitude__event,device_brand,integer,Brand of device where event was registered on.,
model.amplitude_source.stg_amplitude__event,device_carrier,integer,Carrier of device where event was registered on.,
model.amplitude_source.stg_amplitude__event,device_family,integer,"Device family. Ex, Apple iPhone.",
model.amplitude_source.stg_amplitude__event,device_id,text,The device specific identifier.,
model.amplitude_source.stg_amplitude__event,device_manufacturer,integer,Manufacturer of device where event was registered on.,
model.amplitude_source.stg_amplitude__event,device_model,integer,The model of device where event was registered on.,
model.amplitude_source.stg_amplitude__event,device_type,integer,Type of device where event was registered on.,
model.amplitude_source.stg_amplitude__event,dma,integer,Designated marketing area (DMA).,
model.amplitude_source.stg_amplitude__event,event_properties,text,"Event properties are attributes of the events your users fire, and which you then send to Amplitude. Each event will have its own set of event properties. The nature of these properties depends on both the type of product you have, and the specific information you're most interested in discovering. For instance, if Swipe is an event you're tracking, the event property Direction could have the values Left or Right. Some example event properties are description, category, type, duration, level, percent completed, count, source, status, number, lives, authenticated, error number, rank, action, and mode. 
",
model.amplitude_source.stg_amplitude__event,event_time,timestamp without time zone,"Amplitude timestamp (UTC) which is the client_event_time adjusted by the difference between server_received_time and client_upload_time, specifically: event_time = client_event_time + (server_received_time - client_upload_time) 2015-08-10T12:00:00.000000 We use this timestamp to organize events on Amplitude charts. Note: If the difference between server_received_time and client_upload_time is less than 60 seconds, the event_time will not be adjusted and will equal the client_event_time.
",
model.amplitude_source.stg_amplitude__event,event_day,date,"The day of the event time, in date format.",
model.amplitude_source.stg_amplitude__event,event_type,text,The assigned type of event. Example 'Add Friend',
model.amplitude_source.stg_amplitude__event,event_type_id,bigint,Internal identifier on Amplitude.,
model.amplitude_source.stg_amplitude__event,group_properties,text,"A dictionary of key-value pairs that represent data tied to the group. Each distinct value appears as a group segment on the Amplitude dashboard. You can store property values in an array, and date values are transformed into string values.",
model.amplitude_source.stg_amplitude__event,group_types,text,"Group types. ""Groups"" in the source table, renamed here. See the [Accounts documentation](https://help.amplitude.com/hc/en-us/articles/115001765532-Accounts) for more information.",
model.amplitude_source.stg_amplitude__event,idfa,integer,"(iOS) Identifier for Advertiser. This usually is wiped after ingestion and therefore will be blank.
",
model.amplitude_source.stg_amplitude__event,_insert_id,integer,"A unique identifier for the event. Amplitude deduplicates subsequent events sent with the same device_id and insert_id within the past 7 days. Amplitude recommends generating a UUID or using some combination of device_id, user_id, event_type, event_id, and time.  
",
model.amplitude_source.stg_amplitude__event,ip_address,text,The IP address of the device which triggered the event.,
model.amplitude_source.stg_amplitude__event,is_attribution_event,boolean,Boolean of boolean of whether event was an attribution event.,
model.amplitude_source.stg_amplitude__event,language,integer,The language set by the user.,
model.amplitude_source.stg_amplitude__event,library,text,Library being used to send the event data.,
model.amplitude_source.stg_amplitude__event,location_lat,integer,Latitude where event was registered.,
model.amplitude_source.stg_amplitude__event,location_lng,integer,Longitude where event was registered.,
model.amplitude_source.stg_amplitude__event,os_name,integer,OS name where event was registered on.,
model.amplitude_source.stg_amplitude__event,os_version,integer,OS version where event was registered on.,
model.amplitude_source.stg_amplitude__event,is_paying,integer,"Boolean of boolean of whether the user has ever logged any revenue, otherwise '(none)'. Note the property value can be modified via the\_Identify API.",
model.amplitude_source.stg_amplitude__event,platform,integer,Platform of the device where event was registered on.,
model.amplitude_source.stg_amplitude__event,processed_time,timestamp without time zone,Time of when event was processed.,
model.amplitude_source.stg_amplitude__event,project_name,bigint,The identifier of the project.,
model.amplitude_source.stg_amplitude__event,region,integer,Region where event was registered on.,
model.amplitude_source.stg_amplitude__event,schema,bigint,The schema ID.,
model.amplitude_source.stg_amplitude__event,server_received_time,timestamp without time zone,Amplitude timestamp (UTC) of when servers received the event.,
model.amplitude_source.stg_amplitude__event,server_upload_time,timestamp without time zone,Amplitude timestamp (UTC) of when the event data was uploaded to Amplitude servers.,
model.amplitude_source.stg_amplitude__event,session_id,bigint,The session start time in milliseconds since epoch.,
model.amplitude_source.stg_amplitude__event,start_version,integer,App version the user was first tracked on.,
model.amplitude_source.stg_amplitude__event,user_creation_time,timestamp without time zone,Event_time (UTC) of the user's first event.,
model.amplitude_source.stg_amplitude__event,user_id,text,"A readable ID specified by you. Amplitude uses a combination of three different methods to identify your users: device IDs, Amplitude ID, and user IDs. The first comes directly from your users' devices, while the second is an ID that Amplitude automatically creates once it has enough information to conclusively identify a unique user. The user ID, however, is something you'd set up. In Amplitude, a user ID is a unique identifier applied to individual users. Using them is optional, but recommended: your product should set a user ID once a user has created an account, logged in, or is otherwise identified in your product. Amplitude can use a user ID to reconcile events across multiple devices under the same user ID. Additionally, a user's event data will be merged on the backend so that all anonymous events prior to the assignment of a user ID will be connected to the correct user. For this reason, you can wait to assign user IDs if that makes sense for your product. Conversely, this is also why you should not set user IDs for anonymous users. Once set, user IDs in Amplitude cannot be changed.Once set, user IDs in Amplitude cannot be changed.
",
model.amplitude_source.stg_amplitude__event,user_properties,text,An attribute that describes a useful detail about the user it's attached to. Amplitude sends user properties with every event.,
model.amplitude_source.stg_amplitude__event,uuid,text,A unique identifier per row (event sent).,
model.amplitude_source.stg_amplitude__event,version_name,integer,The app version name.,
model.amplitude_source.stg_amplitude__event,_fivetran_synced,timestamp without time zone,Timestamp of when Fivetran synced a record.,
model.amplitude_source.stg_amplitude__event_type_tmp,id,bigint,,
model.amplitude_source.stg_amplitude__event_type_tmp,project_name,bigint,,
model.amplitude_source.stg_amplitude__event_type_tmp,_fivetran_deleted,boolean,,
model.amplitude_source.stg_amplitude__event_type_tmp,_fivetran_synced,timestamp without time zone,,
model.amplitude_source.stg_amplitude__event_type_tmp,autohidden,boolean,,
model.amplitude_source.stg_amplitude__event_type_tmp,deleted,boolean,,
model.amplitude_source.stg_amplitude__event_type_tmp,display,text,,
model.amplitude_source.stg_amplitude__event_type_tmp,flow_hidden,boolean,,
model.amplitude_source.stg_amplitude__event_type_tmp,hidden,boolean,,
model.amplitude_source.stg_amplitude__event_type_tmp,in_waitroom,boolean,,
model.amplitude_source.stg_amplitude__event_type_tmp,name,text,,
model.amplitude_source.stg_amplitude__event_type_tmp,non_active,boolean,,
model.amplitude_source.stg_amplitude__event_type_tmp,timeline_hidden,boolean,,
model.amplitude_source.stg_amplitude__event_type_tmp,totals,integer,,
model.amplitude_source.stg_amplitude__event_type_tmp,totals_delta,integer,,
model.amplitude_source.stg_amplitude__event_type_tmp,value,text,,
model.amplitude_source.stg_amplitude__event_type_tmp,waitroom_approved,integer,,
model.amplitude_source.stg_amplitude__event_tmp,device_id,text,,
model.amplitude_source.stg_amplitude__event_tmp,id,bigint,,
model.amplitude_source.stg_amplitude__event_tmp,server_upload_time,timestamp without time zone,,
model.amplitude_source.stg_amplitude__event_tmp,_fivetran_synced,timestamp without time zone,,
model.amplitude_source.stg_amplitude__event_tmp,_insert_id,integer,,
model.amplitude_source.stg_amplitude__event_tmp,ad_id,integer,,
model.amplitude_source.stg_amplitude__event_tmp,amplitude_event_type,integer,,
model.amplitude_source.stg_amplitude__event_tmp,amplitude_id,bigint,,
model.amplitude_source.stg_amplitude__event_tmp,app,bigint,,
model.amplitude_source.stg_amplitude__event_tmp,city,integer,,
model.amplitude_source.stg_amplitude__event_tmp,client_event_time,timestamp without time zone,,
model.amplitude_source.stg_amplitude__event_tmp,client_upload_time,timestamp without time zone,,
model.amplitude_source.stg_amplitude__event_tmp,country,text,,
model.amplitude_source.stg_amplitude__event_tmp,data,text,,
model.amplitude_source.stg_amplitude__event_tmp,device_brand,integer,,
model.amplitude_source.stg_amplitude__event_tmp,device_carrier,integer,,
model.amplitude_source.stg_amplitude__event_tmp,device_family,integer,,
model.amplitude_source.stg_amplitude__event_tmp,device_manufacturer,integer,,
model.amplitude_source.stg_amplitude__event_tmp,device_model,integer,,
model.amplitude_source.stg_amplitude__event_tmp,device_type,integer,,
model.amplitude_source.stg_amplitude__event_tmp,dma,integer,,
model.amplitude_source.stg_amplitude__event_tmp,event_properties,text,,
model.amplitude_source.stg_amplitude__event_tmp,event_time,timestamp without time zone,,
model.amplitude_source.stg_amplitude__event_tmp,event_type,text,,
model.amplitude_source.stg_amplitude__event_tmp,event_type_id,bigint,,
model.amplitude_source.stg_amplitude__event_tmp,group_properties,text,,
model.amplitude_source.stg_amplitude__event_tmp,groups,text,,
model.amplitude_source.stg_amplitude__event_tmp,idfa,integer,,
model.amplitude_source.stg_amplitude__event_tmp,ip_address,text,,
model.amplitude_source.stg_amplitude__event_tmp,is_attribution_event,boolean,,
model.amplitude_source.stg_amplitude__event_tmp,language,integer,,
model.amplitude_source.stg_amplitude__event_tmp,library,text,,
model.amplitude_source.stg_amplitude__event_tmp,location_lat,integer,,
model.amplitude_source.stg_amplitude__event_tmp,location_lng,integer,,
model.amplitude_source.stg_amplitude__event_tmp,os_name,integer,,
model.amplitude_source.stg_amplitude__event_tmp,os_version,integer,,
model.amplitude_source.stg_amplitude__event_tmp,paying,integer,,
model.amplitude_source.stg_amplitude__event_tmp,platform,integer,,
model.amplitude_source.stg_amplitude__event_tmp,processed_time,timestamp without time zone,,
model.amplitude_source.stg_amplitude__event_tmp,project_name,bigint,,
model.amplitude_source.stg_amplitude__event_tmp,region,integer,,
model.amplitude_source.stg_amplitude__event_tmp,sample_rate,integer,,
model.amplitude_source.stg_amplitude__event_tmp,schema,bigint,,
model.amplitude_source.stg_amplitude__event_tmp,server_received_time,timestamp without time zone,,
model.amplitude_source.stg_amplitude__event_tmp,session_id,bigint,,
model.amplitude_source.stg_amplitude__event_tmp,start_version,integer,,
model.amplitude_source.stg_amplitude__event_tmp,user_creation_time,timestamp without time zone,,
model.amplitude_source.stg_amplitude__event_tmp,user_id,character varying(100),,
model.amplitude_source.stg_amplitude__event_tmp,user_properties,text,,
model.amplitude_source.stg_amplitude__event_tmp,uuid,text,,
model.amplitude_source.stg_amplitude__event_tmp,version_name,integer,,
