model_name,summary,tags
model.pinterest_source.stg_pinterest_ads__keyword_report,"This SQL query stages data from a Pinterest ads keyword report. It performs type casting on various fields, combines impression and clickthrough data, calculates spend in dollars from micro-dollars, and truncates the date to day level. The query also adds a source_relation field and renames some columns for clarity.","[""Cleaning"",""Featurization""]"
model.pinterest_source.stg_pinterest_ads__pin_promotion_report,"This SQL query performs data transformation on a Pinterest ads pin promotion report. It starts by casting columns to specific data types, then calculates total impressions and clicks by combining two separate impression and clickthrough fields. It also converts the spend from micro-dollars to dollars. The query truncates the date to day level and selects specific fields for the final output.","[""Cleaning"",""Featurization""]"
model.pinterest_source.stg_pinterest_ads__campaign_report_tmp,"This SQL query creates an empty result set with a single column named '_dbt_source_relation' of type TEXT, which is set to NULL. The LIMIT 0 clause ensures no rows are returned. This is likely used as a template or placeholder for a staging table in a dbt (data build tool) project.","[""Other""]"
model.pinterest_source.stg_pinterest_ads__ad_group_report_tmp,"This SQL query creates an empty result set with a single column named '_dbt_source_relation' of TEXT data type, which is set to NULL. The query is limited to 0 rows, effectively returning no data. This type of query is often used as a placeholder or template in data modeling tools like dbt (data build tool) to define the structure of a staging table without actually populating it with data.","[""Other""]"
model.pinterest_source.stg_pinterest_ads__keyword_history_tmp,"This SQL query creates an empty result set with a single column named '_dbt_source_relation' of type TEXT, initialized to NULL. The query is limited to 0 rows, effectively creating a schema-only representation of the table without any data.","[""Other""]"
model.pinterest_source.stg_pinterest_ads__advertiser_history_tmp,"This SQL query creates an empty result set with a single column named '_dbt_source_relation' of type TEXT. It's likely used as a placeholder or template query, possibly for testing or initializing a structure without actual data.","[""Other""]"
model.pinterest_source.stg_pinterest_ads__pin_promotion_history_tmp,This SQL query creates an empty result set with a single column named '_dbt_source_relation' of TEXT data type. The query doesn't fetch any actual data; it's likely used as a placeholder or template for further development or testing purposes.,"[""Other""]"
model.pinterest_source.stg_pinterest_ads__advertiser_report_tmp,"This SQL query creates an empty result set with a single column named '_dbt_source_relation' of type TEXT, which is set to NULL. The LIMIT 0 ensures no rows are returned. This appears to be a template or placeholder query, possibly used for schema definition or testing purposes in a dbt (data build tool) project.","[""Other""]"
model.pinterest_source.stg_pinterest_ads__pin_promotion_report_tmp,"This SQL query creates an empty result set with a single column named '_dbt_source_relation' of TEXT data type, initialized as NULL. It's likely used as a placeholder or template for a staging table in a dbt (data build tool) project, specifically for Pinterest ads data related to pin promotion reports.","[""Other""]"
model.pinterest_source.stg_pinterest_ads__campaign_history_tmp,"This SQL query creates an empty result set with a single column named '_dbt_source_relation' of TEXT data type. The query doesn't select any actual data and limits the output to 0 rows, effectively creating a template or placeholder for the table structure.","[""Other""]"
model.pinterest_source.stg_pinterest_ads__keyword_report_tmp,"This SQL query creates an empty result set with a single column named '_dbt_source_relation' of TEXT data type. It's likely used as a placeholder or template for a staging table in a dbt (data build tool) project, specifically for Pinterest ads keyword report data.","[""Other""]"
model.pinterest_source.stg_pinterest_ads__ad_group_history_tmp,This SQL query creates an empty result set with a single column named '_dbt_source_relation' of type TEXT. It's likely used as a placeholder or template for further development or testing purposes.,"[""Other""]"
